lncRNA.Homo_sapiens	lncRNA.Canis_lupus_familiaris	orthology_type.Homo_sapiens.Canis_lupus_familiaris	lncRNA.Mus_musculus	orthology_type.Homo_sapiens.Mus_musculus	nbTotalIndication	profilIndication
ENSG00000225811	NA	NA	ENSMUSG00000087627;ENSMUSG00000099964;ENSMUSG00000085822	many_to_many_strict	1	many_to_many_strict:1
ENSG00000225826	NA	NA	ENSMUSG00000102897;ENSMUSG00000102163	one_to_many	1	one_to_many:1
ENSG00000225870	NA	NA	ENSMUSG00000031510	one_to_one	1	one_to_one:1
ENSG00000225885	NA	NA	ENSMUSG00000072584;ENSMUSG00000115761	many_to_many_strict	1	many_to_many_strict:1
ENSG00000225936	NA	NA	ENSMUSG00000101630	many_to_one	1	many_to_one:1
ENSG00000225938	NA	NA	ENSMUSG00000052769	one_to_one	1	one_to_one:1
ENSG00000225945	NA	NA	ENSMUSG00000117371	one_to_one	1	one_to_one:1
ENSG00000225953	NA	NA	ENSMUSG00000087022	many_to_one	1	many_to_one:1
ENSG00000225974	NA	NA	ENSMUSG00000113764	one_to_one	1	one_to_one:1
ENSG00000225978	NA	NA	ENSMUSG00000085428;ENSMUSG00000121196;ENSMUSG00000098051;ENSMUSG00000085728	many_to_many	1	many_to_many:1
ENSG00000225979	ENSCAFG00845026192	many_to_one	ENSMUSG00000101674	many_to_one	2	many_to_one:2
ENSG00000225982	NA	NA	ENSMUSG00000100627	many_to_one	1	many_to_one:1
ENSG00000226031	NA	NA	ENSMUSG00000120929	many_to_one	1	many_to_one:1
ENSG00000226078	ENSCAFG00845008346	many_to_one	ENSMUSG00000085463	many_to_one	2	many_to_one:2
ENSG00000226087	NA	NA	ENSMUSG00000100847	one_to_one	1	one_to_one:1
ENSG00000226137	NA	NA	ENSMUSG00000085207	one_to_one	1	one_to_one:1
ENSG00000226143	ENSCAFG00845012801	one_to_one	NA	NA	1	one_to_one:1
ENSG00000226149	NA	NA	ENSMUSG00000112751	one_to_one	1	one_to_one:1
ENSG00000226163	NA	NA	ENSMUSG00000091184	one_to_one	1	one_to_one:1
ENSG00000226193	NA	NA	ENSMUSG00000096553	many_to_one	1	many_to_one:1
ENSG00000226200	NA	NA	ENSMUSG00000097787	many_to_one	1	many_to_one:1
ENSG00000226237	NA	NA	ENSMUSG00000114433	one_to_one	1	one_to_one:1
ENSG00000226258	NA	NA	ENSMUSG00000092448	many_to_one	1	many_to_one:1
ENSG00000226272	NA	NA	ENSMUSG00000086991;ENSMUSG00000086312	one_to_many	1	one_to_many:1
ENSG00000226281	NA	NA	ENSMUSG00000114389;ENSMUSG00000100932;ENSMUSG00000099847;ENSMUSG00000114791	many_to_many	1	many_to_many:1
ENSG00000226286	NA	NA	ENSMUSG00000084987;ENSMUSG00000086565;ENSMUSG00000120023;ENSMUSG00000097871;ENSMUSG00000085069	many_to_many_strict	1	many_to_many_strict:1
ENSG00000226323	NA	NA	ENSMUSG00000113608;ENSMUSG00000112967	one_to_many	1	one_to_many:1
ENSG00000226328	ENSCAFG00845011464	one_to_one	NA	NA	1	one_to_one:1
ENSG00000226337	NA	NA	ENSMUSG00000120881	one_to_one	1	one_to_one:1
ENSG00000226363	NA	NA	ENSMUSG00000085015	one_to_one	1	one_to_one:1
ENSG00000226367	NA	NA	ENSMUSG00000097700	many_to_one	1	many_to_one:1
ENSG00000226374	NA	NA	ENSMUSG00000085390	one_to_one	1	one_to_one:1
ENSG00000226386	NA	NA	ENSMUSG00000120963	one_to_one	1	one_to_one:1
ENSG00000226398	NA	NA	ENSMUSG00000117509	many_to_one	1	many_to_one:1
ENSG00000226438	NA	NA	ENSMUSG00000087307	many_to_one	1	many_to_one:1
ENSG00000226442	NA	NA	ENSMUSG00000100908	one_to_one	1	one_to_one:1
ENSG00000226455	NA	NA	ENSMUSG00000086150	many_to_one	1	many_to_one:1
ENSG00000226520	ENSCAFG00845018453	one_to_one	NA	NA	1	one_to_one:1
ENSG00000226522	ENSCAFG00845006565	many_to_one	NA	NA	1	many_to_one:1
ENSG00000226533	NA	NA	ENSMUSG00000117835;ENSMUSG00000117725	one_to_many	1	one_to_many:1
ENSG00000226571	NA	NA	ENSMUSG00000093672	one_to_one	1	one_to_one:1
ENSG00000226609	NA	NA	ENSMUSG00000073843	one_to_one	1	one_to_one:1
ENSG00000226627	NA	NA	ENSMUSG00000085745	many_to_one	1	many_to_one:1
ENSG00000226643	NA	NA	ENSMUSG00000103451	many_to_one	1	many_to_one:1
ENSG00000226702	NA	NA	ENSMUSG00000085510	one_to_one	1	one_to_one:1
ENSG00000226707	NA	NA	ENSMUSG00000109887	one_to_one	1	one_to_one:1
ENSG00000226717	ENSCAFG00845027822	many_to_one	ENSMUSG00000092492;ENSMUSG00000110373	many_to_many	2	many_to_many:1;many_to_one:1
ENSG00000226746	NA	NA	ENSMUSG00000051008	many_to_one	1	many_to_one:1
ENSG00000226759	ENSCAFG00845013543	many_to_one	NA	NA	1	many_to_one:1
ENSG00000226812	NA	NA	ENSMUSG00000046840	one_to_one	1	one_to_one:1
ENSG00000226819	NA	NA	ENSMUSG00000084085;ENSMUSG00000087507	many_to_many_strict	1	many_to_many_strict:1
ENSG00000226842	NA	NA	ENSMUSG00000101320	many_to_one	1	many_to_one:1
ENSG00000226853	NA	NA	ENSMUSG00000087176;ENSMUSG00000086546;ENSMUSG00000085519	one_to_many	1	one_to_many:1
ENSG00000226856	ENSCAFG00845005912	one_to_one	ENSMUSG00000101700	one_to_one	2	one_to_one:2
ENSG00000226862	NA	NA	ENSMUSG00000097435	many_to_one	1	many_to_one:1
ENSG00000226869	NA	NA	ENSMUSG00000104866;ENSMUSG00000105076	one_to_many	1	one_to_many:1
ENSG00000226877	NA	NA	ENSMUSG00000097399	many_to_one	1	many_to_one:1
ENSG00000226889	NA	NA	ENSMUSG00000053925	one_to_one	1	one_to_one:1
ENSG00000226913	NA	NA	ENSMUSG00000102224	many_to_one	1	many_to_one:1
ENSG00000226917	ENSCAFG00845015379	one_to_one	NA	NA	1	one_to_one:1
ENSG00000226938	NA	NA	ENSMUSG00000087195;ENSMUSG00000087289	many_to_many_strict	1	many_to_many_strict:1
ENSG00000226968	ENSCAFG00845014882	one_to_one	ENSMUSG00000107047	one_to_one	2	one_to_one:2
ENSG00000226969	NA	NA	ENSMUSG00000098729	many_to_one	1	many_to_one:1
ENSG00000226978	NA	NA	ENSMUSG00000097626	many_to_one	1	many_to_one:1
ENSG00000226995	NA	NA	ENSMUSG00000086250	many_to_one	1	many_to_one:1
ENSG00000227006	NA	NA	ENSMUSG00000089820;ENSMUSG00000089745	many_to_many_strict	1	many_to_many_strict:1
ENSG00000227012	ENSCAFG00845018189;ENSCAFG00845018143	one_to_many	NA	NA	1	one_to_many:1
ENSG00000227028	NA	NA	ENSMUSG00000117413	one_to_one	1	one_to_one:1
ENSG00000227036	NA	NA	ENSMUSG00000087259;ENSMUSG00000085421	one_to_many	1	one_to_many:1
ENSG00000227145	NA	NA	ENSMUSG00000086517	one_to_one	1	one_to_one:1
ENSG00000227197	NA	NA	ENSMUSG00000085847	one_to_one	1	one_to_one:1
ENSG00000227199	NA	NA	ENSMUSG00000097700	many_to_one	1	many_to_one:1
ENSG00000227230	NA	NA	ENSMUSG00000103435	many_to_one	1	many_to_one:1
ENSG00000227244	NA	NA	ENSMUSG00000111941;ENSMUSG00000090622	many_to_many_strict	1	many_to_many_strict:1
ENSG00000227245	NA	NA	ENSMUSG00000111873	many_to_one	1	many_to_one:1
ENSG00000227256	NA	NA	ENSMUSG00000120489	one_to_one	1	one_to_one:1
ENSG00000227292	ENSCAFG00845020505	one_to_one	NA	NA	1	one_to_one:1
ENSG00000227336	ENSCAFG00845019997	one_to_one	NA	NA	1	one_to_one:1
ENSG00000227354	NA	NA	ENSMUSG00000120914	one_to_one	1	one_to_one:1
ENSG00000227373	NA	NA	ENSMUSG00000104302	many_to_one	1	many_to_one:1
ENSG00000227407	NA	NA	ENSMUSG00000086155	one_to_one	1	one_to_one:1
ENSG00000227456	ENSCAFG00845025720	one_to_one	NA	NA	1	one_to_one:1
ENSG00000227463	NA	NA	ENSMUSG00000114654	one_to_one	1	one_to_one:1
ENSG00000227479	NA	NA	ENSMUSG00000100546	many_to_one	1	many_to_one:1
ENSG00000227484	NA	NA	ENSMUSG00000121082	many_to_one	1	many_to_one:1
ENSG00000227487	NA	NA	ENSMUSG00000079564	many_to_one	1	many_to_one:1
ENSG00000227517	NA	NA	ENSMUSG00000085985	one_to_one	1	one_to_one:1
ENSG00000227528	ENSCAFG00845019981	many_to_one	NA	NA	1	many_to_one:1
ENSG00000227533	ENSCAFG00845015237	one_to_one	ENSMUSG00000086683	one_to_one	2	one_to_one:2
ENSG00000227549	NA	NA	ENSMUSG00000111324;ENSMUSG00000111729;ENSMUSG00000111243	one_to_many	1	one_to_many:1
ENSG00000227588	NA	NA	ENSMUSG00000085067	many_to_one	1	many_to_one:1
ENSG00000227589	NA	NA	ENSMUSG00000087071	many_to_one	1	many_to_one:1
ENSG00000227599	NA	NA	ENSMUSG00000084919;ENSMUSG00000054457	many_to_many	1	many_to_many:1
ENSG00000227602	ENSCAFG00845012031	one_to_one	NA	NA	1	one_to_one:1
ENSG00000227610	NA	NA	ENSMUSG00000120773	one_to_one	1	one_to_one:1
ENSG00000227659	NA	NA	ENSMUSG00000100585	many_to_one	1	many_to_one:1
ENSG00000227695	NA	NA	ENSMUSG00000118000	one_to_one	1	one_to_one:1
ENSG00000227748	ENSCAFG00845013941	one_to_one	ENSMUSG00000112573	one_to_one	2	one_to_one:2
ENSG00000227838	NA	NA	ENSMUSG00000120047	many_to_one	1	many_to_one:1
ENSG00000227885	NA	NA	ENSMUSG00000099094	many_to_one	1	many_to_one:1
ENSG00000227896	ENSCAFG00845006535	one_to_one	ENSMUSG00000115007	one_to_one	2	one_to_one:2
ENSG00000227908	NA	NA	ENSMUSG00000120018	many_to_one	1	many_to_one:1
ENSG00000227925	NA	NA	ENSMUSG00000102743	one_to_one	1	one_to_one:1
ENSG00000227927	ENSCAFG00845021227	many_to_one	NA	NA	1	many_to_one:1
ENSG00000227929	NA	NA	ENSMUSG00000108103	many_to_one	1	many_to_one:1
ENSG00000227935	ENSCAFG00845013543	many_to_one	NA	NA	1	many_to_one:1
ENSG00000227946	NA	NA	ENSMUSG00000101599	one_to_one	1	one_to_one:1
ENSG00000227947	NA	NA	ENSMUSG00000100998	one_to_one	1	one_to_one:1
ENSG00000227958	NA	NA	ENSMUSG00000087196	one_to_one	1	one_to_one:1
ENSG00000228013	NA	NA	ENSMUSG00000105941	one_to_one	1	one_to_one:1
ENSG00000228016	NA	NA	ENSMUSG00000085001;ENSMUSG00000085439;ENSMUSG00000086231	one_to_many	1	one_to_many:1
ENSG00000228021	NA	NA	ENSMUSG00000110026	one_to_one	1	one_to_one:1
ENSG00000228027	NA	NA	ENSMUSG00000087079	many_to_one	1	many_to_one:1
ENSG00000228028	NA	NA	ENSMUSG00000116714	one_to_one	1	one_to_one:1
ENSG00000228048	NA	NA	ENSMUSG00000085456	many_to_one	1	many_to_one:1
ENSG00000228060	NA	NA	ENSMUSG00000120655	one_to_one	1	one_to_one:1
ENSG00000228061	NA	NA	ENSMUSG00000084870	one_to_one	1	one_to_one:1
ENSG00000228063	ENSCAFG00845028299	one_to_one	NA	NA	1	one_to_one:1
ENSG00000228086	NA	NA	ENSMUSG00000106005	one_to_one	1	one_to_one:1
ENSG00000228108	ENSCAFG00845009426	many_to_one	ENSMUSG00000119981;ENSMUSG00000101872;ENSMUSG00000073073	many_to_many	2	many_to_many:1;many_to_one:1
ENSG00000228127	ENSCAFG00845028158	one_to_one	NA	NA	1	one_to_one:1
ENSG00000228140	NA	NA	ENSMUSG00000100396	one_to_one	1	one_to_one:1
ENSG00000228156	NA	NA	ENSMUSG00000079001	many_to_one	1	many_to_one:1
ENSG00000228162	NA	NA	ENSMUSG00000100367	one_to_one	1	one_to_one:1
ENSG00000228165	NA	NA	ENSMUSG00000120326	one_to_one	1	one_to_one:1
ENSG00000228203	NA	NA	ENSMUSG00000114048	one_to_one	1	one_to_one:1
ENSG00000228208	ENSCAFG00845028269;ENSCAFG00845028245	one_to_many	ENSMUSG00000103690	one_to_one	2	one_to_many:1;one_to_one:1
ENSG00000228213	NA	NA	ENSMUSG00000074664	one_to_one	1	one_to_one:1
ENSG00000228231	NA	NA	ENSMUSG00000098370	one_to_one	1	one_to_one:1
ENSG00000228271	NA	NA	ENSMUSG00000101888	many_to_one	1	many_to_one:1
ENSG00000228280	NA	NA	ENSMUSG00000114496	many_to_one	1	many_to_one:1
ENSG00000228288	NA	NA	ENSMUSG00000120829	one_to_one	1	one_to_one:1
ENSG00000228322	NA	NA	ENSMUSG00000097735	many_to_one	1	many_to_one:1
ENSG00000228340	NA	NA	ENSMUSG00000120838	many_to_one	1	many_to_one:1
ENSG00000228343	NA	NA	ENSMUSG00000055188	many_to_one	1	many_to_one:1
ENSG00000228350	NA	NA	ENSMUSG00000103785	one_to_one	1	one_to_one:1
ENSG00000228353	ENSCAFG00845003150	many_to_one	NA	NA	1	many_to_one:1
ENSG00000228361	NA	NA	ENSMUSG00000120609	many_to_one	1	many_to_one:1
ENSG00000228368	NA	NA	ENSMUSG00000097700	many_to_one	1	many_to_one:1
ENSG00000228392	NA	NA	ENSMUSG00000086904	many_to_one	1	many_to_one:1
ENSG00000228393	NA	NA	ENSMUSG00000073147	many_to_one	1	many_to_one:1
ENSG00000228404	NA	NA	ENSMUSG00000086241	one_to_one	1	one_to_one:1
ENSG00000228417	NA	NA	ENSMUSG00000118369	one_to_one	1	one_to_one:1
ENSG00000228420	ENSCAFG00845002398	many_to_one	NA	NA	1	many_to_one:1
ENSG00000228421	ENSCAFG00845017601	one_to_one	ENSMUSG00000108255;ENSMUSG00000108175	one_to_many	2	one_to_many:1;one_to_one:1
ENSG00000228426	NA	NA	ENSMUSG00000099869	one_to_one	1	one_to_one:1
ENSG00000228427	NA	NA	ENSMUSG00000120504	one_to_one	1	one_to_one:1
ENSG00000228452	NA	NA	ENSMUSG00000085626	one_to_one	1	one_to_one:1
ENSG00000228481	NA	NA	ENSMUSG00000071036;ENSMUSG00000100738;ENSMUSG00000120162;ENSMUSG00000121124	many_to_many	1	many_to_many:1
ENSG00000228484	NA	NA	ENSMUSG00000117684	one_to_one	1	one_to_one:1
ENSG00000228487	NA	NA	ENSMUSG00000085087	one_to_one	1	one_to_one:1
ENSG00000228488	ENSCAFG00845016009;ENSCAFG00845015993	one_to_many	NA	NA	1	one_to_many:1
ENSG00000228526	ENSCAFG00845028763	one_to_one	NA	NA	1	one_to_one:1
ENSG00000228539	NA	NA	ENSMUSG00000074737	one_to_one	1	one_to_one:1
ENSG00000228541	NA	NA	ENSMUSG00000085979	one_to_one	1	one_to_one:1
ENSG00000228553	NA	NA	ENSMUSG00000101079	many_to_one	1	many_to_one:1
ENSG00000228554	NA	NA	ENSMUSG00000113100	many_to_one	1	many_to_one:1
ENSG00000228566	NA	NA	ENSMUSG00000097134;ENSMUSG00000120434	many_to_many_strict	1	many_to_many_strict:1
ENSG00000228590	NA	NA	ENSMUSG00000085579;ENSMUSG00000120674	one_to_many	1	one_to_many:1
ENSG00000228622	NA	NA	ENSMUSG00000112586	one_to_one	1	one_to_one:1
ENSG00000228629	ENSCAFG00845000094	one_to_one	NA	NA	1	one_to_one:1
ENSG00000228634	NA	NA	ENSMUSG00000121033	one_to_one	1	one_to_one:1
ENSG00000228639	ENSCAFG00845020409;ENSCAFG00845020450;ENSCAFG00845020427	many_to_many	NA	NA	1	many_to_many:1
ENSG00000228648	ENSCAFG00845004902	many_to_one	NA	NA	1	many_to_one:1
ENSG00000228649	NA	NA	ENSMUSG00000097180	one_to_one	1	one_to_one:1
ENSG00000228650	NA	NA	ENSMUSG00000086861	one_to_one	1	one_to_one:1
ENSG00000228655	NA	NA	ENSMUSG00000085089	many_to_one	1	many_to_one:1
ENSG00000228680	ENSCAFG00845017845	many_to_one	ENSMUSG00000113654	many_to_one	2	many_to_one:2
ENSG00000228703	NA	NA	ENSMUSG00000056411	one_to_one	1	one_to_one:1
ENSG00000228705	ENSCAFG00845017730	one_to_one	NA	NA	1	one_to_one:1
ENSG00000228709	ENSCAFG00845020737	one_to_one	NA	NA	1	one_to_one:1
ENSG00000228718	NA	NA	ENSMUSG00000118652	one_to_one	1	one_to_one:1
ENSG00000228723	NA	NA	ENSMUSG00000108103	many_to_one	1	many_to_one:1
ENSG00000228734	NA	NA	ENSMUSG00000087332	one_to_one	1	one_to_one:1
ENSG00000228748	NA	NA	ENSMUSG00000118519	one_to_one	1	one_to_one:1
ENSG00000228768	NA	NA	ENSMUSG00000084969	many_to_one	1	many_to_one:1
ENSG00000228791	NA	NA	ENSMUSG00000114504	many_to_one	1	many_to_one:1
ENSG00000228794	ENSCAFG00845019165;ENSCAFG00845019155;ENSCAFG00845019136	many_to_many	NA	NA	1	many_to_many:1
ENSG00000228801	NA	NA	ENSMUSG00000120372	one_to_one	1	one_to_one:1
ENSG00000228830	NA	NA	ENSMUSG00000120101	one_to_one	1	one_to_one:1
ENSG00000228835	NA	NA	ENSMUSG00000043168	one_to_one	1	one_to_one:1
ENSG00000228838	NA	NA	ENSMUSG00000028612;ENSMUSG00000087200;ENSMUSG00000073779	many_to_many	1	many_to_many:1
ENSG00000228853	ENSCAFG00845004795	one_to_one	NA	NA	1	one_to_one:1
ENSG00000228857	NA	NA	ENSMUSG00000121266	many_to_one	1	many_to_one:1
ENSG00000228878	NA	NA	ENSMUSG00000120169	one_to_one	1	one_to_one:1
ENSG00000228886	ENSCAFG00845009202	one_to_one	NA	NA	1	one_to_one:1
ENSG00000228889	NA	NA	ENSMUSG00000102112	one_to_one	1	one_to_one:1
ENSG00000228950	ENSCAFG00845019808	one_to_one	NA	NA	1	one_to_one:1
ENSG00000228959	ENSCAFG00845011168;ENSCAFG00845011159	one_to_many	ENSMUSG00000100943	one_to_one	2	one_to_many:1;one_to_one:1
ENSG00000229017	NA	NA	ENSMUSG00000112172	many_to_one	1	many_to_one:1
ENSG00000229042	NA	NA	ENSMUSG00000084919;ENSMUSG00000054457	many_to_many	1	many_to_many:1
ENSG00000229043	NA	NA	ENSMUSG00000121177	one_to_one	1	one_to_one:1
ENSG00000229051	NA	NA	ENSMUSG00000106632	one_to_one	1	one_to_one:1
ENSG00000229056	ENSCAFG00845022672	one_to_one	NA	NA	1	one_to_one:1
ENSG00000229065	NA	NA	ENSMUSG00000089854	one_to_one	1	one_to_one:1
ENSG00000229086	NA	NA	ENSMUSG00000120333	one_to_one	1	one_to_one:1
ENSG00000229108	NA	NA	ENSMUSG00000101067	many_to_one	1	many_to_one:1
ENSG00000229118	NA	NA	ENSMUSG00000085750	many_to_one	1	many_to_one:1
ENSG00000229162	NA	NA	ENSMUSG00000084986;ENSMUSG00000086884	one_to_many	1	one_to_many:1
ENSG00000229188	NA	NA	ENSMUSG00000085483;ENSMUSG00000097602	one_to_many	1	one_to_many:1
ENSG00000229190	NA	NA	ENSMUSG00000086657	many_to_one	1	many_to_one:1
ENSG00000229191	NA	NA	ENSMUSG00000086264	one_to_one	1	one_to_one:1
ENSG00000229196	ENSCAFG00845019142	one_to_one	NA	NA	1	one_to_one:1
ENSG00000229206	NA	NA	ENSMUSG00000087079	many_to_one	1	many_to_one:1
ENSG00000229240	NA	NA	ENSMUSG00000087079	many_to_one	1	many_to_one:1
ENSG00000229262	NA	NA	ENSMUSG00000084837	one_to_one	1	one_to_one:1
ENSG00000229263	NA	NA	ENSMUSG00000107766	one_to_one	1	one_to_one:1
ENSG00000229294	NA	NA	ENSMUSG00000120834	one_to_one	1	one_to_one:1
ENSG00000229312	NA	NA	ENSMUSG00000118340	many_to_one	1	many_to_one:1
ENSG00000229327	NA	NA	ENSMUSG00000101320	many_to_one	1	many_to_one:1
ENSG00000229345	ENSCAFG00845003835	one_to_one	ENSMUSG00000113453	one_to_one	2	one_to_one:2
ENSG00000229388	NA	NA	ENSMUSG00000120711	many_to_one	1	many_to_one:1
ENSG00000229393	NA	NA	ENSMUSG00000073686	many_to_one	1	many_to_one:1
ENSG00000229444	NA	NA	ENSMUSG00000086554	one_to_one	1	one_to_one:1
ENSG00000229452	NA	NA	ENSMUSG00000108060	many_to_one	1	many_to_one:1
ENSG00000229458	ENSCAFG00845015727	many_to_one	ENSMUSG00000093556;ENSMUSG00000093383;ENSMUSG00000093528	many_to_many	2	many_to_many:1;many_to_one:1
ENSG00000229520	NA	NA	ENSMUSG00000109921	one_to_one	1	one_to_one:1
ENSG00000229531	NA	NA	ENSMUSG00000104302	many_to_one	1	many_to_one:1
ENSG00000229546	NA	NA	ENSMUSG00000115517	one_to_one	1	one_to_one:1
ENSG00000229569	NA	NA	ENSMUSG00000097601	one_to_one	1	one_to_one:1
ENSG00000229582	NA	NA	ENSMUSG00000084908	one_to_one	1	one_to_one:1
ENSG00000229588	NA	NA	ENSMUSG00000097823;ENSMUSG00000102548	many_to_many_strict	1	many_to_many_strict:1
ENSG00000229589	NA	NA	ENSMUSG00000111204	one_to_one	1	one_to_one:1
ENSG00000229618	NA	NA	ENSMUSG00000113874	one_to_one	1	one_to_one:1
ENSG00000229630	NA	NA	ENSMUSG00000107791	one_to_one	1	one_to_one:1
ENSG00000229647	NA	NA	ENSMUSG00000086836	many_to_one	1	many_to_one:1
ENSG00000229656	ENSCAFG00845002869	one_to_one	NA	NA	1	one_to_one:1
ENSG00000229666	NA	NA	ENSMUSG00000090329;ENSMUSG00000091906	one_to_many	1	one_to_many:1
ENSG00000229672	ENSCAFG00845003150	many_to_one	NA	NA	1	many_to_one:1
ENSG00000229673	NA	NA	ENSMUSG00000087256;ENSMUSG00000112493	many_to_many_strict	1	many_to_many_strict:1
ENSG00000229679	ENSCAFG00845028986	one_to_one	NA	NA	1	one_to_one:1
ENSG00000229688	NA	NA	ENSMUSG00000091007	many_to_one	1	many_to_one:1
ENSG00000229739	NA	NA	ENSMUSG00000099447	one_to_one	1	one_to_one:1
ENSG00000229751	NA	NA	ENSMUSG00000087355;ENSMUSG00000086018;ENSMUSG00000086874;ENSMUSG00000084859	many_to_many	1	many_to_many:1
ENSG00000229780	NA	NA	ENSMUSG00000042579	one_to_one	1	one_to_one:1
ENSG00000229797	NA	NA	ENSMUSG00000045815	one_to_one	1	one_to_one:1
ENSG00000229805	NA	NA	ENSMUSG00000084966	one_to_one	1	one_to_one:1
ENSG00000229847	NA	NA	ENSMUSG00000087095	one_to_one	1	one_to_one:1
ENSG00000229848	NA	NA	ENSMUSG00000043644	many_to_one	1	many_to_one:1
ENSG00000229854	NA	NA	ENSMUSG00000086555	one_to_one	1	one_to_one:1
ENSG00000229882	ENSCAFG00845017394;ENSCAFG00845017436;ENSCAFG00845017477	many_to_many	NA	NA	1	many_to_many:1
ENSG00000229891	ENSCAFG00845014849	one_to_one	NA	NA	1	one_to_one:1
ENSG00000229896	NA	NA	ENSMUSG00000100071	one_to_one	1	one_to_one:1
ENSG00000229901	NA	NA	ENSMUSG00000084929	one_to_one	1	one_to_one:1
ENSG00000229912	NA	NA	ENSMUSG00000116572;ENSMUSG00000116762	many_to_many_strict	1	many_to_many_strict:1
ENSG00000229928	NA	NA	ENSMUSG00000075512	one_to_one	1	one_to_one:1
ENSG00000229931	NA	NA	ENSMUSG00000113987;ENSMUSG00000114131;ENSMUSG00000038152	many_to_many	1	many_to_many:1
ENSG00000229950	NA	NA	ENSMUSG00000114936;ENSMUSG00000097752;ENSMUSG00000114597	many_to_many	1	many_to_many:1
ENSG00000229964	NA	NA	ENSMUSG00000097184	many_to_one	1	many_to_one:1
ENSG00000229983	NA	NA	ENSMUSG00000103517	one_to_one	1	one_to_one:1
ENSG00000229989	ENSCAFG00845022979	one_to_one	ENSMUSG00000098206;ENSMUSG00000098243	one_to_many	2	one_to_many:1;one_to_one:1
ENSG00000229990	NA	NA	ENSMUSG00000114241	many_to_one	1	many_to_one:1
ENSG00000229999	NA	NA	ENSMUSG00000115976	one_to_one	1	one_to_one:1
ENSG00000230001	NA	NA	ENSMUSG00000089952	one_to_one	1	one_to_one:1
ENSG00000230013	NA	NA	ENSMUSG00000087192	one_to_one	1	one_to_one:1
ENSG00000230020	NA	NA	ENSMUSG00000087571	one_to_one	1	one_to_one:1
ENSG00000230035	NA	NA	ENSMUSG00000086164;ENSMUSG00000085968	one_to_many	1	one_to_many:1
ENSG00000230046	NA	NA	ENSMUSG00000117358;ENSMUSG00000097546	many_to_many_strict	1	many_to_many_strict:1
ENSG00000230090	ENSCAFG00845022159	many_to_one	ENSMUSG00000120751	many_to_one	2	many_to_one:2
ENSG00000230102	NA	NA	ENSMUSG00000075286;ENSMUSG00000116660	one_to_many	1	one_to_many:1
ENSG00000230113	NA	NA	ENSMUSG00000086507	one_to_one	1	one_to_one:1
ENSG00000230138	NA	NA	ENSMUSG00000087195;ENSMUSG00000087289	many_to_many_strict	1	many_to_many_strict:1
ENSG00000230140	ENSCAFG00845015981	one_to_one	NA	NA	1	one_to_one:1
ENSG00000230149	NA	NA	ENSMUSG00000089796;ENSMUSG00000087543	many_to_many	1	many_to_many:1
ENSG00000230156	NA	NA	ENSMUSG00000109062;ENSMUSG00000109371	one_to_many	1	one_to_many:1
ENSG00000230260	NA	NA	ENSMUSG00000103844	one_to_one	1	one_to_one:1
ENSG00000230262	NA	NA	ENSMUSG00000053181	one_to_one	1	one_to_one:1
ENSG00000230269	NA	NA	ENSMUSG00000113591	one_to_one	1	one_to_one:1
ENSG00000230290	NA	NA	ENSMUSG00000111103	one_to_one	1	one_to_one:1
ENSG00000230316	NA	NA	ENSMUSG00000120116	one_to_one	1	one_to_one:1
ENSG00000230322	NA	NA	ENSMUSG00000087079	many_to_one	1	many_to_one:1
ENSG00000230323	NA	NA	ENSMUSG00000116753	one_to_one	1	one_to_one:1
ENSG00000230333	ENSCAFG00845025005	one_to_one	NA	NA	1	one_to_one:1
ENSG00000230352	NA	NA	ENSMUSG00000084795;ENSMUSG00000087215	many_to_many	1	many_to_many:1
ENSG00000230366	ENSCAFG00845028522	many_to_one	ENSMUSG00000116589	many_to_one	2	many_to_one:2
ENSG00000230387	NA	NA	ENSMUSG00000087678	one_to_one	1	one_to_one:1
ENSG00000230393	NA	NA	ENSMUSG00000085391;ENSMUSG00000085280;ENSMUSG00000087131	one_to_many	1	one_to_many:1
ENSG00000230402	NA	NA	ENSMUSG00000097362	one_to_one	1	one_to_one:1
ENSG00000230427	NA	NA	ENSMUSG00000120588	one_to_one	1	one_to_one:1
ENSG00000230432	NA	NA	ENSMUSG00000101840	one_to_one	1	one_to_one:1
ENSG00000230435	NA	NA	ENSMUSG00000107422	one_to_one	1	one_to_one:1
ENSG00000230461	ENSCAFG00845001588	many_to_one	ENSMUSG00000119953;ENSMUSG00000079045;ENSMUSG00000099404	many_to_many_strict	2	many_to_many_strict:1;many_to_one:1
ENSG00000230499	NA	NA	ENSMUSG00000085750	many_to_one	1	many_to_one:1
ENSG00000230500	NA	NA	ENSMUSG00000117356	one_to_one	1	one_to_one:1
ENSG00000230555	ENSCAFG00845027146	one_to_one	NA	NA	1	one_to_one:1
ENSG00000230563	ENSCAFG00845028099	many_to_one	ENSMUSG00000086379	many_to_one	2	many_to_one:2
ENSG00000230573	NA	NA	ENSMUSG00000120440	many_to_one	1	many_to_one:1
ENSG00000230575	NA	NA	ENSMUSG00000114412;ENSMUSG00000114205	many_to_many_strict	1	many_to_many_strict:1
ENSG00000230587	NA	NA	ENSMUSG00000117485;ENSMUSG00000121234	one_to_many	1	one_to_many:1
ENSG00000230590	ENSCAFG00845029920	many_to_one	ENSMUSG00000086370	many_to_one	2	many_to_one:2
