lncRNA.Mus_musculus	lncRNA.Canis_lupus_familiaris	orthology_type.Mus_musculus.Canis_lupus_familiaris	lncRNA.Homo_sapiens	orthology_type.Mus_musculus.Homo_sapiens	nbTotalIndication	profilIndication
ENSMUSG00000084889	ENSCAFG00845001039	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000084892	NA	NA	ENSG00000267834	one_to_one	1	one_to_one:1
ENSMUSG00000084898	NA	NA	ENSG00000287551;ENSG00000287038	one_to_many	1	one_to_many:1
ENSMUSG00000084908	NA	NA	ENSG00000229582	one_to_one	1	one_to_one:1
ENSMUSG00000084910	ENSCAFG00845006899;ENSCAFG00845006972	many_to_many_strict	ENSG00000233926	many_to_one	2	many_to_many_strict:1;many_to_one:1
ENSMUSG00000084915	NA	NA	ENSG00000289244	one_to_one	1	one_to_one:1
ENSMUSG00000084916	ENSCAFG00845028199	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000084919	NA	NA	ENSG00000229042;ENSG00000233508;ENSG00000227599	many_to_many	1	many_to_many:1
ENSMUSG00000084925	NA	NA	ENSG00000221817	one_to_one	1	one_to_one:1
ENSMUSG00000084929	NA	NA	ENSG00000229901	one_to_one	1	one_to_one:1
ENSMUSG00000084934	NA	NA	ENSG00000283991;ENSG00000236510;ENSG00000236708	many_to_many	1	many_to_many:1
ENSMUSG00000084936	NA	NA	ENSG00000264558	many_to_one	1	many_to_one:1
ENSMUSG00000084939	NA	NA	ENSG00000270457	one_to_one	1	one_to_one:1
ENSMUSG00000084945	NA	NA	ENSG00000254160;ENSG00000282759;ENSG00000253267;ENSG00000260721;ENSG00000275427	one_to_many	1	one_to_many:1
ENSMUSG00000084946	NA	NA	ENSG00000288958	one_to_one	1	one_to_one:1
ENSMUSG00000084950	ENSCAFG00845019682	one_to_one	ENSG00000206417	one_to_one	2	one_to_one:2
ENSMUSG00000084954	NA	NA	ENSG00000233110;ENSG00000235902;ENSG00000235149	many_to_many	1	many_to_many:1
ENSMUSG00000084960	NA	NA	ENSG00000253944;ENSG00000253168	many_to_many	1	many_to_many:1
ENSMUSG00000084962	NA	NA	ENSG00000273387	many_to_one	1	many_to_one:1
ENSMUSG00000084966	NA	NA	ENSG00000229805	one_to_one	1	one_to_one:1
ENSMUSG00000084967	NA	NA	ENSG00000263684	one_to_one	1	one_to_one:1
ENSMUSG00000084969	NA	NA	ENSG00000266877;ENSG00000278546;ENSG00000228768	one_to_many	1	one_to_many:1
ENSMUSG00000084978	NA	NA	ENSG00000289587;ENSG00000264630	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000084984	ENSCAFG00845020891	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000084986	NA	NA	ENSG00000229162	many_to_one	1	many_to_one:1
ENSMUSG00000084987	NA	NA	ENSG00000286518;ENSG00000272235;ENSG00000287828;ENSG00000177133;ENSG00000226286	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000085001	NA	NA	ENSG00000228016	many_to_one	1	many_to_one:1
ENSMUSG00000085003	NA	NA	ENSG00000236733;ENSG00000288771	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000085008	NA	NA	ENSG00000261018	one_to_one	1	one_to_one:1
ENSMUSG00000085015	NA	NA	ENSG00000226363	one_to_one	1	one_to_one:1
ENSMUSG00000085019	NA	NA	ENSG00000287524	many_to_one	1	many_to_one:1
ENSMUSG00000085023	NA	NA	ENSG00000287724;ENSG00000233203;ENSG00000242396	many_to_many	1	many_to_many:1
ENSMUSG00000085025	ENSCAFG00845022291	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000085029	NA	NA	ENSG00000237750	one_to_one	1	one_to_one:1
ENSMUSG00000085034	NA	NA	ENSG00000286451	one_to_one	1	one_to_one:1
ENSMUSG00000085043	NA	NA	ENSG00000272853	one_to_one	1	one_to_one:1
ENSMUSG00000085044	NA	NA	ENSG00000275720;ENSG00000276508	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000085046	ENSCAFG00845022844	many_to_one	NA	NA	1	many_to_one:1
ENSMUSG00000085055	NA	NA	ENSG00000267000;ENSG00000267774;ENSG00000267061;ENSG00000267269;ENSG00000273664	one_to_many	1	one_to_many:1
ENSMUSG00000085058	ENSCAFG00845031055	one_to_one	ENSG00000285904	one_to_one	2	one_to_one:2
ENSMUSG00000085059	NA	NA	ENSG00000266711	one_to_one	1	one_to_one:1
ENSMUSG00000085067	NA	NA	ENSG00000288831;ENSG00000227588	one_to_many	1	one_to_many:1
ENSMUSG00000085069	NA	NA	ENSG00000286518;ENSG00000272235;ENSG00000287828;ENSG00000177133;ENSG00000226286	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000085078	NA	NA	ENSG00000265222;ENSG00000263717;ENSG00000265337	one_to_many	1	one_to_many:1
ENSMUSG00000085080	NA	NA	ENSG00000271725	one_to_one	1	one_to_one:1
ENSMUSG00000085081	NA	NA	ENSG00000262313;ENSG00000287403;ENSG00000262662;ENSG00000262833	one_to_many	1	one_to_many:1
ENSMUSG00000085084	NA	NA	ENSG00000231985;ENSG00000286863	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000085087	NA	NA	ENSG00000228487	one_to_one	1	one_to_one:1
ENSMUSG00000085089	NA	NA	ENSG00000228655;ENSG00000257284;ENSG00000257277;ENSG00000231758	one_to_many	1	one_to_many:1
ENSMUSG00000085091	NA	NA	ENSG00000224057	one_to_one	1	one_to_one:1
ENSMUSG00000085095	NA	NA	ENSG00000255395	many_to_one	1	many_to_one:1
ENSMUSG00000085097	ENSCAFG00845027520	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000085100	NA	NA	ENSG00000231920	one_to_one	1	one_to_one:1
ENSMUSG00000085104	ENSCAFG00845015826;ENSCAFG00845015799	many_to_many_strict	NA	NA	1	many_to_many_strict:1
ENSMUSG00000085105	NA	NA	ENSG00000267219	one_to_one	1	one_to_one:1
ENSMUSG00000085106	NA	NA	ENSG00000248629	one_to_one	1	one_to_one:1
ENSMUSG00000085109	NA	NA	ENSG00000273449	many_to_one	1	many_to_one:1
ENSMUSG00000085112	NA	NA	ENSG00000251136	one_to_one	1	one_to_one:1
ENSMUSG00000085118	NA	NA	ENSG00000261113	many_to_one	1	many_to_one:1
ENSMUSG00000085121	ENSCAFG00845006244	one_to_one	ENSG00000232650	one_to_one	2	one_to_one:2
ENSMUSG00000085125	NA	NA	ENSG00000254238	one_to_one	1	one_to_one:1
ENSMUSG00000085130	NA	NA	ENSG00000263571;ENSG00000264643;ENSG00000263435;ENSG00000264990;ENSG00000265125;ENSG00000266535;ENSG00000264791;ENSG00000265115;ENSG00000265697;ENSG00000265689	many_to_many	1	many_to_many:1
ENSMUSG00000085132	NA	NA	ENSG00000197815	one_to_one	1	one_to_one:1
ENSMUSG00000085133	NA	NA	ENSG00000269189	one_to_one	1	one_to_one:1
ENSMUSG00000085134	NA	NA	ENSG00000262881	one_to_one	1	one_to_one:1
ENSMUSG00000085135	ENSCAFG00845022254	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000085150	NA	NA	ENSG00000286934;ENSG00000285861;ENSG00000285977;ENSG00000288110	many_to_many	1	many_to_many:1
ENSMUSG00000085154	NA	NA	ENSG00000261886	one_to_one	1	one_to_one:1
ENSMUSG00000085156	NA	NA	ENSG00000232956	one_to_one	1	one_to_one:1
ENSMUSG00000085177	NA	NA	ENSG00000237073	one_to_one	1	one_to_one:1
ENSMUSG00000085178	NA	NA	ENSG00000288929	one_to_one	1	one_to_one:1
ENSMUSG00000085185	NA	NA	ENSG00000259895	one_to_one	1	one_to_one:1
ENSMUSG00000085188	NA	NA	ENSG00000287483	one_to_one	1	one_to_one:1
ENSMUSG00000085192	ENSCAFG00845007159	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000085197	NA	NA	ENSG00000253270	many_to_one	1	many_to_one:1
ENSMUSG00000085199	NA	NA	ENSG00000253408	one_to_one	1	one_to_one:1
ENSMUSG00000085201	NA	NA	ENSG00000224020;ENSG00000236643	one_to_many	1	one_to_many:1
ENSMUSG00000085204	NA	NA	ENSG00000237705	one_to_one	1	one_to_one:1
ENSMUSG00000085205	NA	NA	ENSG00000236495	one_to_one	1	one_to_one:1
ENSMUSG00000085207	NA	NA	ENSG00000226137	one_to_one	1	one_to_one:1
ENSMUSG00000085211	NA	NA	ENSG00000281021	one_to_one	1	one_to_one:1
ENSMUSG00000085213	NA	NA	ENSG00000232912	one_to_one	1	one_to_one:1
ENSMUSG00000085234	NA	NA	ENSG00000266171;ENSG00000264339;ENSG00000273355	one_to_many	1	one_to_many:1
ENSMUSG00000085236	ENSCAFG00845005014	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000085237	ENSCAFG00845022067	many_to_one	NA	NA	1	many_to_one:1
ENSMUSG00000085240	NA	NA	ENSG00000253858;ENSG00000253591	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000085244	NA	NA	ENSG00000287980	one_to_one	1	one_to_one:1
ENSMUSG00000085246	NA	NA	ENSG00000286732;ENSG00000266100;ENSG00000263499	many_to_many	1	many_to_many:1
ENSMUSG00000085253	NA	NA	ENSG00000248027	one_to_one	1	one_to_one:1
ENSMUSG00000085256	NA	NA	ENSG00000284700	one_to_one	1	one_to_one:1
ENSMUSG00000085261	NA	NA	ENSG00000255226;ENSG00000255426	one_to_many	1	one_to_many:1
ENSMUSG00000085264	NA	NA	ENSG00000231210	one_to_one	1	one_to_one:1
ENSMUSG00000085265	NA	NA	ENSG00000254906;ENSG00000255167	one_to_many	1	one_to_many:1
ENSMUSG00000085274	NA	NA	ENSG00000289848;ENSG00000267882;ENSG00000289329;ENSG00000231119	many_to_many	1	many_to_many:1
ENSMUSG00000085277	NA	NA	ENSG00000237477	one_to_one	1	one_to_one:1
ENSMUSG00000085280	NA	NA	ENSG00000230393	many_to_one	1	many_to_one:1
ENSMUSG00000085282	NA	NA	ENSG00000286043	one_to_one	1	one_to_one:1
ENSMUSG00000085284	ENSCAFG00845024529	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000085287	NA	NA	ENSG00000233845;ENSG00000272814	many_to_many	1	many_to_many:1
ENSMUSG00000085293	NA	NA	ENSG00000254519	one_to_one	1	one_to_one:1
ENSMUSG00000085298	NA	NA	ENSG00000258745	one_to_one	1	one_to_one:1
ENSMUSG00000085305	NA	NA	ENSG00000223716	many_to_one	1	many_to_one:1
ENSMUSG00000085314	NA	NA	ENSG00000284391	one_to_one	1	one_to_one:1
ENSMUSG00000085316	NA	NA	ENSG00000259225	one_to_one	1	one_to_one:1
ENSMUSG00000085319	ENSCAFG00845008731	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000085326	ENSCAFG00845028878	one_to_one	ENSG00000265100	one_to_one	2	one_to_one:2
ENSMUSG00000085329	NA	NA	ENSG00000205622	one_to_one	1	one_to_one:1
ENSMUSG00000085330	NA	NA	ENSG00000290588;ENSG00000290585	one_to_many	1	one_to_many:1
ENSMUSG00000085336	NA	NA	ENSG00000285535;ENSG00000286534;ENSG00000267506;ENSG00000267665	many_to_many	1	many_to_many:1
ENSMUSG00000085345	NA	NA	ENSG00000287982	many_to_one	1	many_to_one:1
ENSMUSG00000085355	NA	NA	ENSG00000177340	one_to_one	1	one_to_one:1
ENSMUSG00000085357	NA	NA	ENSG00000286335	one_to_one	1	one_to_one:1
ENSMUSG00000085360	NA	NA	ENSG00000267344	many_to_one	1	many_to_one:1
ENSMUSG00000085363	NA	NA	ENSG00000260519	many_to_one	1	many_to_one:1
ENSMUSG00000085377	NA	NA	ENSG00000232453;ENSG00000272226;ENSG00000231740	one_to_many	1	one_to_many:1
ENSMUSG00000085379	NA	NA	ENSG00000231563	one_to_one	1	one_to_one:1
ENSMUSG00000085383	NA	NA	ENSG00000286740;ENSG00000286470;ENSG00000232738	one_to_many	1	one_to_many:1
ENSMUSG00000085390	NA	NA	ENSG00000226374	one_to_one	1	one_to_one:1
ENSMUSG00000085391	NA	NA	ENSG00000230393	many_to_one	1	many_to_one:1
ENSMUSG00000085397	NA	NA	ENSG00000279571	one_to_one	1	one_to_one:1
ENSMUSG00000085398	NA	NA	ENSG00000205930	one_to_one	1	one_to_one:1
ENSMUSG00000085399	NA	NA	ENSG00000237424	one_to_one	1	one_to_one:1
ENSMUSG00000085400	NA	NA	ENSG00000287524	many_to_one	1	many_to_one:1
ENSMUSG00000085402	NA	NA	ENSG00000253110	one_to_one	1	one_to_one:1
ENSMUSG00000085413	NA	NA	ENSG00000287873	one_to_one	1	one_to_one:1
ENSMUSG00000085414	NA	NA	ENSG00000286752;ENSG00000256894;ENSG00000278095	one_to_many	1	one_to_many:1
ENSMUSG00000085416	ENSCAFG00845021146	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000085418	ENSCAFG00845013464	many_to_one	NA	NA	1	many_to_one:1
ENSMUSG00000085420	NA	NA	ENSG00000286059;ENSG00000237581	one_to_many	1	one_to_many:1
ENSMUSG00000085421	NA	NA	ENSG00000227036	many_to_one	1	many_to_one:1
ENSMUSG00000085423	NA	NA	ENSG00000289594	one_to_one	1	one_to_one:1
ENSMUSG00000085424	NA	NA	ENSG00000236045;ENSG00000233485	one_to_many	1	one_to_many:1
ENSMUSG00000085428	NA	NA	ENSG00000225978;ENSG00000287324	many_to_many	1	many_to_many:1
ENSMUSG00000085430	NA	NA	ENSG00000250129	many_to_one	1	many_to_one:1
ENSMUSG00000085439	NA	NA	ENSG00000228016	many_to_one	1	many_to_one:1
ENSMUSG00000085440	NA	NA	ENSG00000233110;ENSG00000235902;ENSG00000235149	many_to_many	1	many_to_many:1
ENSMUSG00000085443	NA	NA	ENSG00000255345;ENSG00000254885;ENSG00000254563	many_to_many	1	many_to_many:1
ENSMUSG00000085444	ENSCAFG00845025115	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000085445	NA	NA	ENSG00000254054;ENSG00000253215	one_to_many	1	one_to_many:1
ENSMUSG00000085448	NA	NA	ENSG00000289896	many_to_one	1	many_to_one:1
ENSMUSG00000085449	NA	NA	ENSG00000237654;ENSG00000224795;ENSG00000285980;ENSG00000224700;ENSG00000238117	one_to_many	1	one_to_many:1
ENSMUSG00000085454	ENSCAFG00845013464	many_to_one	NA	NA	1	many_to_one:1
ENSMUSG00000085456	NA	NA	ENSG00000228048;ENSG00000223800;ENSG00000234173	one_to_many	1	one_to_many:1
ENSMUSG00000085459	NA	NA	ENSG00000235397	one_to_one	1	one_to_one:1
ENSMUSG00000085463	ENSCAFG00845008346	one_to_one	ENSG00000233721;ENSG00000226078	one_to_many	2	one_to_many:1;one_to_one:1
ENSMUSG00000085469	NA	NA	ENSG00000288843	one_to_one	1	one_to_one:1
ENSMUSG00000085471	NA	NA	ENSG00000254879	one_to_one	1	one_to_one:1
ENSMUSG00000085477	NA	NA	ENSG00000286951	many_to_one	1	many_to_one:1
ENSMUSG00000085483	NA	NA	ENSG00000229188	many_to_one	1	many_to_one:1
ENSMUSG00000085496	ENSCAFG00845018049	many_to_one	ENSG00000259360;ENSG00000259221;ENSG00000259588	many_to_many	2	many_to_many:1;many_to_one:1
ENSMUSG00000085499	ENSCAFG00845015227	many_to_one	ENSG00000242767;ENSG00000241560;ENSG00000288896;ENSG00000242880;ENSG00000242290;ENSG00000239946;ENSG00000241295	many_to_many	2	many_to_many:1;many_to_one:1
ENSMUSG00000085501	NA	NA	ENSG00000263271	many_to_one	1	many_to_one:1
ENSMUSG00000085505	NA	NA	ENSG00000288955	one_to_one	1	one_to_one:1
ENSMUSG00000085510	NA	NA	ENSG00000226702	one_to_one	1	one_to_one:1
ENSMUSG00000085511	NA	NA	ENSG00000267432	one_to_one	1	one_to_one:1
ENSMUSG00000085512	NA	NA	ENSG00000289846	one_to_one	1	one_to_one:1
ENSMUSG00000085514	NA	NA	ENSG00000267207;ENSG00000267449;ENSG00000286997;ENSG00000273982	many_to_many	1	many_to_many:1
ENSMUSG00000085516	NA	NA	ENSG00000233953	many_to_one	1	many_to_one:1
ENSMUSG00000085519	NA	NA	ENSG00000226853	many_to_one	1	many_to_one:1
ENSMUSG00000085524	NA	NA	ENSG00000237063;ENSG00000232406	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000085528	NA	NA	ENSG00000285593	one_to_one	1	one_to_one:1
ENSMUSG00000085533	NA	NA	ENSG00000253687;ENSG00000254391	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000085539	NA	NA	ENSG00000258400	one_to_one	1	one_to_one:1
ENSMUSG00000085540	NA	NA	ENSG00000283991;ENSG00000236510;ENSG00000236708	many_to_many	1	many_to_many:1
ENSMUSG00000085541	NA	NA	ENSG00000251270	one_to_one	1	one_to_one:1
ENSMUSG00000085548	NA	NA	ENSG00000262172	one_to_one	1	one_to_one:1
ENSMUSG00000085555	NA	NA	ENSG00000288060	one_to_one	1	one_to_one:1
ENSMUSG00000085565	NA	NA	ENSG00000179141;ENSG00000236758	one_to_many	1	one_to_many:1
ENSMUSG00000085575	ENSCAFG00845012049	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000085579	NA	NA	ENSG00000228590	many_to_one	1	many_to_one:1
ENSMUSG00000085581	NA	NA	ENSG00000232245;ENSG00000198711;ENSG00000225632	one_to_many	1	one_to_many:1
ENSMUSG00000085586	NA	NA	ENSG00000275532;ENSG00000275665	one_to_many	1	one_to_many:1
ENSMUSG00000085587	NA	NA	ENSG00000238123;ENSG00000287729	one_to_many	1	one_to_many:1
ENSMUSG00000085593	NA	NA	ENSG00000270035;ENSG00000270171;ENSG00000269978;ENSG00000225126;ENSG00000237436;ENSG00000237728;ENSG00000237365	many_to_many	1	many_to_many:1
ENSMUSG00000085595	NA	NA	ENSG00000264859	one_to_one	1	one_to_one:1
ENSMUSG00000085612	NA	NA	ENSG00000262171	one_to_one	1	one_to_one:1
ENSMUSG00000085614	NA	NA	ENSG00000264448	one_to_one	1	one_to_one:1
ENSMUSG00000085615	NA	NA	ENSG00000203441;ENSG00000280734	one_to_many	1	one_to_many:1
ENSMUSG00000085618	ENSCAFG00845022844	many_to_one	NA	NA	1	many_to_one:1
ENSMUSG00000085623	NA	NA	ENSG00000272457	one_to_one	1	one_to_one:1
ENSMUSG00000085624	NA	NA	ENSG00000244502	one_to_one	1	one_to_one:1
ENSMUSG00000085626	NA	NA	ENSG00000228452	one_to_one	1	one_to_one:1
ENSMUSG00000085628	NA	NA	ENSG00000259349	one_to_one	1	one_to_one:1
ENSMUSG00000085633	NA	NA	ENSG00000275709	one_to_one	1	one_to_one:1
ENSMUSG00000085636	NA	NA	ENSG00000276101	one_to_one	1	one_to_one:1
ENSMUSG00000085639	ENSCAFG00845022067	many_to_one	NA	NA	1	many_to_one:1
ENSMUSG00000085652	NA	NA	ENSG00000285165	many_to_one	1	many_to_one:1
ENSMUSG00000085657	NA	NA	ENSG00000249341;ENSG00000250930	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000085658	NA	NA	ENSG00000246695	one_to_one	1	one_to_one:1
ENSMUSG00000085664	ENSCAFG00845027513	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000085665	NA	NA	ENSG00000289410	one_to_one	1	one_to_one:1
ENSMUSG00000085667	ENSCAFG00845008353	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000085672	NA	NA	ENSG00000253944;ENSG00000253168	many_to_many	1	many_to_many:1
ENSMUSG00000085673	NA	NA	ENSG00000176349	many_to_one	1	many_to_one:1
ENSMUSG00000085680	NA	NA	ENSG00000233642	one_to_one	1	one_to_one:1
ENSMUSG00000085688	NA	NA	ENSG00000286759	one_to_one	1	one_to_one:1
ENSMUSG00000085702	NA	NA	ENSG00000241479	one_to_one	1	one_to_one:1
ENSMUSG00000085704	NA	NA	ENSG00000283078	one_to_one	1	one_to_one:1
ENSMUSG00000085708	NA	NA	ENSG00000287982	many_to_one	1	many_to_one:1
ENSMUSG00000085716	NA	NA	ENSG00000271360	one_to_one	1	one_to_one:1
ENSMUSG00000085720	NA	NA	ENSG00000247624	many_to_one	1	many_to_one:1
ENSMUSG00000085725	NA	NA	ENSG00000267577	one_to_one	1	one_to_one:1
ENSMUSG00000085728	NA	NA	ENSG00000225978;ENSG00000287324	many_to_many	1	many_to_many:1
ENSMUSG00000085732	NA	NA	ENSG00000261293;ENSG00000259876;ENSG00000261394;ENSG00000175604;ENSG00000260488	one_to_many	1	one_to_many:1
ENSMUSG00000085733	NA	NA	ENSG00000267344	many_to_one	1	many_to_one:1
ENSMUSG00000085740	ENSCAFG00845022177	many_to_one	ENSG00000232643	many_to_one	2	many_to_one:2
ENSMUSG00000085745	NA	NA	ENSG00000226627;ENSG00000236262;ENSG00000286708;ENSG00000171671	one_to_many	1	one_to_many:1
ENSMUSG00000085750	NA	NA	ENSG00000230499;ENSG00000229118	one_to_many	1	one_to_many:1
ENSMUSG00000085751	NA	NA	ENSG00000255345;ENSG00000254885;ENSG00000254563	many_to_many	1	many_to_many:1
ENSMUSG00000085753	ENSCAFG00845029020	many_to_one	ENSG00000277749	many_to_one	2	many_to_one:2
ENSMUSG00000085754	ENSCAFG00845023322	one_to_one	ENSG00000235527	one_to_one	2	one_to_one:2
ENSMUSG00000085759	NA	NA	ENSG00000234427;ENSG00000287593	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000085763	NA	NA	ENSG00000270332	one_to_one	1	one_to_one:1
ENSMUSG00000085765	NA	NA	ENSG00000236838;ENSG00000262810;ENSG00000225084	many_to_many	1	many_to_many:1
ENSMUSG00000085766	NA	NA	ENSG00000286502;ENSG00000204011	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000085772	NA	NA	ENSG00000254211	one_to_one	1	one_to_one:1
ENSMUSG00000085779	NA	NA	ENSG00000289254	one_to_one	1	one_to_one:1
ENSMUSG00000085781	NA	NA	ENSG00000286492	one_to_one	1	one_to_one:1
ENSMUSG00000085782	NA	NA	ENSG00000237737	one_to_one	1	one_to_one:1
ENSMUSG00000085784	NA	NA	ENSG00000245812;ENSG00000253811;ENSG00000253456	one_to_many	1	one_to_many:1
ENSMUSG00000085785	NA	NA	ENSG00000256473;ENSG00000256120	many_to_many	1	many_to_many:1
ENSMUSG00000085792	NA	NA	ENSG00000255345;ENSG00000254885;ENSG00000254563	many_to_many	1	many_to_many:1
ENSMUSG00000085800	NA	NA	ENSG00000250603	many_to_one	1	many_to_one:1
ENSMUSG00000085808	NA	NA	ENSG00000233093	one_to_one	1	one_to_one:1
ENSMUSG00000085822	NA	NA	ENSG00000237457;ENSG00000241505;ENSG00000225811	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000085823	NA	NA	ENSG00000236936;ENSG00000231105	one_to_many	1	one_to_many:1
ENSMUSG00000085835	NA	NA	ENSG00000237352	one_to_one	1	one_to_one:1
ENSMUSG00000085839	NA	NA	ENSG00000287762;ENSG00000249216	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000085842	NA	NA	ENSG00000287524	many_to_one	1	many_to_one:1
ENSMUSG00000085846	NA	NA	ENSG00000286550	many_to_one	1	many_to_one:1
ENSMUSG00000085847	NA	NA	ENSG00000227197	one_to_one	1	one_to_one:1
ENSMUSG00000085851	NA	NA	ENSG00000258696;ENSG00000259091	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000085853	NA	NA	ENSG00000253980	one_to_one	1	one_to_one:1
ENSMUSG00000085857	NA	NA	ENSG00000272895;ENSG00000235066	one_to_many	1	one_to_many:1
ENSMUSG00000085862	ENSCAFG00845007905	one_to_one	ENSG00000231969	one_to_one	2	one_to_one:2
ENSMUSG00000085866	NA	NA	ENSG00000237356	one_to_one	1	one_to_one:1
ENSMUSG00000085873	NA	NA	ENSG00000261664	one_to_one	1	one_to_one:1
ENSMUSG00000085881	NA	NA	ENSG00000289088;ENSG00000271781	one_to_many	1	one_to_many:1
ENSMUSG00000085884	NA	NA	ENSG00000238141;ENSG00000255568;ENSG00000272991	many_to_many	1	many_to_many:1
ENSMUSG00000085886	NA	NA	ENSG00000269873;ENSG00000267838	one_to_many	1	one_to_many:1
ENSMUSG00000085887	NA	NA	ENSG00000267344	many_to_one	1	many_to_one:1
ENSMUSG00000085888	NA	NA	ENSG00000223548;ENSG00000231585	one_to_many	1	one_to_many:1
ENSMUSG00000085889	NA	NA	ENSG00000246863	one_to_one	1	one_to_one:1
ENSMUSG00000085891	NA	NA	ENSG00000234636	one_to_one	1	one_to_one:1
ENSMUSG00000085892	ENSCAFG00845004462;ENSCAFG00845004493;ENSCAFG00845004486;ENSCAFG00845004470	one_to_many	NA	NA	1	one_to_many:1
ENSMUSG00000085896	NA	NA	ENSG00000248859	many_to_one	1	many_to_one:1
ENSMUSG00000085899	NA	NA	ENSG00000285882	one_to_one	1	one_to_one:1
ENSMUSG00000085926	ENSCAFG00845002911	one_to_one	ENSG00000264016	one_to_one	2	one_to_one:2
ENSMUSG00000085927	NA	NA	ENSG00000291163	one_to_one	1	one_to_one:1
ENSMUSG00000085931	ENSCAFG00845017261;ENSCAFG00845017276	many_to_many_strict	NA	NA	1	many_to_many_strict:1
ENSMUSG00000085932	NA	NA	ENSG00000234753	one_to_one	1	one_to_one:1
ENSMUSG00000085941	NA	NA	ENSG00000266872	one_to_one	1	one_to_one:1
ENSMUSG00000085945	NA	NA	ENSG00000254688;ENSG00000203258	one_to_many	1	one_to_many:1
ENSMUSG00000085956	NA	NA	ENSG00000232671	one_to_one	1	one_to_one:1
ENSMUSG00000085968	NA	NA	ENSG00000230035	many_to_one	1	many_to_one:1
ENSMUSG00000085969	NA	NA	ENSG00000197085	one_to_one	1	one_to_one:1
ENSMUSG00000085971	ENSCAFG00845022067	many_to_one	NA	NA	1	many_to_one:1
ENSMUSG00000085975	NA	NA	ENSG00000224152;ENSG00000223642	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000085979	NA	NA	ENSG00000228541	one_to_one	1	one_to_one:1
ENSMUSG00000085985	NA	NA	ENSG00000227517	one_to_one	1	one_to_one:1
ENSMUSG00000085992	NA	NA	ENSG00000248954	one_to_one	1	one_to_one:1
ENSMUSG00000085996	NA	NA	ENSG00000254254	one_to_one	1	one_to_one:1
ENSMUSG00000086003	NA	NA	ENSG00000247011	one_to_one	1	one_to_one:1
ENSMUSG00000086006	NA	NA	ENSG00000289934	many_to_one	1	many_to_one:1
ENSMUSG00000086009	NA	NA	ENSG00000236634	one_to_one	1	one_to_one:1
ENSMUSG00000086013	NA	NA	ENSG00000274987;ENSG00000275197	one_to_many	1	one_to_many:1
ENSMUSG00000086014	NA	NA	ENSG00000254710	many_to_one	1	many_to_one:1
ENSMUSG00000086017	ENSCAFG00845029682	one_to_one	ENSG00000285971;ENSG00000287105;ENSG00000254050	one_to_many	2	one_to_many:1;one_to_one:1
ENSMUSG00000086018	NA	NA	ENSG00000229751;ENSG00000235410;ENSG00000225112;ENSG00000273474;ENSG00000234091;ENSG00000285671	many_to_many	1	many_to_many:1
ENSMUSG00000086020	NA	NA	ENSG00000286749	one_to_one	1	one_to_one:1
ENSMUSG00000086027	ENSCAFG00845006899;ENSCAFG00845006972	many_to_many_strict	ENSG00000233926	many_to_one	2	many_to_many_strict:1;many_to_one:1
ENSMUSG00000086028	ENSCAFG00845005001	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000086047	NA	NA	ENSG00000270482	one_to_one	1	one_to_one:1
ENSMUSG00000086050	NA	NA	ENSG00000267016;ENSG00000266998;ENSG00000263718;ENSG00000287257	one_to_many	1	one_to_many:1
ENSMUSG00000086052	NA	NA	ENSG00000167912	one_to_one	1	one_to_one:1
ENSMUSG00000086054	NA	NA	ENSG00000241388	many_to_one	1	many_to_one:1
