PCG.Homo_sapiens	conf.Homo_sapiens	PCG.Mus_musculus	conf.Mus_musculus	lncRNA.Homo_sapiens	class.Homo_sapiens	distance.Homo_sapiens	lncRNA.Mus_musculus	class.Mus_musculus	distance.Mus_musculus	orthology_type.Homo_sapiens-Mus_musculus
ENSG00000113580	lincDivg	ENSMUSG00000024431	lincDivg	ENSG00000251205	n.1.1	95819	ENSMUSG00000118117	n.1.1	19935	one_to_one
ENSG00000141404	lincDivg	ENSMUSG00000024524	lincDivg	ENSG00000260759	1.1.1	19099	ENSMUSG00000117868	1.1.1	56698	one_to_one
ENSG00000256463	lincDivg	ENSMUSG00000024565	lincDivg	ENSG00000266586;ENSG00000265101	1.1.1;1.1.1	60825;52377	ENSMUSG00000118262;ENSMUSG00000118268	1.1.1;1.1.1	96293;60053	many_to_many_strict
ENSG00000049759	lincDivg	ENSMUSG00000024589	lincDivg	ENSG00000267209	n.1.1	79792	ENSMUSG00000118045	1.1.1	81209	one_to_one
ENSG00000148677	lincDivg	ENSMUSG00000024803	lincDivg	ENSG00000289512;ENSG00000225519	n.1.1;1.1.1	44892;73533	ENSMUSG00000117998	1.1.1	62481	many_to_one
ENSG00000166167	lincDivg	ENSMUSG00000025217	lincDivg	ENSG00000230967	1.1.1	30639	ENSMUSG00000100417	n.1.1	25299	one_to_one
ENSG00000159322	lincDivg	ENSMUSG00000025236	lincDivg	ENSG00000285729	1.1.1	72508	ENSMUSG00000110789	1.1.1	56487	one_to_one
ENSG00000166896	lincDivg	ENSMUSG00000025436	lincDivg	ENSG00000245651	n.n.n	11120	ENSMUSG00000120565	1.1.1	27118	one_to_one
ENSG00000125304	lincDivg	ENSMUSG00000025544	lincDivg	ENSG00000285448	1.1.1	13609	ENSMUSG00000115121	n.1.1	15812	one_to_one
ENSG00000144401	lincDivg	ENSMUSG00000025956	lincDivg	ENSG00000224137	n.n.n	36447	ENSMUSG00000100437	1.1.1	32693	one_to_one
ENSG00000116106	lincDivg	ENSMUSG00000026235	lincDivg	ENSG00000234446	n.1.1	35122	ENSMUSG00000120831	1.1.1	7236	one_to_one
ENSG00000145730	lincDivg	ENSMUSG00000026335	lincDivg	ENSG00000250682	n.1.1	82216	ENSMUSG00000100711;ENSMUSG00000100182	1.1.1;n.1.1	78002;35783	one_to_many
ENSG00000115091	lincDivg	ENSMUSG00000026341	lincDivg	ENSG00000244063	1.1.1	58944	ENSMUSG00000102063	1.1.1	8840	one_to_one
ENSG00000135842	lincDivg	ENSMUSG00000026483	lincDivg	ENSG00000260976	1.1.1	25202	ENSMUSG00000100357	1.1.1	20243	one_to_one
ENSG00000143196	lincDivg	ENSMUSG00000026574	lincDivg	ENSG00000225826	n.1.1	54806	ENSMUSG00000102897;ENSMUSG00000102163	1.1.1;n.1.1	98411;84103	one_to_many
ENSG00000143153	lincDivg	ENSMUSG00000026576	lincDivg	ENSG00000203601	1.1.1	18692	ENSMUSG00000097281	1.1.1	44954	one_to_one
ENSG00000116141	lincDivg	ENSMUSG00000026620	lincDivg	ENSG00000231529	1.1.1	40578	ENSMUSG00000103478;ENSMUSG00000104461	1.1.1;1.1.1	86532;92421	one_to_many
ENSG00000162772	lincDivg	ENSMUSG00000026628	lincDivg	ENSG00000260805	1.1.1	5603	ENSMUSG00000073478	n.1.1	6365	one_to_one
ENSG00000085265	lincDivg	ENSMUSG00000026835	lincDivg	ENSG00000236403	n.1.1	18612	ENSMUSG00000086425	n.1.1	10584	one_to_one
ENSG00000135374	lincDivg	ENSMUSG00000027186	lincDivg	ENSG00000255427	1.1.1	45683	ENSMUSG00000070794	n.1.1	22644	one_to_one
ENSG00000175264	lincDivg	ENSMUSG00000027221	lincDivg	ENSG00000254519	n.n.n	56657	ENSMUSG00000085293	1.1.1	58727	one_to_one
ENSG00000101384	lincDivg	ENSMUSG00000027276	lincDivg	ENSG00000224961	n.1.1	22950	ENSMUSG00000099683	1.1.1	82339	one_to_one
ENSG00000125810	lincDivg	ENSMUSG00000027435	lincDivg	ENSG00000230387	n.1.1	92948	ENSMUSG00000087678	1.1.1	25327	one_to_one
ENSG00000076554	lincDivg	ENSMUSG00000027506	lincDivg	ENSG00000253238	n.n.n	34675	ENSMUSG00000103116	1.1.1	57241	one_to_one
ENSG00000076641	lincDivg	ENSMUSG00000027508	lincDivg	ENSG00000289242;ENSG00000253214	1.1.1;n.1.1	49329;37039	ENSMUSG00000120107	1.1.1	19588	many_to_one
ENSG00000020256	lincDivg	ENSMUSG00000027551	lincDivg	ENSG00000234948	n.n.1	0	ENSMUSG00000052368;ENSMUSG00000086348	n.1.1;n.1.1	64438;22681	one_to_many
ENSG00000177565	lincDivg	ENSMUSG00000027630	lincDivg	ENSG00000203645	1.1.1	66442	ENSMUSG00000106321	1.1.1	78184	one_to_one
ENSG00000162692	lincDivg	ENSMUSG00000027962	lincDivg	ENSG00000230402	1.1.1	79129	ENSMUSG00000097362	1.1.1	20791	one_to_one
ENSG00000256043	lincDivg	ENSMUSG00000028015	lincDivg	ENSG00000289320	n.1.1	27026	ENSMUSG00000056023	n.1.1	8138	one_to_one
ENSG00000070214	lincDivg	ENSMUSG00000028412	lincDivg	ENSG00000286536	1.1.1	5401	ENSMUSG00000086267	1.1.1	36383	one_to_one
ENSG00000173068	lincDivg	ENSMUSG00000028487	lincDivg	ENSG00000237153	n.n.n	46668	ENSMUSG00000086413	1.1.1	66200	one_to_one
ENSG00000172456	lincDivg	ENSMUSG00000028573	lincDivg	ENSG00000270457	1.1.1	6998	ENSMUSG00000084939	1.1.1	70070	one_to_one
ENSG00000196683	lincDivg	ENSMUSG00000028998	lincDivg	ENSG00000228649	n.n.n	31914	ENSMUSG00000097180	n.1.1	6372	one_to_one
ENSG00000145242	lincDivg	ENSMUSG00000029245	lincDivg	ENSG00000248479	1.1.1	31707	ENSMUSG00000106598	1.1.1	11423	one_to_one
ENSG00000165731	lincDivg	ENSMUSG00000030110	lincDivg	ENSG00000229630	1.1.1	95557	ENSMUSG00000107791	1.1.1	63968	one_to_one
ENSG00000185418	lincDivg	ENSMUSG00000030515	lincDivg	ENSG00000291225	n.n.n	26559	ENSMUSG00000121315	1.1.1	8985	one_to_one
ENSG00000074266	lincDivg	ENSMUSG00000030619	lincDivg	ENSG00000254699	1.1.1	7730	ENSMUSG00000121051	1.1.1	49062	one_to_one
ENSG00000155666	lincDivg	ENSMUSG00000030752	lincDivg	ENSG00000261045	1.1.1	26921	ENSMUSG00000045928;ENSMUSG00000108814	n.1.1;1.1.1	94888;26562	one_to_many
ENSG00000148773	lincDivg	ENSMUSG00000031004	lincDivg	ENSG00000280953	n.1.1	54609	ENSMUSG00000109831	n.1.1	26315	one_to_one
ENSG00000131620	lincDivg	ENSMUSG00000031075	lincDivg	ENSG00000260679;ENSG00000260348	1.1.1;1.1.1	59094;74913	ENSMUSG00000109009	n.1.1	12789	many_to_one
ENSG00000187969	lincDivg	ENSMUSG00000031330	lincDivg	ENSG00000271533;ENSG00000230590	1.1.1;n.1.1	90520;10606	ENSMUSG00000086370	n.1.1	13632	many_to_one
ENSG00000175329	lincDivg	ENSMUSG00000031621	lincDivg	ENSG00000286592	n.1.1	63274	ENSMUSG00000079011	n.1.1	39226	one_to_one
ENSG00000102921	lincDivg	ENSMUSG00000031652	lincDivg	ENSG00000260052;ENSG00000272545	1.1.1;1.1.1	16995;20325	ENSMUSG00000098534	1.1.1	17195	many_to_one
ENSG00000170365	lincDivg	ENSMUSG00000031681	lincDivg	ENSG00000286420	1.1.1	11556	ENSMUSG00000109774	n.1.1	91624	one_to_one
ENSG00000177508	lincDivg	ENSMUSG00000031734	lincDivg	ENSG00000287885	1.1.1	83478	ENSMUSG00000099664	1.1.1	63804	one_to_one
ENSG00000163513	lincDivg	ENSMUSG00000032440	lincDivg	ENSG00000227549	n.1.1	80347	ENSMUSG00000111324;ENSMUSG00000111729;ENSMUSG00000111243	1.1.1;n.1.1;n.1.1	43442;22605;13810	one_to_many
ENSG00000163508	lincDivg	ENSMUSG00000032446	lincDivg	ENSG00000225548	n.1.1	74841	ENSMUSG00000098161	n.1.1	72063	one_to_one
ENSG00000114120	lincDivg	ENSMUSG00000032449	lincDivg	ENSG00000261826	1.1.1	74047	ENSMUSG00000120955	1.1.1	29956	one_to_one
ENSG00000055813	lincDivg	ENSMUSG00000032878	lincDivg	ENSG00000229805	1.1.1	93608	ENSMUSG00000084966	1.1.1	97240	one_to_one
ENSG00000197586	lincDivg	ENSMUSG00000033068	lincDivg	ENSG00000286472;ENSG00000230725	1.1.1;n.1.1	7844;46321	ENSMUSG00000100630	1.1.1	24421	many_to_one
ENSG00000163399	lincDivg	ENSMUSG00000033161	lincDivg	ENSG00000287217	1.1.1	75047	ENSMUSG00000106070	1.1.1	87105	one_to_one
ENSG00000230124	lincDivg	ENSMUSG00000033701	lincDivg	ENSG00000236719	n.1.1	44482	ENSMUSG00000073535	n.1.1	30901	one_to_one
ENSG00000119669	lincDivg	ENSMUSG00000034168	lincDivg	ENSG00000246548	1.1.1	12356	ENSMUSG00000120428	1.1.1	10411	one_to_one
ENSG00000181234	lincDivg	ENSMUSG00000034324	lincDivg	ENSG00000276487	n.1.1	75675	ENSMUSG00000104778	1.1.1	40711	one_to_one
ENSG00000162390	lincDivg	ENSMUSG00000034853	lincDivg	ENSG00000235741	1.1.1	24998	ENSMUSG00000120181	1.1.1	35212	one_to_one
ENSG00000005436	lincDivg	ENSMUSG00000035125	lincDivg	ENSG00000270996;ENSG00000287474	1.1.1;1.1.1	8135;88989	ENSMUSG00000101404	1.1.1	12869	many_to_one
ENSG00000083223	lincDivg	ENSMUSG00000035248	lincDivg	ENSG00000235819	n.1.1	59747	ENSMUSG00000114669	1.1.1	50495	one_to_one
ENSG00000083896	lincDivg	ENSMUSG00000035851	lincDivg	ENSG00000289942	1.1.1	26461	ENSMUSG00000104937	1.1.1	21188	one_to_one
ENSG00000139174	lincDivg	ENSMUSG00000036158	lincDivg	ENSG00000257114;ENSG00000257164	n.1.1;n.1.1	96840;56228	ENSMUSG00000121167	1.1.1	15918	many_to_one
ENSG00000134504	lincDivg	ENSMUSG00000036225	lincDivg	ENSG00000263677	n.1.1	28553	ENSMUSG00000117613	n.1.1	43277	one_to_one
ENSG00000163453	lincDivg	ENSMUSG00000036256	lincDivg	ENSG00000250192	1.1.1	44192	ENSMUSG00000106985;ENSMUSG00000107232;ENSMUSG00000106906	1.1.1;1.1.1;1.1.1	77686;57447;25993	one_to_many
ENSG00000143933	lincDivg	ENSMUSG00000036438	lincDivg	ENSG00000226087	n.1.1	48860	ENSMUSG00000100847	1.1.1	43813	one_to_one
ENSG00000102189	lincDivg	ENSMUSG00000036499	lincDivg	ENSG00000257345	n.1.1	69887	ENSMUSG00000110353	n.1.1	97720	one_to_one
ENSG00000058063	lincDivg	ENSMUSG00000037400	lincDivg	ENSG00000260377	1.1.1	52655	ENSMUSG00000105662	n.1.1	87943	one_to_one
ENSG00000172869	lincDivg	ENSMUSG00000037416	lincDivg	ENSG00000249494	n.n.1	0	ENSMUSG00000100134	1.1.1	14712	one_to_one
ENSG00000100523	lincDivg	ENSMUSG00000037697	lincDivg	ENSG00000237356	n.n.n	15687	ENSMUSG00000085866	1.1.1	96546	one_to_one
ENSG00000109133	lincDivg	ENSMUSG00000037720	lincDivg	ENSG00000245870	n.1.1	52174	ENSMUSG00000120155	1.1.1	28878	one_to_one
ENSG00000182010	lincDivg	ENSMUSG00000037846	lincDivg	ENSG00000234756	1.1.1	20677	ENSMUSG00000112899	1.1.1	5862	one_to_one
ENSG00000156381	lincDivg	ENSMUSG00000037904	lincDivg	ENSG00000259230	1.1.1	35455	ENSMUSG00000113056	1.1.1	15358	one_to_one
ENSG00000262655	lincDivg	ENSMUSG00000038156	lincDivg	ENSG00000254930;ENSG00000254438;ENSG00000254927	1.1.1;1.1.1;1.1.1	92107;37860;83224	ENSMUSG00000073862	n.1.1	57556	many_to_one
ENSG00000188869	lincDivg	ENSMUSG00000038540	lincDivg	ENSG00000259543;ENSG00000275995	1.1.1;1.1.1	53235;28813	ENSMUSG00000094841	n.1.1	34669	many_to_one
ENSG00000196814	lincDivg	ENSMUSG00000038740	lincDivg	ENSG00000228392;ENSG00000288537	n.1.1;1.1.1	28236;50911	ENSMUSG00000086904	1.1.1	90300	many_to_one
ENSG00000185950	lincDivg	ENSMUSG00000038894	lincDivg	ENSG00000275248	1.1.1	18734	ENSMUSG00000108847	n.1.1	62588	one_to_one
ENSG00000140521	lincDivg	ENSMUSG00000039176	lincDivg	ENSG00000255571;ENSG00000289128	n.1.1;1.1.1	26718;65312	ENSMUSG00000097023	n.1.1	32746	many_to_one
ENSG00000131378	lincDivg	ENSMUSG00000039316	lincDivg	ENSG00000269391;ENSG00000233570	n.1.1;n.1.1	10774;10745	ENSMUSG00000104256	1.1.1	19461	many_to_one
ENSG00000266074	lincDivg	ENSMUSG00000039741	lincDivg	ENSG00000262877;ENSG00000262223	n.1.1;n.1.1	5138;10012	ENSMUSG00000086750	n.1.1	15954	many_to_one
ENSG00000023171	lincDivg	ENSMUSG00000040111	lincDivg	ENSG00000254823	n.1.1	43088	ENSMUSG00000110922	1.1.1	15977	one_to_one
ENSG00000134884	lincDivg	ENSMUSG00000040459	lincDivg	ENSG00000230156	n.1.1	85760	ENSMUSG00000109062;ENSMUSG00000109371	1.1.1;1.1.1	45449;36590	one_to_many
ENSG00000130856	lincDivg	ENSMUSG00000041258	lincDivg	ENSG00000278107	1.1.1	16821	ENSMUSG00000118085;ENSMUSG00000117888;ENSMUSG00000117824	1.1.1;n.1.1;1.1.1	65835;25085;9549	one_to_many
ENSG00000154655	lincDivg	ENSMUSG00000041565	lincDivg	ENSG00000266065;ENSG00000265944	1.1.1;1.1.1	78183;96179	ENSMUSG00000117193	1.1.1	86061	many_to_one
ENSG00000069188	lincDivg	ENSMUSG00000041592	lincDivg	ENSG00000263574	n.1.1	93409	ENSMUSG00000086760	1.1.1	24360	one_to_one
ENSG00000187231	lincDivg	ENSMUSG00000042272	lincDivg	ENSG00000237477	1.1.1	8999	ENSMUSG00000085277	1.1.1	34159	one_to_one
ENSG00000151353	lincDivg	ENSMUSG00000043061	lincDivg	ENSG00000231173;ENSG00000223751	1.1.1;n.1.1	64571;63479	ENSMUSG00000100674	1.1.1	97374	many_to_one
ENSG00000183273	lincDivg	ENSMUSG00000043913	lincDivg	ENSG00000281196	n.1.1	31332	ENSMUSG00000087124;ENSMUSG00000086715	1.1.1;1.1.1	12315;23375	one_to_many
ENSG00000129422	lincDivg	ENSMUSG00000045636	lincDivg	ENSG00000253671	n.1.1	7267	ENSMUSG00000120793	1.1.1	20372	one_to_one
ENSG00000198912	lincDivg	ENSMUSG00000047613	lincDivg	ENSG00000284668;ENSG00000233304	n.1.1;n.1.1	75840;40193	ENSMUSG00000086272	n.1.1	6694	many_to_one
ENSG00000169122	lincDivg	ENSMUSG00000049119	lincDivg	ENSG00000253376	n.1.1	60194	ENSMUSG00000087099	1.1.1	92867	one_to_one
ENSG00000145536	lincDivg	ENSMUSG00000049538	lincDivg	ENSG00000250529;ENSG00000251426	1.1.1;n.1.1	62019;90833	ENSMUSG00000021600	1.1.1	41137	many_to_one
ENSG00000181830	lincDivg	ENSMUSG00000049922	lincDivg	ENSG00000255226;ENSG00000255426	n.1.1;1.1.1	51793;68306	ENSMUSG00000085261	n.1.1	23281	many_to_one
ENSG00000174749	lincDivg	ENSMUSG00000050549	lincDivg	ENSG00000249815	n.1.1	33181	ENSMUSG00000104763;ENSMUSG00000106437	n.1.1;1.1.1	19844;74385	one_to_many
ENSG00000101292	lincDivg	ENSMUSG00000050558	lincDivg	ENSG00000276688	1.1.1	90610	ENSMUSG00000027345	1.1.1	39294	one_to_one
ENSG00000126856	lincDivg	ENSMUSG00000051977	lincDivg	ENSG00000260923;ENSG00000260528	n.1.1;n.1.1	81145;10189	ENSMUSG00000116924	n.n.n	67409	many_to_one
ENSG00000116117	lincDivg	ENSMUSG00000052062	lincDivg	ENSG00000236634	1.1.1	71638	ENSMUSG00000086009	1.1.1	17675	one_to_one
ENSG00000092820	lincDivg	ENSMUSG00000052397	lincDivg	ENSG00000203711;ENSG00000285159	n.n.n;1.1.1	50480;34220	ENSMUSG00000116644	n.1.1	25725	many_to_one
ENSG00000109189	lincDivg	ENSMUSG00000054814	lincDivg	ENSG00000260120	1.1.1	21308	ENSMUSG00000106943	n.1.1	24603	one_to_one
ENSG00000169067	lincDivg	ENSMUSG00000055194	lincDivg	ENSG00000249436	n.1.1	91216	ENSMUSG00000114824	1.1.1	25582	one_to_one
ENSG00000169740	lincDivg	ENSMUSG00000059689	lincDivg	ENSG00000228426	1.1.1	16787	ENSMUSG00000099869	n.1.1	89411	one_to_one
ENSG00000172164	lincDivg	ENSMUSG00000060429	lincDivg	ENSG00000253619	1.1.1	99792	ENSMUSG00000115361;ENSMUSG00000115200	1.1.1;1.1.1	97095;16453	one_to_many
ENSG00000143079	lincDivg	ENSMUSG00000062127	lincDivg	ENSG00000231246	n.1.1	35589	ENSMUSG00000051788	1.1.1	13698	one_to_one
ENSG00000128052	lincDivg	ENSMUSG00000062960	lincDivg	ENSG00000287060	1.1.1	32282	ENSMUSG00000120170;ENSMUSG00000106756	n.1.1;1.1.1	37910;64640	one_to_many
ENSG00000179930	lincDivg	ENSMUSG00000066797	lincDivg	ENSG00000225982;ENSG00000289573	1.1.1;1.1.1	24839;87991	ENSMUSG00000100627	n.1.1	83236	many_to_one
ENSG00000175274	lincDivg	ENSMUSG00000068735	lincDivg	ENSG00000254654	n.1.1	22464	ENSMUSG00000121187	1.1.1	24598	one_to_one
ENSG00000203952	lincDivg	ENSMUSG00000073207	lincDivg	ENSG00000283638	1.1.1	62958	ENSMUSG00000086173	n.1.1	46240	one_to_one
ENSG00000181449	lincDivg	ENSMUSG00000074637	lincDivg	ENSG00000239381	n.1.1	11314	ENSMUSG00000106525;ENSMUSG00000105222	1.1.1;1.1.1	78203;48157	one_to_many
ENSG00000165650	lincDivg	ENSMUSG00000074746	lincDivg	ENSG00000258114	1.1.1	49754	ENSMUSG00000110210	1.1.1	44004	one_to_one
ENSG00000088970	lincDivg	ENSMUSG00000074749	lincDivg	ENSG00000225127	n.1.1	19469	ENSMUSG00000087618	1.1.1	16132	one_to_one
ENSG00000148572	lincDivg	ENSMUSG00000075000	lincDivg	ENSG00000224301	1.1.1	7660	ENSMUSG00000112314	1.1.1	12101	one_to_one
ENSG00000198740	lincDivg	ENSMUSG00000075595	lincDivg	ENSG00000250948	1.1.1	12907	ENSMUSG00000045075	n.1.1	13530	one_to_one
ENSG00000197406	lincDivg	ENSMUSG00000075707	lincDivg	ENSG00000258498	n.n.1	0	ENSMUSG00000113733;ENSMUSG00000113193	1.1.1;1.1.1	91007;42706	one_to_many
ENSG00000124766	lincDivg	ENSMUSG00000076431	lincDivg	ENSG00000280989;ENSG00000231754	n.1.1;n.1.1	72337;69906	ENSMUSG00000086363	n.1.1	60545	many_to_one
ENSG00000183779	lincDivg	ENSMUSG00000085795	lincDivg	ENSG00000253344;ENSG00000254306;ENSG00000254290	1.1.1;1.1.1;n.1.1	21395;69909;95924	ENSMUSG00000100335	n.1.1	92945	many_to_one
ENSG00000183741	lincDivg	ENSMUSG00000089715	lincDivg	ENSG00000288106	1.1.1	14588	ENSMUSG00000115971	1.1.1	8475	one_to_one
ENSG00000119866	lincSS.dw	ENSMUSG00000000861	lincSS.dw	ENSG00000228590	n.1.1	10692	ENSMUSG00000085579;ENSMUSG00000120674	1.1.1;n.1.1	27295;81537	one_to_many
ENSG00000116604	lincSS.dw	ENSMUSG00000001419	lincSS.dw	ENSG00000125462	n.n.n	33026	ENSMUSG00000097428	n.1.1	28537	one_to_one
ENSG00000163870	lincSS.dw	ENSMUSG00000002871	lincSS.dw	ENSG00000239921	n.1.1	33415	ENSMUSG00000055403	n.1.1	38445	one_to_one
ENSG00000072958	lincSS.dw	ENSMUSG00000003033	lincSS.dw	ENSG00000289333	1.1.1	37914	ENSMUSG00000120692	1.1.1	11226	one_to_one
ENSG00000148408	lincSS.dw	ENSMUSG00000004113	lincSS.dw	ENSG00000290588;ENSG00000290585	n.1.1;n.1.1	25451;92444	ENSMUSG00000085330	1.1.1	37190	many_to_one
ENSG00000081189	lincSS.dw	ENSMUSG00000005583	lincSS.dw	ENSG00000250377;ENSG00000245526	n.1.1;n.1.1	22076;26060	ENSMUSG00000050334	n.1.1	48182	many_to_one
ENSG00000186260	lincSS.dw	ENSMUSG00000009569	lincSS.dw	ENSG00000262454	n.1.1	34616	ENSMUSG00000109857	n.1.1	30374	one_to_one
ENSG00000198719	lincSS.dw	ENSMUSG00000014773	lincSS.dw	ENSG00000271820;ENSG00000230960	1.1.1;n.1.1	5444;19473	ENSMUSG00000116851	1.1.1	81996	many_to_one
ENSG00000112149	lincSS.dw	ENSMUSG00000015396	lincSS.dw	ENSG00000286281	1.1.1	73375	ENSMUSG00000114192;ENSMUSG00000113780	n.1.1;1.1.1	39306;61537	one_to_many
ENSG00000117335	lincSS.dw	ENSMUSG00000016493	lincSS.dw	ENSG00000289071	1.1.1	27390	ENSMUSG00000104077	n.1.1	18541	one_to_one
ENSG00000131242	lincSS.dw	ENSMUSG00000017639	lincSS.dw	ENSG00000266877;ENSG00000278546;ENSG00000228768	1.1.1;1.1.1;1.1.1	44951;21921;32931	ENSMUSG00000084969	1.1.1	6607	many_to_one
ENSG00000278619	lincSS.dw	ENSMUSG00000018405	lincSS.dw	ENSG00000275720;ENSG00000276508	1.1.1;1.1.1	25105;75790	ENSMUSG00000085044;ENSMUSG00000087407	1.1.1;1.1.1	92629;35232	many_to_many_strict
ENSG00000152818	lincSS.dw	ENSMUSG00000019820	lincSS.dw	ENSG00000289850	1.1.1	69281	ENSMUSG00000112131;ENSMUSG00000112156	1.1.1;1.1.1	52964;57527	one_to_many
ENSG00000165476	lincSS.dw	ENSMUSG00000019873	lincSS.dw	ENSG00000286373;ENSG00000228566	1.1.1;n.1.1	5544;39536	ENSMUSG00000097134;ENSMUSG00000120434	n.1.1;n.1.1	88931;97796	many_to_many_strict
ENSG00000139318	lincSS.dw	ENSMUSG00000019960	lincSS.dw	ENSG00000246363	n.1.1	37669	ENSMUSG00000044633	n.1.1	31399	one_to_one
ENSG00000111530	lincSS.dw	ENSMUSG00000020114	lincSS.dw	ENSG00000286563	1.1.1	9061	ENSMUSG00000112161	1.1.1	32870	one_to_one
ENSG00000139289	lincSS.dw	ENSMUSG00000020205	lincSS.dw	ENSG00000258077	n.1.1	41432	ENSMUSG00000112249	n.1.1	86476	one_to_one
ENSG00000240857	lincSS.dw	ENSMUSG00000020621	lincSS.dw	ENSG00000287849;ENSG00000260331	n.1.1;1.1.1	40271;6519	ENSMUSG00000112792	n.1.1	50826	many_to_one
ENSG00000108984	lincSS.dw	ENSMUSG00000020623	lincSS.dw	ENSG00000227517	n.1.1	23386	ENSMUSG00000085985	1.1.1	18985	one_to_one
ENSG00000008294	lincSS.dw	ENSMUSG00000020859	lincSS.dw	ENSG00000247011	n.1.1	17461	ENSMUSG00000086003	n.1.1	11571	one_to_one
ENSG00000151332	lincSS.dw	ENSMUSG00000021028	lincSS.dw	ENSG00000259104	n.1.1	81280	ENSMUSG00000112211	n.1.1	52560	one_to_one
ENSG00000139921	lincSS.dw	ENSMUSG00000021072	lincSS.dw	ENSG00000258479	n.1.1	75413	ENSMUSG00000113302;ENSMUSG00000113944	1.1.1;1.1.1	54558;10575	one_to_many
ENSG00000100614	lincSS.dw	ENSMUSG00000021096	lincSS.dw	ENSG00000258556	1.1.1	24149	ENSMUSG00000113779	1.1.1	17893	one_to_one
ENSG00000090060	lincSS.dw	ENSMUSG00000021111	lincSS.dw	ENSG00000287350;ENSG00000258702	1.1.1;n.1.1	96675;25283	ENSMUSG00000113537;ENSMUSG00000113835	1.1.1;1.1.1	25318;60867	many_to_many_strict
ENSG00000185650	lincSS.dw	ENSMUSG00000021127	lincSS.dw	ENSG00000289583	1.1.1	7442	ENSMUSG00000111933	1.1.1	26320	one_to_one
ENSG00000170345	lincSS.dw	ENSMUSG00000021250	lincSS.dw	ENSG00000289844;ENSG00000259687	1.1.1;n.1.1	53725;12174	ENSMUSG00000120232;ENSMUSG00000114163	n.1.1;1.1.1	47338;52325	many_to_many_strict
ENSG00000112799	lincSS.dw	ENSMUSG00000021423	lincSS.dw	ENSG00000288046;ENSG00000287497	1.1.1;n.1.1	70053;55494	ENSMUSG00000100022;ENSMUSG00000114573;ENSMUSG00000114701	n.1.1;1.1.1;1.1.1	89904;63349;53002	many_to_many
ENSG00000148090	lincSS.dw	ENSMUSG00000021460	lincSS.dw	ENSG00000237422	n.1.1	50487	ENSMUSG00000113737	n.n.n	77914	one_to_one
ENSG00000214944	lincSS.dw	ENSMUSG00000021662	lincSS.dw	ENSG00000259968	1.1.1	10947	ENSMUSG00000114474	1.1.1	22807	one_to_one
ENSG00000126777	lincSS.dw	ENSMUSG00000021843	lincSS.dw	ENSG00000258784	1.1.1	46682	ENSMUSG00000115310	n.1.1	65341	one_to_one
ENSG00000120675	lincSS.dw	ENSMUSG00000022013	lincSS.dw	ENSG00000229928	1.1.1	44418	ENSMUSG00000075512	1.1.1	21713	one_to_one
ENSG00000133106	lincSS.dw	ENSMUSG00000022014	lincSS.dw	ENSG00000229546	1.1.1	43501	ENSMUSG00000115517	1.1.1	17071	one_to_one
ENSG00000221818	lincSS.dw	ENSMUSG00000022053	lincSS.dw	ENSG00000285890	1.1.1	8261	ENSMUSG00000114744	1.1.1	45955	one_to_one
ENSG00000129562	lincSS.dw	ENSMUSG00000022174	lincSS.dw	ENSG00000251002;ENSG00000259054	n.1.1;1.1.1	80445;7845	ENSMUSG00000106112	1.1.1	89192	many_to_one
ENSG00000136997	lincSS.dw	ENSMUSG00000022346	lincSS.dw	ENSG00000249859	n.1.1	51575	ENSMUSG00000097039	n.1.1	47594	one_to_one
ENSG00000129295	lincSS.dw	ENSMUSG00000022375	lincSS.dw	ENSG00000253521	n.1.1	5170	ENSMUSG00000115784	1.1.1	39144	one_to_one
ENSG00000140694	lincSS.dw	ENSMUSG00000022685	lincSS.dw	ENSG00000260009;ENSG00000263257	1.1.1;n.1.1	65434;16792	ENSMUSG00000099411	n.1.1	16853	many_to_one
ENSG00000159055	lincSS.dw	ENSMUSG00000022978	lincSS.dw	ENSG00000261610	1.1.1	6643	ENSMUSG00000116582	1.1.1	42312	one_to_one
ENSG00000178772	lincSS.dw	ENSMUSG00000023176	lincSS.dw	ENSG00000214145	n.1.1	16897	ENSMUSG00000097621	1.1.1	50499	one_to_one
ENSG00000112562	lincSS.dw	ENSMUSG00000023886	lincSS.dw	ENSG00000289090;ENSG00000235815	1.1.1;1.1.1	52690;43161	ENSMUSG00000116801	1.1.1	44781	many_to_one
ENSG00000082397	lincSS.dw	ENSMUSG00000024044	lincSS.dw	ENSG00000266288	1.1.1	7051	ENSMUSG00000117323	1.1.1	26005	one_to_one
ENSG00000112893	lincSS.dw	ENSMUSG00000024085	lincSS.dw	ENSG00000254106	1.1.1	13557	ENSMUSG00000117105	1.1.1	12001	one_to_one
ENSG00000068784	lincSS.dw	ENSMUSG00000024135	lincSS.dw	ENSG00000205054	n.1.1	65283	ENSMUSG00000117501	n.1.1	56058	one_to_one
ENSG00000171885	lincSS.dw	ENSMUSG00000024411	lincSS.dw	ENSG00000263382	n.1.1	26872	ENSMUSG00000117380;ENSMUSG00000119962	1.1.1;n.1.1	76797;43297	one_to_many
ENSG00000198795	lincSS.dw	ENSMUSG00000024420	lincSS.dw	ENSG00000264345	n.1.1	74005	ENSMUSG00000117608	n.1.1	85613	one_to_one
