lncRNAid_Homo_sapiens	isTable_1_Canis_lupus_familiaris	orthology_type_synteny_Canis_lupus_familiaris	lncRNA_synteny_id_Canis_lupus_familiaris	isTable_2_Canis_lupus_familiaris	orthology_type_configuration_Canis_lupus_familiaris	configuration_type_configuration_Canis_lupus_familiaris	lncRNA_configuration_id_Canis_lupus_familiaris	isTable_3_Canis_lupus_familiaris
ENSG00000232973	1	many_to_many_sameNumber	ENSCAFG00845020477;ENSCAFG00845020563	1	one_to_one	lncgDivg	ENSCAFG00845020477	1
ENSG00000229160	1	many_to_one	ENSCAFG00845020505	0	NA	NA	NA	1
ENSG00000227292	1	many_to_one	ENSCAFG00845020505	1	one_to_one	lincSS.dw	ENSCAFG00845020505	1
ENSG00000286519	1	many_to_many_DifferentNumber	ENSCAFG00845027151;ENSCAFG00845027172	0	NA	NA	NA	1
ENSG00000231054	1	many_to_many_DifferentNumber	ENSCAFG00845027151;ENSCAFG00845027172	0	NA	NA	NA	1
ENSG00000286728	1	many_to_many_DifferentNumber	ENSCAFG00845027151;ENSCAFG00845027172	0	NA	NA	NA	1
ENSG00000231156	1	many_to_many_sameNumber	ENSCAFG00845027119;ENSCAFG00845027133	0	NA	NA	NA	1
ENSG00000205054	1	many_to_many_sameNumber	ENSCAFG00845027119;ENSCAFG00845027133	1	one_to_many	lincSS.dw	ENSCAFG00845027133;ENSCAFG00845027119	1
ENSG00000273275	1	many_to_one	ENSCAFG00845023158	0	NA	NA	NA	1
ENSG00000273064	1	many_to_one	ENSCAFG00845023158	0	NA	NA	NA	1
ENSG00000289156	1	many_to_one	ENSCAFG00845023158	0	NA	NA	NA	1
ENSG00000287026	1	many_to_one	ENSCAFG00845016214	0	NA	NA	NA	0
ENSG00000287749	1	many_to_one	ENSCAFG00845016214	0	NA	NA	NA	0
ENSG00000286202	1	many_to_one	ENSCAFG00845016214	0	NA	NA	NA	0
ENSG00000237293	1	many_to_one	ENSCAFG00845016569	0	NA	NA	NA	1
ENSG00000231172	1	many_to_one	ENSCAFG00845016569	0	NA	NA	NA	1
ENSG00000278060	1	one_to_many	ENSCAFG00845018794;ENSCAFG00845018806	0	NA	NA	NA	0
ENSG00000287147	1	many_to_one	ENSCAFG00845010577	0	NA	NA	NA	0
ENSG00000286778	1	many_to_one	ENSCAFG00845010577	0	NA	NA	NA	0
ENSG00000226939	1	many_to_one	ENSCAFG00845010577	0	NA	NA	NA	0
ENSG00000229131	1	many_to_one	ENSCAFG00845010577	0	NA	NA	NA	0
ENSG00000235522	1	many_to_one	ENSCAFG00845009544	0	NA	NA	NA	0
ENSG00000234162	1	many_to_one	ENSCAFG00845009544	0	NA	NA	NA	1
ENSG00000290119	1	many_to_one	ENSCAFG00845009544	0	NA	NA	NA	0
ENSG00000273118	1	many_to_one	ENSCAFG00845019690	0	NA	NA	NA	0
ENSG00000286965	1	many_to_one	ENSCAFG00845019690	1	one_to_one	lincSS.dw	ENSCAFG00845019690	0
ENSG00000236193	1	many_to_one	ENSCAFG00845020033	0	NA	NA	NA	0
ENSG00000272519	1	many_to_one	ENSCAFG00845020033	0	NA	NA	NA	0
ENSG00000196096	1	many_to_one	ENSCAFG00845020033	1	one_to_one	lncgDivg	ENSCAFG00845020033	0
ENSG00000236651	1	many_to_many_DifferentNumber	ENSCAFG00845028545;ENSCAFG00845028553	0	NA	NA	NA	0
ENSG00000232555	1	many_to_many_DifferentNumber	ENSCAFG00845028545;ENSCAFG00845028553	0	NA	NA	NA	0
ENSG00000288048	1	many_to_many_DifferentNumber	ENSCAFG00845028545;ENSCAFG00845028553	0	NA	NA	NA	0
ENSG00000230569	1	many_to_many_sameNumber	ENSCAFG00845010450;ENSCAFG00845010463	0	NA	NA	NA	0
ENSG00000224231	1	many_to_many_sameNumber	ENSCAFG00845010450;ENSCAFG00845010463	1	one_to_many	lincSS.dw	ENSCAFG00845010450;ENSCAFG00845010463	0
ENSG00000228043	1	one_to_one	ENSCAFG00845010470	0	NA	NA	NA	0
ENSG00000272211	1	one_to_many	ENSCAFG00845022375;ENSCAFG00845022406	1	one_to_one	lncgDivg	ENSCAFG00845022375	0
ENSG00000288040	1	many_to_one	ENSCAFG00845026028	0	NA	NA	NA	1
ENSG00000231682	1	many_to_one	ENSCAFG00845026028	0	NA	NA	NA	1
ENSG00000281131	1	one_to_many	ENSCAFG00845026897;ENSCAFG00845026952	0	NA	NA	NA	0
ENSG00000286797	1	one_to_many	ENSCAFG00845016948;ENSCAFG00845016954;ENSCAFG00845016964	0	NA	NA	NA	0
ENSG00000231646	1	many_to_one	ENSCAFG00845017029	0	NA	NA	NA	0
ENSG00000226747	1	many_to_one	ENSCAFG00845017029	0	NA	NA	NA	0
ENSG00000289265	1	one_to_many	ENSCAFG00845015077;ENSCAFG00845015087;ENSCAFG00845015113	0	NA	NA	NA	0
ENSG00000235070	1	one_to_many	ENSCAFG00845015097;ENSCAFG00845015105;ENSCAFG00845015121;ENSCAFG00845015128	0	NA	NA	NA	1
ENSG00000225610	1	one_to_many	ENSCAFG00845020295;ENSCAFG00845020305;ENSCAFG00845020327;ENSCAFG00845020343	0	NA	NA	NA	0
ENSG00000225216	1	one_to_one	ENSCAFG00845020314	0	NA	NA	NA	0
ENSG00000234663	1	many_to_one	ENSCAFG00845027092	1	one_to_one	lincSS.dw	ENSCAFG00845027092	0
ENSG00000289389	1	many_to_one	ENSCAFG00845027092	0	NA	NA	NA	0
ENSG00000236153	1	many_to_many_DifferentNumber	ENSCAFG00845027032;ENSCAFG00845027042;ENSCAFG00845027055;ENSCAFG00845027064	0	NA	NA	NA	0
ENSG00000238171	1	many_to_many_DifferentNumber	ENSCAFG00845027032;ENSCAFG00845027042;ENSCAFG00845027055;ENSCAFG00845027064	1	one_to_one	lncgConv	ENSCAFG00845027032	0
ENSG00000226681	1	many_to_many_DifferentNumber	ENSCAFG00845027032;ENSCAFG00845027042;ENSCAFG00845027055;ENSCAFG00845027064	0	NA	NA	NA	0
ENSG00000231653	1	one_to_one	ENSCAFG00845021407	0	NA	NA	NA	0
ENSG00000228577	1	one_to_one	ENSCAFG00845021414	0	NA	NA	NA	1
ENSG00000234279	1	many_to_many_DifferentNumber	ENSCAFG00845030232;ENSCAFG00845030241;ENSCAFG00845030248;ENSCAFG00845030256	0	NA	NA	NA	0
ENSG00000286748	1	many_to_many_DifferentNumber	ENSCAFG00845030232;ENSCAFG00845030241;ENSCAFG00845030248;ENSCAFG00845030256	0	NA	NA	NA	0
ENSG00000226992	1	many_to_many_DifferentNumber	ENSCAFG00845030229;ENSCAFG00845030252	0	NA	NA	NA	0
ENSG00000286160	1	many_to_many_DifferentNumber	ENSCAFG00845030229;ENSCAFG00845030252	0	NA	NA	NA	0
ENSG00000225493	1	many_to_many_DifferentNumber	ENSCAFG00845030229;ENSCAFG00845030252	1	one_to_one	lincConv	ENSCAFG00845030252	0
ENSG00000229915	1	many_to_many_DifferentNumber	ENSCAFG00845030229;ENSCAFG00845030252	0	NA	NA	NA	1
ENSG00000229743	1	many_to_many_sameNumber	ENSCAFG00845009917;ENSCAFG00845009940	0	NA	NA	NA	0
ENSG00000224509	1	many_to_many_sameNumber	ENSCAFG00845009917;ENSCAFG00845009940	1	one_to_one	lncgDivg	ENSCAFG00845009917	0
ENSG00000204380	1	one_to_one	ENSCAFG00845027444	0	NA	NA	NA	1
ENSG00000285155	1	many_to_one	ENSCAFG00845029460	0	NA	NA	NA	1
ENSG00000285373	1	many_to_one	ENSCAFG00845029460	1	one_to_one	lncgSS.dw	ENSCAFG00845029460	0
ENSG00000239498	1	many_to_one	ENSCAFG00845030631	0	NA	NA	NA	0
ENSG00000235337	1	many_to_one	ENSCAFG00845030631	0	NA	NA	NA	0
ENSG00000236451	1	many_to_one	ENSCAFG00845030631	0	NA	NA	NA	0
ENSG00000224819	1	many_to_one	ENSCAFG00845030631	0	NA	NA	NA	0
ENSG00000267919	1	many_to_one	ENSCAFG00845030631	0	NA	NA	NA	0
ENSG00000227308	1	many_to_one	ENSCAFG00845030631	0	NA	NA	NA	0
ENSG00000288902	1	many_to_one	ENSCAFG00845030631	0	NA	NA	NA	0
ENSG00000223725	1	many_to_many_DifferentNumber	ENSCAFG00845021946;ENSCAFG00845021969	0	NA	NA	NA	1
ENSG00000237892	1	many_to_many_DifferentNumber	ENSCAFG00845021946;ENSCAFG00845021969	0	NA	NA	NA	1
ENSG00000234902	1	many_to_many_DifferentNumber	ENSCAFG00845021946;ENSCAFG00845021969	0	NA	NA	NA	1
ENSG00000240440	1	many_to_many_DifferentNumber	ENSCAFG00845021946;ENSCAFG00845021969	0	NA	NA	NA	1
ENSG00000224177	1	many_to_many_DifferentNumber	ENSCAFG00845028003;ENSCAFG00845028027;ENSCAFG00845028042	1	one_to_one	lincDivg	ENSCAFG00845028003	1
ENSG00000285569	1	many_to_many_DifferentNumber	ENSCAFG00845028003;ENSCAFG00845028027;ENSCAFG00845028042	1	one_to_many	lincConv	ENSCAFG00845028042;ENSCAFG00845028027	1
ENSG00000230952	1	many_to_one	ENSCAFG00845028034	0	NA	NA	NA	1
ENSG00000231403	1	many_to_one	ENSCAFG00845028034	0	NA	NA	NA	1
ENSG00000272183	1	many_to_one	ENSCAFG00845018844	1	one_to_one	lncgDivg	ENSCAFG00845018844	1
ENSG00000257702	1	many_to_one	ENSCAFG00845018844	0	NA	NA	NA	1
ENSG00000225057	1	one_to_one	ENSCAFG00845029882	0	NA	NA	NA	1
ENSG00000279484	1	one_to_many	ENSCAFG00845029719;ENSCAFG00845029729	1	one_to_one	lncgConv	ENSCAFG00845029719	1
ENSG00000225889	1	many_to_many_DifferentNumber	ENSCAFG00845020402;ENSCAFG00845020412;ENSCAFG00845020436	0	NA	NA	NA	1
ENSG00000288932	1	many_to_many_DifferentNumber	ENSCAFG00845020402;ENSCAFG00845020412;ENSCAFG00845020436	0	NA	NA	NA	1
ENSG00000230923	1	many_to_one	ENSCAFG00845020422	1	one_to_one	lincSS.up	ENSCAFG00845020422	1
ENSG00000238012	1	many_to_one	ENSCAFG00845020422	0	NA	NA	NA	1
ENSG00000238201	1	many_to_one	ENSCAFG00845020422	0	NA	NA	NA	1
ENSG00000289176	1	many_to_one	ENSCAFG00845020422	0	NA	NA	NA	1
ENSG00000223935	1	many_to_one	ENSCAFG00845020422	0	NA	NA	NA	1
ENSG00000290118	1	many_to_one	ENSCAFG00845020422	0	NA	NA	NA	1
ENSG00000223874	1	one_to_one	ENSCAFG00845025062	0	NA	NA	NA	0
ENSG00000261829	1	one_to_many	ENSCAFG00845022124;ENSCAFG00845022133	1	one_to_one	lncgSS.dw	ENSCAFG00845022124	1
ENSG00000225963	1	one_to_one	ENSCAFG00845020131	0	NA	NA	NA	0
ENSG00000283118	1	many_to_one	ENSCAFG00845006200	0	NA	NA	NA	0
ENSG00000238057	1	many_to_one	ENSCAFG00845006200	0	NA	NA	NA	0
ENSG00000226674	1	many_to_one	ENSCAFG00845006200	0	NA	NA	NA	0
ENSG00000286225	1	many_to_one	ENSCAFG00845006200	0	NA	NA	NA	0
ENSG00000233842	1	many_to_one	ENSCAFG00845006200	0	NA	NA	NA	0
ENSG00000231040	1	many_to_one	ENSCAFG00845006200	0	NA	NA	NA	0
ENSG00000287847	1	many_to_one	ENSCAFG00845006200	0	NA	NA	NA	0
ENSG00000232606	1	many_to_one	ENSCAFG00845006200	0	NA	NA	NA	0
ENSG00000286207	1	many_to_one	ENSCAFG00845010782	0	NA	NA	NA	1
ENSG00000287085	1	many_to_one	ENSCAFG00845010782	0	NA	NA	NA	0
ENSG00000224606	1	one_to_one	ENSCAFG00845027921	0	NA	NA	NA	1
ENSG00000235881	1	one_to_one	ENSCAFG00845008835	0	NA	NA	NA	0
ENSG00000273209	1	one_to_one	ENSCAFG00845030752	0	NA	NA	NA	1
ENSG00000230393	1	many_to_one	ENSCAFG00845016619	0	NA	NA	NA	1
ENSG00000232084	1	many_to_one	ENSCAFG00845016619	0	NA	NA	NA	1
ENSG00000286244	1	one_to_one	ENSCAFG00845016608	0	NA	NA	NA	1
ENSG00000234584	1	one_to_one	ENSCAFG00845026274	1	one_to_one	lncgSS.dw	ENSCAFG00845026274	1
ENSG00000243389	1	many_to_one	ENSCAFG00845011016	0	NA	NA	NA	1
ENSG00000228251	1	many_to_one	ENSCAFG00845011016	0	NA	NA	NA	1
ENSG00000234949	1	many_to_one	ENSCAFG00845028849	1	one_to_one	lncgDivg	ENSCAFG00845028849	0
ENSG00000227107	1	many_to_one	ENSCAFG00845028849	0	NA	NA	NA	0
ENSG00000261338	1	one_to_one	ENSCAFG00845026647	1	one_to_one	lncgSS.dw	ENSCAFG00845026647	0
ENSG00000286011	1	one_to_one	ENSCAFG00845014367	0	NA	NA	NA	1
ENSG00000231908	1	one_to_one	ENSCAFG00845023528	0	NA	NA	NA	1
ENSG00000289082	1	many_to_many_DifferentNumber	ENSCAFG00845025071;ENSCAFG00845025110	1	many_to_one	lncgDivg	ENSCAFG00845025071	0
ENSG00000288886	1	many_to_many_DifferentNumber	ENSCAFG00845025071;ENSCAFG00845025110	1	many_to_one	lncgDivg	ENSCAFG00845025071	0
ENSG00000286796	1	many_to_many_DifferentNumber	ENSCAFG00845025071;ENSCAFG00845025110	0	NA	NA	NA	0
ENSG00000287387	1	many_to_many_DifferentNumber	ENSCAFG00845025071;ENSCAFG00845025110	1	one_to_one	lncgConv	ENSCAFG00845025110	0
ENSG00000231826	1	many_to_one	ENSCAFG00845025101	0	NA	NA	NA	0
ENSG00000233978	1	many_to_one	ENSCAFG00845025101	0	NA	NA	NA	0
ENSG00000230587	1	many_to_one	ENSCAFG00845025101	0	NA	NA	NA	0
ENSG00000231597	1	one_to_one	ENSCAFG00845025028	0	NA	NA	NA	0
ENSG00000283994	1	many_to_one	ENSCAFG00845013756	0	NA	NA	NA	1
ENSG00000236356	1	many_to_one	ENSCAFG00845013756	1	one_to_one	lincSS.dw	ENSCAFG00845013756	1
ENSG00000232377	1	many_to_one	ENSCAFG00845013756	0	NA	NA	NA	1
ENSG00000228925	1	many_to_one	ENSCAFG00845028153	0	NA	NA	NA	1
ENSG00000239332	1	many_to_one	ENSCAFG00845028153	1	one_to_one	lincSS.dw	ENSCAFG00845028153	1
ENSG00000226548	1	one_to_one	ENSCAFG00845028119	0	NA	NA	NA	1
ENSG00000272979	1	many_to_one	ENSCAFG00845025242	0	NA	NA	NA	1
ENSG00000290089	1	many_to_one	ENSCAFG00845025242	0	NA	NA	NA	1
ENSG00000237298	1	one_to_one	ENSCAFG00845022594	1	one_to_one	lncgConv	ENSCAFG00845022594	0
ENSG00000226087	1	one_to_one	ENSCAFG00845005271	0	NA	NA	NA	0
ENSG00000234690	1	one_to_one	ENSCAFG00845005280	0	NA	NA	NA	0
ENSG00000222000	1	one_to_one	ENSCAFG00845020262	1	one_to_one	lincDivg	ENSCAFG00845020262	1
ENSG00000289294	1	one_to_many	ENSCAFG00845016344;ENSCAFG00845016355	1	one_to_one	lncgDivg	ENSCAFG00845016355	1
ENSG00000226320	1	many_to_one	ENSCAFG00845024991	0	NA	NA	NA	0
ENSG00000287641	1	many_to_one	ENSCAFG00845024991	0	NA	NA	NA	0
ENSG00000287981	1	many_to_one	ENSCAFG00845024991	0	NA	NA	NA	0
ENSG00000236452	1	many_to_one	ENSCAFG00845024991	0	NA	NA	NA	0
ENSG00000227498	1	many_to_one	ENSCAFG00845024957	0	NA	NA	NA	0
ENSG00000289420	1	many_to_one	ENSCAFG00845024957	0	NA	NA	NA	0
ENSG00000230830	1	one_to_one	ENSCAFG00845025651	0	NA	NA	NA	0
ENSG00000225044	1	many_to_many_DifferentNumber	ENSCAFG00845012865;ENSCAFG00845012884;ENSCAFG00845012891;ENSCAFG00845012902;ENSCAFG00845012918;ENSCAFG00845012934;ENSCAFG00845012947;ENSCAFG00845012953	0	NA	NA	NA	0
ENSG00000288831	1	many_to_many_DifferentNumber	ENSCAFG00845012865;ENSCAFG00845012884;ENSCAFG00845012891;ENSCAFG00845012902;ENSCAFG00845012918;ENSCAFG00845012934;ENSCAFG00845012947;ENSCAFG00845012953	0	NA	NA	NA	0
ENSG00000225386	1	many_to_many_DifferentNumber	ENSCAFG00845026398;ENSCAFG00845026408;ENSCAFG00845026418;ENSCAFG00845026427;ENSCAFG00845026432;ENSCAFG00845026444;ENSCAFG00845026455;ENSCAFG00845026468	0	NA	NA	NA	0
ENSG00000230891	1	many_to_many_DifferentNumber	ENSCAFG00845026398;ENSCAFG00845026408;ENSCAFG00845026418;ENSCAFG00845026427;ENSCAFG00845026432;ENSCAFG00845026444;ENSCAFG00845026455;ENSCAFG00845026468	0	NA	NA	NA	0
ENSG00000225542	1	many_to_many_DifferentNumber	ENSCAFG00845020127;ENSCAFG00845020141;ENSCAFG00845020154;ENSCAFG00845020163;ENSCAFG00845020202	0	NA	NA	NA	0
ENSG00000223351	1	many_to_many_DifferentNumber	ENSCAFG00845020127;ENSCAFG00845020141;ENSCAFG00845020154;ENSCAFG00845020163;ENSCAFG00845020202	0	NA	NA	NA	0
ENSG00000233153	1	one_to_one	ENSCAFG00845020177	0	NA	NA	NA	0
ENSG00000231304	1	many_to_one	ENSCAFG00845020353	0	NA	NA	NA	0
ENSG00000261734	1	many_to_one	ENSCAFG00845020353	0	NA	NA	NA	0
ENSG00000282987	1	one_to_one	ENSCAFG00845020379	0	NA	NA	NA	0
ENSG00000243149	1	many_to_many_DifferentNumber	ENSCAFG00845012707;ENSCAFG00845012740	0	NA	NA	NA	1
ENSG00000241158	1	many_to_many_DifferentNumber	ENSCAFG00845012707;ENSCAFG00845012740	0	NA	NA	NA	1
ENSG00000241684	1	many_to_many_DifferentNumber	ENSCAFG00845012707;ENSCAFG00845012740	0	NA	NA	NA	1
ENSG00000244461	1	many_to_one	ENSCAFG00845020683	0	NA	NA	NA	0
ENSG00000287567	1	many_to_one	ENSCAFG00845020683	0	NA	NA	NA	1
ENSG00000241111	1	many_to_one	ENSCAFG00845013442	1	one_to_one	lncgConv	ENSCAFG00845013442	1
ENSG00000243410	1	many_to_one	ENSCAFG00845013442	0	NA	NA	NA	0
ENSG00000272181	1	many_to_one	ENSCAFG00845013442	0	NA	NA	NA	1
ENSG00000189196	1	one_to_one	ENSCAFG00845013456	0	NA	NA	NA	1
ENSG00000240175	1	one_to_one	ENSCAFG00845011901	0	NA	NA	NA	0
ENSG00000241884	1	one_to_many	ENSCAFG00845011390;ENSCAFG00845011440	0	NA	NA	NA	1
ENSG00000287131	1	many_to_one	ENSCAFG00845007440	0	NA	NA	NA	0
ENSG00000273461	1	many_to_one	ENSCAFG00845007440	0	NA	NA	NA	0
ENSG00000272774	1	many_to_one	ENSCAFG00845007440	0	NA	NA	NA	0
ENSG00000243083	1	many_to_one	ENSCAFG00845007440	0	NA	NA	NA	0
ENSG00000288074	1	many_to_one	ENSCAFG00845015227	0	NA	NA	NA	0
ENSG00000242880	1	many_to_one	ENSCAFG00845015227	1	many_to_one	lncgDivg	ENSCAFG00845015227	0
ENSG00000241560	1	many_to_one	ENSCAFG00845015227	1	many_to_one	lncgDivg	ENSCAFG00845015227	0
ENSG00000242290	1	many_to_one	ENSCAFG00845015227	1	many_to_one	lncgDivg	ENSCAFG00845015227	0
ENSG00000241295	1	many_to_one	ENSCAFG00845015227	1	many_to_one	lncgDivg	ENSCAFG00845015227	0
ENSG00000239946	1	many_to_one	ENSCAFG00845015227	1	many_to_one	lncgDivg	ENSCAFG00845015227	0
ENSG00000242767	1	many_to_one	ENSCAFG00845015227	1	many_to_one	lncgDivg	ENSCAFG00845015227	0
ENSG00000288896	1	many_to_one	ENSCAFG00845015227	1	many_to_one	lncgDivg	ENSCAFG00845015227	0
ENSG00000287795	1	many_to_many_sameNumber	ENSCAFG00845015243;ENSCAFG00845015254	0	NA	NA	NA	0
ENSG00000259976	1	many_to_many_sameNumber	ENSCAFG00845015243;ENSCAFG00845015254	1	one_to_one	lncgSS.up	ENSCAFG00845015243	1
ENSG00000243197	1	many_to_one	ENSCAFG00845015654	0	NA	NA	NA	0
ENSG00000242385	1	many_to_one	ENSCAFG00845015654	0	NA	NA	NA	0
ENSG00000286660	1	many_to_one	ENSCAFG00845015654	0	NA	NA	NA	0
ENSG00000240922	1	many_to_one	ENSCAFG00845015654	0	NA	NA	NA	0
ENSG00000241397	1	many_to_one	ENSCAFG00845015654	0	NA	NA	NA	0
ENSG00000242816	1	many_to_one	ENSCAFG00845015654	0	NA	NA	NA	0
ENSG00000243276	1	many_to_one	ENSCAFG00845015643	1	one_to_one	lincSS.dw	ENSCAFG00845015643	0
ENSG00000241213	1	many_to_one	ENSCAFG00845015643	0	NA	NA	NA	0
ENSG00000239268	1	many_to_one	ENSCAFG00845015643	0	NA	NA	NA	0
ENSG00000280382	1	one_to_one	ENSCAFG00845020478	0	NA	NA	NA	1
ENSG00000241316	1	one_to_one	ENSCAFG00845011101	0	NA	NA	NA	0
ENSG00000224074	1	one_to_one	ENSCAFG00845019655	0	NA	NA	NA	1
ENSG00000240012	1	many_to_one	ENSCAFG00845029305	0	NA	NA	NA	1
ENSG00000244493	1	many_to_one	ENSCAFG00845029305	0	NA	NA	NA	1
ENSG00000240888	1	one_to_one	ENSCAFG00845019899	0	NA	NA	NA	1
ENSG00000244124	1	one_to_one	ENSCAFG00845028358	0	NA	NA	NA	0
ENSG00000241131	1	many_to_many_DifferentNumber	ENSCAFG00845021941;ENSCAFG00845021992;ENSCAFG00845022037;ENSCAFG00845022183;ENSCAFG00845022204	0	NA	NA	NA	1
ENSG00000285660	1	many_to_many_DifferentNumber	ENSCAFG00845021941;ENSCAFG00845021992;ENSCAFG00845022037;ENSCAFG00845022183;ENSCAFG00845022204	0	NA	NA	NA	1
ENSG00000241792	1	many_to_many_DifferentNumber	ENSCAFG00845021941;ENSCAFG00845021992;ENSCAFG00845022037;ENSCAFG00845022183;ENSCAFG00845022204	0	NA	NA	NA	1
ENSG00000242440	1	many_to_many_DifferentNumber	ENSCAFG00845021941;ENSCAFG00845021992;ENSCAFG00845022037;ENSCAFG00845022183;ENSCAFG00845022204	0	NA	NA	NA	1
ENSG00000244650	1	many_to_many_DifferentNumber	ENSCAFG00845021941;ENSCAFG00845021992;ENSCAFG00845022037;ENSCAFG00845022183;ENSCAFG00845022204	0	NA	NA	NA	1
ENSG00000239922	1	many_to_many_DifferentNumber	ENSCAFG00845021941;ENSCAFG00845021992;ENSCAFG00845022037;ENSCAFG00845022183;ENSCAFG00845022204	0	NA	NA	NA	1
ENSG00000243347	1	many_to_many_DifferentNumber	ENSCAFG00845021968;ENSCAFG00845021980;ENSCAFG00845022010;ENSCAFG00845022027;ENSCAFG00845022089;ENSCAFG00845022192;ENSCAFG00845022212	0	NA	NA	NA	1
ENSG00000285557	1	many_to_many_DifferentNumber	ENSCAFG00845021968;ENSCAFG00845021980;ENSCAFG00845022010;ENSCAFG00845022027;ENSCAFG00845022089;ENSCAFG00845022192;ENSCAFG00845022212	0	NA	NA	NA	1
ENSG00000285798	1	many_to_many_DifferentNumber	ENSCAFG00845021968;ENSCAFG00845021980;ENSCAFG00845022010;ENSCAFG00845022027;ENSCAFG00845022089;ENSCAFG00845022192;ENSCAFG00845022212	0	NA	NA	NA	1
ENSG00000239661	1	many_to_many_DifferentNumber	ENSCAFG00845021968;ENSCAFG00845021980;ENSCAFG00845022010;ENSCAFG00845022027;ENSCAFG00845022089;ENSCAFG00845022192;ENSCAFG00845022212	0	NA	NA	NA	1
ENSG00000289451	1	many_to_many_DifferentNumber	ENSCAFG00845021968;ENSCAFG00845021980;ENSCAFG00845022010;ENSCAFG00845022027;ENSCAFG00845022089;ENSCAFG00845022192;ENSCAFG00845022212	0	NA	NA	NA	1
ENSG00000239453	1	one_to_one	ENSCAFG00845030253	0	NA	NA	NA	1
ENSG00000289632	1	one_to_one	ENSCAFG00845027667	0	NA	NA	NA	1
ENSG00000250433	1	many_to_one	ENSCAFG00845027655	0	NA	NA	NA	1
ENSG00000249290	1	many_to_one	ENSCAFG00845027655	0	NA	NA	NA	1
ENSG00000251058	1	many_to_one	ENSCAFG00845027655	0	NA	NA	NA	1
ENSG00000286735	1	one_to_one	ENSCAFG00845018648	1	one_to_one	lncgDivg	ENSCAFG00845018648	0
ENSG00000250608	1	many_to_one	ENSCAFG00845028848	0	NA	NA	NA	0
ENSG00000250129	1	many_to_one	ENSCAFG00845028848	0	NA	NA	NA	1
ENSG00000241679	1	one_to_one	ENSCAFG00845029247	1	one_to_one	lncgSS.dw	ENSCAFG00845029247	1
ENSG00000240137	1	one_to_one	ENSCAFG00845025502	0	NA	NA	NA	1
ENSG00000287688	1	one_to_one	ENSCAFG00845025477	0	NA	NA	NA	1
ENSG00000243733	1	one_to_one	ENSCAFG00845029229	0	NA	NA	NA	1
ENSG00000241220	1	many_to_many_DifferentNumber	ENSCAFG00845020026;ENSCAFG00845020146	0	NA	NA	NA	1
ENSG00000241912	1	many_to_many_DifferentNumber	ENSCAFG00845020026;ENSCAFG00845020146	0	NA	NA	NA	1
ENSG00000243486	1	many_to_many_DifferentNumber	ENSCAFG00845020026;ENSCAFG00845020146	0	NA	NA	NA	1
ENSG00000237787	1	many_to_many_DifferentNumber	ENSCAFG00845020026;ENSCAFG00845020146	0	NA	NA	NA	1
ENSG00000238755	1	many_to_one	ENSCAFG00845020194	0	NA	NA	NA	1
ENSG00000243069	1	many_to_one	ENSCAFG00845020194	0	NA	NA	NA	1
ENSG00000290079	1	many_to_one	ENSCAFG00845020194	1	one_to_one	lincConv	ENSCAFG00845020194	1
ENSG00000249417	1	many_to_one	ENSCAFG00845027948	0	NA	NA	NA	1
ENSG00000287155	1	many_to_one	ENSCAFG00845027948	0	NA	NA	NA	1
ENSG00000239205	1	one_to_many	ENSCAFG00845018092;ENSCAFG00845018104	1	one_to_one	lincSS.dw	ENSCAFG00845018092	1
ENSG00000241570	1	one_to_one	ENSCAFG00845029119	1	one_to_one	lncgSS.up	ENSCAFG00845029119	1
ENSG00000240875	1	one_to_one	ENSCAFG00845023090	0	NA	NA	NA	1
ENSG00000238031	1	many_to_many_DifferentNumber	ENSCAFG00845030802;ENSCAFG00845030807	0	NA	NA	NA	0
ENSG00000233987	1	many_to_many_DifferentNumber	ENSCAFG00845030802;ENSCAFG00845030807	0	NA	NA	NA	1
ENSG00000237222	1	many_to_many_DifferentNumber	ENSCAFG00845030802;ENSCAFG00845030807	0	NA	NA	NA	1
ENSG00000230401	1	many_to_many_DifferentNumber	ENSCAFG00845030781;ENSCAFG00845030804;ENSCAFG00845030811	0	NA	NA	NA	0
ENSG00000287073	1	many_to_many_DifferentNumber	ENSCAFG00845030781;ENSCAFG00845030804;ENSCAFG00845030811	0	NA	NA	NA	1
ENSG00000286661	1	many_to_many_sameNumber	ENSCAFG00845030109;ENSCAFG00845030113;ENSCAFG00845030117	1	one_to_one	lincConv	ENSCAFG00845030113	1
ENSG00000232065	1	many_to_many_sameNumber	ENSCAFG00845030109;ENSCAFG00845030113;ENSCAFG00845030117	1	one_to_one	lincDivg	ENSCAFG00845030117	1
ENSG00000288990	1	many_to_many_sameNumber	ENSCAFG00845030109;ENSCAFG00845030113;ENSCAFG00845030117	0	NA	NA	NA	1
ENSG00000288794	1	one_to_one	ENSCAFG00845023287	1	one_to_one	lncgSS.dw	ENSCAFG00845023287	1
ENSG00000224563	1	many_to_one	ENSCAFG00845023293	0	NA	NA	NA	0
ENSG00000234076	1	many_to_one	ENSCAFG00845023293	0	NA	NA	NA	1
ENSG00000289885	1	one_to_one	ENSCAFG00845019998	1	one_to_one	lncgSS.up	ENSCAFG00845019998	0
ENSG00000287198	1	one_to_one	ENSCAFG00845022626	0	NA	NA	NA	1
