lncRNAid_Canis_lupus_familiaris	isTable_1_Homo_sapiens	orthology_type_synteny_Homo_sapiens	lncRNA_synteny_id_Homo_sapiens	isTable_2_Homo_sapiens	orthology_type_configuration_Homo_sapiens	configuration_type_configuration_Homo_sapiens	lncRNA_configuration_id_Homo_sapiens	isTable_3_Homo_sapiens
ENSCAFG00845004336	1	one_to_many	ENSG00000278716;ENSG00000260417;ENSG00000287787;ENSG00000179219	0	NA	NA	NA	1
ENSCAFG00845004596	1	one_to_many	ENSG00000260859;ENSG00000260340	1	one_to_one	lincSS.dw	ENSG00000260340	1
ENSCAFG00845005402	1	one_to_many	ENSG00000259833;ENSG00000259798	0	NA	NA	NA	1
ENSCAFG00845005826	1	many_to_many_DifferentNumber	ENSG00000226476;ENSG00000231252	0	NA	NA	NA	0
ENSCAFG00845005845	1	many_to_many_DifferentNumber	ENSG00000226476;ENSG00000231252	0	NA	NA	NA	0
ENSCAFG00845005858	1	many_to_many_DifferentNumber	ENSG00000226476;ENSG00000231252	0	NA	NA	NA	0
ENSCAFG00845005882	1	many_to_many_DifferentNumber	ENSG00000237654;ENSG00000285980;ENSG00000238117;ENSG00000224700;ENSG00000224795	0	NA	NA	NA	0
ENSCAFG00845005901	1	many_to_many_DifferentNumber	ENSG00000237654;ENSG00000285980;ENSG00000238117;ENSG00000224700;ENSG00000224795	0	NA	NA	NA	0
ENSCAFG00845005893	1	one_to_one	ENSG00000238262	0	NA	NA	NA	0
ENSCAFG00845006993	1	many_to_one	ENSG00000290536	0	NA	NA	NA	1
ENSCAFG00845007055	1	many_to_one	ENSG00000290536	0	NA	NA	NA	1
ENSCAFG00845007388	1	many_to_one	ENSG00000290536	0	NA	NA	NA	1
ENSCAFG00845007461	1	many_to_one	ENSG00000290536	0	NA	NA	NA	1
ENSCAFG00845007019	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007031	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007042	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007069	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007080	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007093	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007101	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007116	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007133	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007141	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007157	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007170	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007178	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007187	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007209	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007223	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007240	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007252	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007268	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007278	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007285	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007312	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007323	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007333	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007344	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007357	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007370	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007401	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007417	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007424	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007483	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007493	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007504	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007516	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007527	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007536	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007547	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007562	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007579	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007595	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845007606	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845013503	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845013508	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845013510	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845013519	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845013523	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845013530	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845013537	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845013538	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	0	NA	NA	NA	1
ENSCAFG00845013543	1	many_to_many_DifferentNumber	ENSG00000226759;ENSG00000227935;ENSG00000235038	1	one_to_many	lncgDivg	ENSG00000235038;ENSG00000226759;ENSG00000227935	1
ENSCAFG00845008242	1	one_to_one	ENSG00000254703	0	NA	NA	NA	1
ENSCAFG00845008691	1	one_to_many	ENSG00000258779;ENSG00000261227;ENSG00000271009;ENSG00000259209;ENSG00000260848;ENSG00000259817;ENSG00000260880;ENSG00000284675;ENSG00000283457;ENSG00000261248	0	NA	NA	NA	1
ENSCAFG00845008701	1	many_to_many_DifferentNumber	ENSG00000261404;ENSG00000272330;ENSG00000275236	0	NA	NA	NA	1
ENSCAFG00845008709	1	many_to_many_DifferentNumber	ENSG00000261404;ENSG00000272330;ENSG00000275236	0	NA	NA	NA	1
ENSCAFG00845011148	1	one_to_one	ENSG00000259290	1	one_to_one	lncgSS.dw	ENSG00000259290	1
ENSCAFG00845011542	1	one_to_one	ENSG00000260441	0	NA	NA	NA	1
ENSCAFG00845011618	1	many_to_one	ENSG00000254943	0	NA	NA	NA	1
ENSCAFG00845011625	1	many_to_one	ENSG00000254943	0	NA	NA	NA	1
ENSCAFG00845012137	1	one_to_many	ENSG00000261742;ENSG00000260004;ENSG00000260695;ENSG00000259847;ENSG00000260834	0	NA	NA	NA	0
ENSCAFG00845012148	1	one_to_many	ENSG00000260364;ENSG00000261818;ENSG00000286928	1	one_to_one	lincSS.up	ENSG00000286928	0
ENSCAFG00845013575	1	one_to_one	ENSG00000250493	0	NA	NA	NA	0
ENSCAFG00845014353	1	one_to_many	ENSG00000254863;ENSG00000255216	0	NA	NA	NA	0
ENSCAFG00845014420	1	one_to_many	ENSG00000263873;ENSG00000289553	0	NA	NA	NA	1
ENSCAFG00845016053	1	one_to_many	ENSG00000230138;ENSG00000226938	0	NA	NA	NA	1
ENSCAFG00845016240	1	one_to_one	ENSG00000276406	0	NA	NA	NA	1
ENSCAFG00845017340	1	one_to_one	ENSG00000236723	0	NA	NA	NA	0
ENSCAFG00845017407	1	one_to_one	ENSG00000261029	0	NA	NA	NA	0
ENSCAFG00845018118	1	one_to_many	ENSG00000227078;ENSG00000231477	0	NA	NA	NA	1
ENSCAFG00845021276	1	many_to_many_DifferentNumber	ENSG00000260969;ENSG00000287106;ENSG00000260733;ENSG00000286894;ENSG00000260694;ENSG00000277954;ENSG00000285918;ENSG00000261722	0	NA	NA	NA	1
ENSCAFG00845021288	1	many_to_many_DifferentNumber	ENSG00000260969;ENSG00000287106;ENSG00000260733;ENSG00000286894;ENSG00000260694;ENSG00000277954;ENSG00000285918;ENSG00000261722	0	NA	NA	NA	1
ENSCAFG00845021302	1	many_to_many_DifferentNumber	ENSG00000260969;ENSG00000287106;ENSG00000260733;ENSG00000286894;ENSG00000260694;ENSG00000277954;ENSG00000285918;ENSG00000261722	0	NA	NA	NA	1
ENSCAFG00845021315	1	many_to_many_DifferentNumber	ENSG00000260969;ENSG00000287106;ENSG00000260733;ENSG00000286894;ENSG00000260694;ENSG00000277954;ENSG00000285918;ENSG00000261722	0	NA	NA	NA	1
ENSCAFG00845021333	1	many_to_many_DifferentNumber	ENSG00000260969;ENSG00000287106;ENSG00000260733;ENSG00000286894;ENSG00000260694;ENSG00000277954;ENSG00000285918;ENSG00000261722	0	NA	NA	NA	1
ENSCAFG00845021346	1	many_to_many_DifferentNumber	ENSG00000260969;ENSG00000287106;ENSG00000260733;ENSG00000286894;ENSG00000260694;ENSG00000277954;ENSG00000285918;ENSG00000261722	0	NA	NA	NA	1
ENSCAFG00845021376	1	many_to_many_DifferentNumber	ENSG00000260969;ENSG00000287106;ENSG00000260733;ENSG00000286894;ENSG00000260694;ENSG00000277954;ENSG00000285918;ENSG00000261722	0	NA	NA	NA	1
ENSCAFG00845021260	1	many_to_many_DifferentNumber	ENSG00000276007;ENSG00000261837;ENSG00000260816;ENSG00000261537;ENSG00000260479;ENSG00000260511;ENSG00000261472;ENSG00000288821	1	many_to_one	lincConv	ENSG00000261472	1
ENSCAFG00845021337	1	many_to_many_DifferentNumber	ENSG00000276007;ENSG00000261837;ENSG00000260816;ENSG00000261537;ENSG00000260479;ENSG00000260511;ENSG00000261472;ENSG00000288821	1	many_to_one	lincConv	ENSG00000261472	1
ENSCAFG00845021356	1	many_to_many_DifferentNumber	ENSG00000276007;ENSG00000261837;ENSG00000260816;ENSG00000261537;ENSG00000260479;ENSG00000260511;ENSG00000261472;ENSG00000288821	1	many_to_one	lincConv	ENSG00000261472	1
ENSCAFG00845021365	1	many_to_many_DifferentNumber	ENSG00000276007;ENSG00000261837;ENSG00000260816;ENSG00000261537;ENSG00000260479;ENSG00000260511;ENSG00000261472;ENSG00000288821	1	many_to_one	lincConv	ENSG00000261472	1
ENSCAFG00845021391	1	many_to_many_DifferentNumber	ENSG00000276007;ENSG00000261837;ENSG00000260816;ENSG00000261537;ENSG00000260479;ENSG00000260511;ENSG00000261472;ENSG00000288821	1	many_to_one	lincConv	ENSG00000261472	1
ENSCAFG00845023863	1	one_to_one	ENSG00000259992	1	one_to_one	lncgDivg	ENSG00000276523	1
ENSCAFG00845023855	1	one_to_one	ENSG00000276408	0	NA	NA	NA	1
ENSCAFG00845024153	1	many_to_one	ENSG00000290056	1	many_to_one	lincSS.dw	ENSG00000290056	1
ENSCAFG00845024165	1	many_to_one	ENSG00000290056	1	many_to_one	lincSS.dw	ENSG00000290056	1
ENSCAFG00845024858	1	one_to_one	ENSG00000261058	1	one_to_one	lncgDivg	ENSG00000261058	1
ENSCAFG00845025446	1	many_to_many_sameNumber	ENSG00000230969;ENSG00000287114	0	NA	NA	NA	0
ENSCAFG00845025454	1	many_to_many_sameNumber	ENSG00000230969;ENSG00000287114	1	one_to_one	lincSS.up	ENSG00000287114	0
ENSCAFG00845027520	1	one_to_one	ENSG00000233645	0	NA	NA	NA	1
ENSCAFG00845028737	1	many_to_many_sameNumber	ENSG00000289914;ENSG00000228526	0	NA	NA	NA	1
ENSCAFG00845028763	1	many_to_many_sameNumber	ENSG00000289914;ENSG00000228526	1	one_to_one	lincDivg	ENSG00000228526	1
ENSCAFG00845000325	1	many_to_one	ENSG00000285551	0	NA	NA	NA	1
ENSCAFG00845003338	1	many_to_one	ENSG00000285551	0	NA	NA	NA	1
ENSCAFG00845003344	1	many_to_one	ENSG00000285551	0	NA	NA	NA	1
ENSCAFG00845003351	1	many_to_one	ENSG00000285551	0	NA	NA	NA	1
ENSCAFG00845003363	1	many_to_one	ENSG00000285551	0	NA	NA	NA	1
ENSCAFG00845003341	1	many_to_one	ENSG00000238280	0	NA	NA	NA	1
ENSCAFG00845003356	1	many_to_one	ENSG00000238280	0	NA	NA	NA	1
ENSCAFG00845003358	1	many_to_one	ENSG00000238280	0	NA	NA	NA	1
ENSCAFG00845000813	1	one_to_one	ENSG00000272767	0	NA	NA	NA	1
ENSCAFG00845000965	1	one_to_many	ENSG00000253295;ENSG00000253736	0	NA	NA	NA	1
ENSCAFG00845001502	1	one_to_many	ENSG00000253792;ENSG00000253449;ENSG00000276778	0	NA	NA	NA	0
ENSCAFG00845001652	1	many_to_many_DifferentNumber	ENSG00000249102;ENSG00000248279;ENSG00000251443	0	NA	NA	NA	0
ENSCAFG00845001660	1	many_to_many_DifferentNumber	ENSG00000249102;ENSG00000248279;ENSG00000251443	0	NA	NA	NA	0
ENSCAFG00845002505	1	one_to_one	ENSG00000260400	1	one_to_one	lncgSS.dw	ENSG00000260400	1
ENSCAFG00845003470	1	many_to_one	ENSG00000249740	0	NA	NA	NA	0
ENSCAFG00845003489	1	many_to_one	ENSG00000249740	0	NA	NA	NA	0
ENSCAFG00845003502	1	many_to_one	ENSG00000249740	0	NA	NA	NA	0
ENSCAFG00845003499	1	many_to_many_DifferentNumber	ENSG00000251189;ENSG00000250629;ENSG00000244968	1	one_to_one	lincDivg	ENSG00000251189	0
ENSCAFG00845003505	1	many_to_many_DifferentNumber	ENSG00000251189;ENSG00000250629;ENSG00000244968	1	one_to_one	lncgDivg	ENSG00000244968	0
ENSCAFG00845003773	1	one_to_one	ENSG00000250250	0	NA	NA	NA	1
ENSCAFG00845004475	1	one_to_one	ENSG00000237512	0	NA	NA	NA	1
ENSCAFG00845004978	1	one_to_one	ENSG00000287695	1	one_to_one	lncgSS.dw	ENSG00000287695	1
ENSCAFG00845005061	1	one_to_one	ENSG00000249484	0	NA	NA	NA	0
ENSCAFG00845005079	1	one_to_many	ENSG00000254226;ENSG00000286749	0	NA	NA	NA	0
ENSCAFG00845006535	1	one_to_one	ENSG00000227896	1	one_to_one	lncgDivg	ENSG00000227896	0
ENSCAFG00845009524	1	one_to_many	ENSG00000253865;ENSG00000249669	0	NA	NA	NA	1
ENSCAFG00845010760	1	one_to_one	ENSG00000286634	0	NA	NA	NA	0
ENSCAFG00845012545	1	one_to_many	ENSG00000250909;ENSG00000251414	1	one_to_many	lncgDivg	ENSG00000250909;ENSG00000251414	1
ENSCAFG00845014216	1	one_to_many	ENSG00000230417;ENSG00000229543;ENSG00000230229;ENSG00000282863;ENSG00000283096	0	NA	NA	NA	1
ENSCAFG00845014258	1	many_to_many_DifferentNumber	ENSG00000228683;ENSG00000282952;ENSG00000288090;ENSG00000229569;ENSG00000224596	0	NA	NA	NA	1
ENSCAFG00845014264	1	many_to_many_DifferentNumber	ENSG00000228683;ENSG00000282952;ENSG00000288090;ENSG00000229569;ENSG00000224596	0	NA	NA	NA	1
ENSCAFG00845015708	1	many_to_one	ENSG00000231082	0	NA	NA	NA	1
ENSCAFG00845015749	1	many_to_one	ENSG00000231082	0	NA	NA	NA	1
ENSCAFG00845015719	1	many_to_one	ENSG00000287358	0	NA	NA	NA	1
ENSCAFG00845015727	1	many_to_one	ENSG00000287358	1	one_to_many	lncgDivg	ENSG00000229458;ENSG00000287358;ENSG00000225738;ENSG00000285739	1
ENSCAFG00845000172	1	many_to_one	ENSG00000289395	0	NA	NA	NA	1
ENSCAFG00845000179	1	many_to_one	ENSG00000289395	0	NA	NA	NA	1
ENSCAFG00845000176	1	one_to_many	ENSG00000285994;ENSG00000285520	1	one_to_one	lncgConv	ENSG00000285520	0
ENSCAFG00845000352	1	many_to_one	ENSG00000205740	0	NA	NA	NA	0
ENSCAFG00845000360	1	many_to_one	ENSG00000205740	0	NA	NA	NA	0
ENSCAFG00845000364	1	many_to_one	ENSG00000229869	0	NA	NA	NA	0
ENSCAFG00845000368	1	many_to_one	ENSG00000229869	0	NA	NA	NA	0
ENSCAFG00845000465	1	one_to_many	ENSG00000271926;ENSG00000272081	0	NA	NA	NA	0
ENSCAFG00845000472	1	one_to_many	ENSG00000271046;ENSG00000271360	0	NA	NA	NA	0
ENSCAFG00845000956	1	one_to_one	ENSG00000289380	1	one_to_one	lncgSS.dw	ENSG00000289380	1
ENSCAFG00845000985	1	many_to_many_DifferentNumber	ENSG00000232170;ENSG00000234306;ENSG00000287120;ENSG00000286439;ENSG00000228636;ENSG00000197308;ENSG00000225383;ENSG00000270111;ENSG00000289897	0	NA	NA	NA	0
ENSCAFG00845000988	1	many_to_many_DifferentNumber	ENSG00000232170;ENSG00000234306;ENSG00000287120;ENSG00000286439;ENSG00000228636;ENSG00000197308;ENSG00000225383;ENSG00000270111;ENSG00000289897	0	NA	NA	NA	0
ENSCAFG00845000994	1	many_to_many_DifferentNumber	ENSG00000232170;ENSG00000234306;ENSG00000287120;ENSG00000286439;ENSG00000228636;ENSG00000197308;ENSG00000225383;ENSG00000270111;ENSG00000289897	0	NA	NA	NA	0
ENSCAFG00845001001	1	many_to_many_DifferentNumber	ENSG00000232170;ENSG00000234306;ENSG00000287120;ENSG00000286439;ENSG00000228636;ENSG00000197308;ENSG00000225383;ENSG00000270111;ENSG00000289897	0	NA	NA	NA	0
ENSCAFG00845001005	1	many_to_many_DifferentNumber	ENSG00000232170;ENSG00000234306;ENSG00000287120;ENSG00000286439;ENSG00000228636;ENSG00000197308;ENSG00000225383;ENSG00000270111;ENSG00000289897	0	NA	NA	NA	0
ENSCAFG00845001008	1	many_to_many_DifferentNumber	ENSG00000232170;ENSG00000234306;ENSG00000287120;ENSG00000286439;ENSG00000228636;ENSG00000197308;ENSG00000225383;ENSG00000270111;ENSG00000289897	0	NA	NA	NA	0
ENSCAFG00845001012	1	many_to_many_DifferentNumber	ENSG00000232170;ENSG00000234306;ENSG00000287120;ENSG00000286439;ENSG00000228636;ENSG00000197308;ENSG00000225383;ENSG00000270111;ENSG00000289897	0	NA	NA	NA	0
ENSCAFG00845001018	1	many_to_many_DifferentNumber	ENSG00000232170;ENSG00000234306;ENSG00000287120;ENSG00000286439;ENSG00000228636;ENSG00000197308;ENSG00000225383;ENSG00000270111;ENSG00000289897	0	NA	NA	NA	0
ENSCAFG00845001022	1	many_to_many_DifferentNumber	ENSG00000232170;ENSG00000234306;ENSG00000287120;ENSG00000286439;ENSG00000228636;ENSG00000197308;ENSG00000225383;ENSG00000270111;ENSG00000289897	0	NA	NA	NA	0
ENSCAFG00845001027	1	many_to_many_DifferentNumber	ENSG00000232170;ENSG00000234306;ENSG00000287120;ENSG00000286439;ENSG00000228636;ENSG00000197308;ENSG00000225383;ENSG00000270111;ENSG00000289897	0	NA	NA	NA	0
ENSCAFG00845001034	1	many_to_many_DifferentNumber	ENSG00000232170;ENSG00000234306;ENSG00000287120;ENSG00000286439;ENSG00000228636;ENSG00000197308;ENSG00000225383;ENSG00000270111;ENSG00000289897	0	NA	NA	NA	0
ENSCAFG00845001038	1	many_to_many_DifferentNumber	ENSG00000232170;ENSG00000234306;ENSG00000287120;ENSG00000286439;ENSG00000228636;ENSG00000197308;ENSG00000225383;ENSG00000270111;ENSG00000289897	0	NA	NA	NA	0
ENSCAFG00845001043	1	many_to_many_DifferentNumber	ENSG00000232170;ENSG00000234306;ENSG00000287120;ENSG00000286439;ENSG00000228636;ENSG00000197308;ENSG00000225383;ENSG00000270111;ENSG00000289897	0	NA	NA	NA	0
ENSCAFG00845001048	1	many_to_many_DifferentNumber	ENSG00000232170;ENSG00000234306;ENSG00000287120;ENSG00000286439;ENSG00000228636;ENSG00000197308;ENSG00000225383;ENSG00000270111;ENSG00000289897	0	NA	NA	NA	0
ENSCAFG00845001052	1	many_to_many_DifferentNumber	ENSG00000232170;ENSG00000234306;ENSG00000287120;ENSG00000286439;ENSG00000228636;ENSG00000197308;ENSG00000225383;ENSG00000270111;ENSG00000289897	0	NA	NA	NA	0
ENSCAFG00845001055	1	many_to_many_DifferentNumber	ENSG00000232170;ENSG00000234306;ENSG00000287120;ENSG00000286439;ENSG00000228636;ENSG00000197308;ENSG00000225383;ENSG00000270111;ENSG00000289897	0	NA	NA	NA	0
ENSCAFG00845001061	1	many_to_many_DifferentNumber	ENSG00000232170;ENSG00000234306;ENSG00000287120;ENSG00000286439;ENSG00000228636;ENSG00000197308;ENSG00000225383;ENSG00000270111;ENSG00000289897	0	NA	NA	NA	0
ENSCAFG00845001067	1	many_to_many_DifferentNumber	ENSG00000232170;ENSG00000234306;ENSG00000287120;ENSG00000286439;ENSG00000228636;ENSG00000197308;ENSG00000225383;ENSG00000270111;ENSG00000289897	0	NA	NA	NA	0
ENSCAFG00845001069	1	many_to_many_DifferentNumber	ENSG00000232170;ENSG00000234306;ENSG00000287120;ENSG00000286439;ENSG00000228636;ENSG00000197308;ENSG00000225383;ENSG00000270111;ENSG00000289897	0	NA	NA	NA	0
ENSCAFG00845001073	1	many_to_many_DifferentNumber	ENSG00000232170;ENSG00000234306;ENSG00000287120;ENSG00000286439;ENSG00000228636;ENSG00000197308;ENSG00000225383;ENSG00000270111;ENSG00000289897	0	NA	NA	NA	0
ENSCAFG00845001071	1	one_to_many	ENSG00000226990;ENSG00000224788;ENSG00000230014;ENSG00000234752;ENSG00000226861;ENSG00000223808;ENSG00000287309;ENSG00000232638;ENSG00000289363;ENSG00000289328	0	NA	NA	NA	0
ENSCAFG00845001015	1	one_to_many	ENSG00000285775;ENSG00000259283;ENSG00000283423;ENSG00000259725	0	NA	NA	NA	1
ENSCAFG00845001009	1	one_to_one	ENSG00000259711	0	NA	NA	NA	1
ENSCAFG00845001011	1	one_to_many	ENSG00000271792;ENSG00000249526	0	NA	NA	NA	0
ENSCAFG00845001089	1	many_to_one	ENSG00000250692	0	NA	NA	NA	1
ENSCAFG00845001109	1	many_to_one	ENSG00000250692	0	NA	NA	NA	1
ENSCAFG00845001123	1	many_to_one	ENSG00000250692	0	NA	NA	NA	1
ENSCAFG00845001132	1	many_to_one	ENSG00000250692	0	NA	NA	NA	1
ENSCAFG00845001144	1	many_to_one	ENSG00000250692	0	NA	NA	NA	1
ENSCAFG00845001083	1	many_to_one	ENSG00000245146	0	NA	NA	NA	1
ENSCAFG00845001101	1	many_to_one	ENSG00000245146	0	NA	NA	NA	1
ENSCAFG00845001111	1	many_to_one	ENSG00000245146	0	NA	NA	NA	1
ENSCAFG00845001116	1	many_to_one	ENSG00000245146	0	NA	NA	NA	1
ENSCAFG00845001138	1	many_to_one	ENSG00000245146	0	NA	NA	NA	1
ENSCAFG00845001148	1	many_to_one	ENSG00000245146	0	NA	NA	NA	1
ENSCAFG00845001901	1	many_to_one	ENSG00000230534	0	NA	NA	NA	0
ENSCAFG00845001916	1	many_to_one	ENSG00000230534	0	NA	NA	NA	0
ENSCAFG00845002235	1	one_to_one	ENSG00000232807	1	one_to_one	lncgSS.dw	ENSG00000232807	1
ENSCAFG00845002343	1	one_to_many	ENSG00000260545;ENSG00000260927	1	one_to_one	lncgConv	ENSG00000260927	0
ENSCAFG00845002361	1	many_to_one	ENSG00000285833	0	NA	NA	NA	1
ENSCAFG00845002369	1	many_to_one	ENSG00000285833	0	NA	NA	NA	1
ENSCAFG00845002381	1	many_to_one	ENSG00000285833	0	NA	NA	NA	1
ENSCAFG00845002375	1	one_to_many	ENSG00000235643;ENSG00000284708	0	NA	NA	NA	1
ENSCAFG00845002702	1	one_to_many	ENSG00000284743;ENSG00000226664;ENSG00000226487;ENSG00000236963	1	one_to_one	lncgConv	ENSG00000236963	0
ENSCAFG00845002847	1	one_to_many	ENSG00000256462;ENSG00000287566;ENSG00000287235;ENSG00000242147	0	NA	NA	NA	1
ENSCAFG00845002857	1	one_to_one	ENSG00000233387	0	NA	NA	NA	1
ENSCAFG00845002869	1	one_to_one	ENSG00000229656	1	one_to_one	lncgDivg	ENSG00000229656	1
ENSCAFG00845002920	1	many_to_one	ENSG00000280029	1	one_to_one	lncgConv	ENSG00000280029	0
ENSCAFG00845002931	1	many_to_one	ENSG00000280029	0	NA	NA	NA	0
ENSCAFG00845002954	1	one_to_many	ENSG00000280336;ENSG00000290893	1	one_to_one	lncgSS.dw	ENSG00000290893	1
ENSCAFG00845003118	1	many_to_many_DifferentNumber	ENSG00000236892;ENSG00000288566;ENSG00000226762;ENSG00000288657;ENSG00000289882;ENSG00000233321	0	NA	NA	NA	0
ENSCAFG00845003152	1	many_to_many_DifferentNumber	ENSG00000236892;ENSG00000288566;ENSG00000226762;ENSG00000288657;ENSG00000289882;ENSG00000233321	0	NA	NA	NA	0
ENSCAFG00845003150	1	one_to_many	ENSG00000286610;ENSG00000229672;ENSG00000228353;ENSG00000237399;ENSG00000236968;ENSG00000227338;ENSG00000287428;ENSG00000289994	1	one_to_many	lincConv	ENSG00000229672;ENSG00000228353	0
