lncRNAid_Mus_musculus	isTable_1_Canis_lupus_familiaris	orthology_type_synteny_Canis_lupus_familiaris	lncRNA_synteny_id_Canis_lupus_familiaris	isTable_2_Canis_lupus_familiaris	orthology_type_configuration_Canis_lupus_familiaris	configuration_type_configuration_Canis_lupus_familiaris	lncRNA_configuration_id_Canis_lupus_familiaris	isTable_3_Canis_lupus_familiaris
ENSMUSG00000105151	1	many_to_one	ENSCAFG00845027875	0	NA	NA	NA	1
ENSMUSG00000105966	1	many_to_one	ENSCAFG00845027875	0	NA	NA	NA	1
ENSMUSG00000105891	1	many_to_one	ENSCAFG00845027875	0	NA	NA	NA	1
ENSMUSG00000089794	1	many_to_many_DifferentNumber	ENSCAFG00845014794;ENSCAFG00845014799;ENSCAFG00845014805;ENSCAFG00845014811;ENSCAFG00845014816	0	NA	NA	NA	1
ENSMUSG00000120107	1	many_to_many_DifferentNumber	ENSCAFG00845014794;ENSCAFG00845014799;ENSCAFG00845014805;ENSCAFG00845014811;ENSCAFG00845014816	1	one_to_many	lincDivg	ENSCAFG00845014816;ENSCAFG00845014794;ENSCAFG00845014805;ENSCAFG00845014811;ENSCAFG00845014799	1
ENSMUSG00000106306	1	one_to_one	ENSCAFG00845025469	0	NA	NA	NA	1
ENSMUSG00000055138	1	one_to_many	ENSCAFG00845024286;ENSCAFG00845024304	0	NA	NA	NA	0
ENSMUSG00000085754	1	one_to_one	ENSCAFG00845023322	1	one_to_one	lncgDivg	ENSCAFG00845023322	1
ENSMUSG00000105229	1	many_to_one	ENSCAFG00845023309	1	many_to_one	lncgSS.up	ENSCAFG00845023309	1
ENSMUSG00000104874	1	many_to_one	ENSCAFG00845023309	1	many_to_one	lncgSS.up	ENSCAFG00845023309	1
ENSMUSG00000120952	1	one_to_many	ENSCAFG00845006168;ENSCAFG00845006176	0	NA	NA	NA	1
ENSMUSG00000104721	1	many_to_one	ENSCAFG00845006164	0	NA	NA	NA	1
ENSMUSG00000106371	1	many_to_one	ENSCAFG00845006164	0	NA	NA	NA	1
ENSMUSG00000105148	1	many_to_one	ENSCAFG00845006164	0	NA	NA	NA	1
ENSMUSG00000105083	1	many_to_one	ENSCAFG00845006164	0	NA	NA	NA	1
ENSMUSG00000106443	1	many_to_one	ENSCAFG00845006164	0	NA	NA	NA	1
ENSMUSG00000104583	1	many_to_one	ENSCAFG00845006164	0	NA	NA	NA	1
ENSMUSG00000105846	1	many_to_one	ENSCAFG00845006164	0	NA	NA	NA	1
ENSMUSG00000106063	1	many_to_one	ENSCAFG00845006164	0	NA	NA	NA	1
ENSMUSG00000106432	1	many_to_one	ENSCAFG00845006164	0	NA	NA	NA	1
ENSMUSG00000105933	1	many_to_one	ENSCAFG00845006164	0	NA	NA	NA	1
ENSMUSG00000105818	1	many_to_one	ENSCAFG00845006164	0	NA	NA	NA	1
ENSMUSG00000022187	1	many_to_one	ENSCAFG00845006164	1	one_to_one	lincSS.dw	ENSCAFG00845006164	1
ENSMUSG00000074664	1	one_to_many	ENSCAFG00845014983;ENSCAFG00845014992;ENSCAFG00845014998;ENSCAFG00845015004;ENSCAFG00845015013;ENSCAFG00845015021;ENSCAFG00845015028;ENSCAFG00845015038;ENSCAFG00845015041;ENSCAFG00845015045;ENSCAFG00845015053;ENSCAFG00845015065;ENSCAFG00845015073	0	NA	NA	NA	0
ENSMUSG00000106550	1	many_to_many_DifferentNumber	ENSCAFG00845019278;ENSCAFG00845019300	0	NA	NA	NA	0
ENSMUSG00000097858	1	many_to_many_DifferentNumber	ENSCAFG00845019278;ENSCAFG00845019300	0	NA	NA	NA	0
ENSMUSG00000106052	1	many_to_many_DifferentNumber	ENSCAFG00845019278;ENSCAFG00845019300	0	NA	NA	NA	0
ENSMUSG00000105923	1	many_to_many_DifferentNumber	ENSCAFG00845019278;ENSCAFG00845019300	0	NA	NA	NA	0
ENSMUSG00000106162	1	many_to_many_DifferentNumber	ENSCAFG00845019278;ENSCAFG00845019300	0	NA	NA	NA	0
ENSMUSG00000105917	1	many_to_many_DifferentNumber	ENSCAFG00845019278;ENSCAFG00845019300	0	NA	NA	NA	0
ENSMUSG00000106210	1	many_to_many_DifferentNumber	ENSCAFG00845019278;ENSCAFG00845019300	0	NA	NA	NA	0
ENSMUSG00000104939	1	many_to_many_DifferentNumber	ENSCAFG00845019278;ENSCAFG00845019300	0	NA	NA	NA	0
ENSMUSG00000105511	1	many_to_many_DifferentNumber	ENSCAFG00845019278;ENSCAFG00845019300	0	NA	NA	NA	0
ENSMUSG00000106109	1	many_to_many_DifferentNumber	ENSCAFG00845019278;ENSCAFG00845019300	0	NA	NA	NA	0
ENSMUSG00000105324	1	many_to_many_DifferentNumber	ENSCAFG00845019278;ENSCAFG00845019300	0	NA	NA	NA	0
ENSMUSG00000106524	1	many_to_many_DifferentNumber	ENSCAFG00845019278;ENSCAFG00845019300	0	NA	NA	NA	0
ENSMUSG00000104865	1	many_to_many_DifferentNumber	ENSCAFG00845019278;ENSCAFG00845019300	0	NA	NA	NA	0
ENSMUSG00000120269	1	many_to_many_DifferentNumber	ENSCAFG00845019278;ENSCAFG00845019300	1	one_to_many	lincConv	ENSCAFG00845019278;ENSCAFG00845019300	0
ENSMUSG00000105652	1	many_to_many_DifferentNumber	ENSCAFG00845019278;ENSCAFG00845019300	0	NA	NA	NA	0
ENSMUSG00000105000	1	many_to_many_DifferentNumber	ENSCAFG00845019287;ENSCAFG00845019310	0	NA	NA	NA	0
ENSMUSG00000105279	1	many_to_many_DifferentNumber	ENSCAFG00845019287;ENSCAFG00845019310	0	NA	NA	NA	0
ENSMUSG00000105811	1	many_to_many_DifferentNumber	ENSCAFG00845019287;ENSCAFG00845019310	0	NA	NA	NA	0
ENSMUSG00000106367	1	many_to_many_DifferentNumber	ENSCAFG00845019287;ENSCAFG00845019310	1	one_to_many	lincSS.dw	ENSCAFG00845019287;ENSCAFG00845019310	0
ENSMUSG00000104969	1	many_to_one	ENSCAFG00845019402	0	NA	NA	NA	1
ENSMUSG00000120266	1	many_to_one	ENSCAFG00845019402	0	NA	NA	NA	1
ENSMUSG00000105753	1	one_to_one	ENSCAFG00845008105	1	one_to_one	lncgSS.dw	ENSCAFG00845008105	1
ENSMUSG00000106426	1	one_to_many	ENSCAFG00845002398;ENSCAFG00845002404	1	one_to_one	lincDivg	ENSCAFG00845002404	1
ENSMUSG00000102862	1	one_to_many	ENSCAFG00845016159;ENSCAFG00845016198	0	NA	NA	NA	1
ENSMUSG00000054426	1	one_to_one	ENSCAFG00845012082	0	NA	NA	NA	1
ENSMUSG00000120424	1	one_to_one	ENSCAFG00845013706	0	NA	NA	NA	0
ENSMUSG00000120716	1	one_to_one	ENSCAFG00845001745	1	one_to_one	lncgDivg	ENSCAFG00845001745	1
ENSMUSG00000104960	1	one_to_one	ENSCAFG00845029601	1	one_to_one	lncgConv	ENSCAFG00845029601	0
ENSMUSG00000120996	1	one_to_one	ENSCAFG00845016602	1	one_to_one	lncgDivg	ENSCAFG00845016602	1
ENSMUSG00000097786	1	one_to_one	ENSCAFG00845021437	0	NA	NA	NA	1
ENSMUSG00000097189	1	one_to_one	ENSCAFG00845016961	0	NA	NA	NA	1
ENSMUSG00000104776	1	one_to_one	ENSCAFG00845024857	0	NA	NA	NA	1
ENSMUSG00000056145	1	many_to_many_DifferentNumber	ENSCAFG00845001884;ENSCAFG00845001894;ENSCAFG00845001903	1	one_to_one	lncgSS.dw	ENSCAFG00845001884	1
ENSMUSG00000050179	1	many_to_many_DifferentNumber	ENSCAFG00845001884;ENSCAFG00845001894;ENSCAFG00845001903	1	one_to_one	lncgSS.up	ENSCAFG00845001903	1
ENSMUSG00000120721	1	one_to_one	ENSCAFG00845001890	0	NA	NA	NA	1
ENSMUSG00000104835	1	one_to_one	ENSCAFG00845008321	1	one_to_one	lincDivg	ENSCAFG00845008321	1
ENSMUSG00000105677	1	many_to_one	ENSCAFG00845008409	0	NA	NA	NA	1
ENSMUSG00000105842	1	many_to_one	ENSCAFG00845008409	0	NA	NA	NA	1
ENSMUSG00000106341	1	many_to_one	ENSCAFG00845008409	0	NA	NA	NA	1
ENSMUSG00000104910	1	many_to_one	ENSCAFG00845008409	0	NA	NA	NA	0
ENSMUSG00000120730	1	many_to_one	ENSCAFG00845008409	0	NA	NA	NA	1
ENSMUSG00000086326	1	one_to_one	ENSCAFG00845002477	0	NA	NA	NA	0
ENSMUSG00000085549	1	many_to_one	ENSCAFG00845016053	0	NA	NA	NA	0
ENSMUSG00000087195	1	many_to_one	ENSCAFG00845016053	0	NA	NA	NA	0
ENSMUSG00000087289	1	many_to_one	ENSCAFG00845016053	0	NA	NA	NA	0
ENSMUSG00000073752	1	one_to_one	ENSCAFG00845006052	0	NA	NA	NA	0
ENSMUSG00000086949	1	one_to_one	ENSCAFG00845029115	1	one_to_one	lncgConv	ENSCAFG00845029115	1
ENSMUSG00000086262	1	many_to_many_DifferentNumber	ENSCAFG00845007513;ENSCAFG00845007539	0	NA	NA	NA	0
ENSMUSG00000087171	1	many_to_many_DifferentNumber	ENSCAFG00845007513;ENSCAFG00845007539	1	many_to_one	lincSS.dw	ENSCAFG00845007539	0
ENSMUSG00000086856	1	many_to_many_DifferentNumber	ENSCAFG00845007513;ENSCAFG00845007539	1	many_to_one	lincSS.dw	ENSCAFG00845007539	0
ENSMUSG00000085667	1	many_to_many_sameNumber	ENSCAFG00845008353;ENSCAFG00845008362	1	one_to_one	lncgConv	ENSCAFG00845008353	1
ENSMUSG00000118394	1	many_to_many_sameNumber	ENSCAFG00845008353;ENSCAFG00845008362	0	NA	NA	NA	1
ENSMUSG00000085097	1	one_to_one	ENSCAFG00845027520	1	one_to_one	lincSS.up	ENSCAFG00845027520	1
ENSMUSG00000086997	1	one_to_one	ENSCAFG00845010655	0	NA	NA	NA	1
ENSMUSG00000087641	1	one_to_many	ENSCAFG00845024382;ENSCAFG00845024399;ENSCAFG00845024421;ENSCAFG00845024430;ENSCAFG00845024483	0	NA	NA	NA	1
ENSMUSG00000059027	1	one_to_many	ENSCAFG00845024372;ENSCAFG00845024410;ENSCAFG00845024435;ENSCAFG00845024448;ENSCAFG00845024460	0	NA	NA	NA	1
ENSMUSG00000084851	1	many_to_many_DifferentNumber	ENSCAFG00845011248;ENSCAFG00845011254;ENSCAFG00845011273;ENSCAFG00845011278	0	NA	NA	NA	1
ENSMUSG00000120940	1	many_to_many_DifferentNumber	ENSCAFG00845011248;ENSCAFG00845011254;ENSCAFG00845011273;ENSCAFG00845011278	0	NA	NA	NA	1
ENSMUSG00000097942	1	one_to_one	ENSCAFG00845012975	0	NA	NA	NA	1
ENSMUSG00000086413	1	one_to_one	ENSCAFG00845013280	0	NA	NA	NA	1
ENSMUSG00000086788	1	one_to_one	ENSCAFG00845014493	0	NA	NA	NA	0
ENSMUSG00000084809	1	one_to_many	ENSCAFG00845014908;ENSCAFG00845014914;ENSCAFG00845014924;ENSCAFG00845014929	0	NA	NA	NA	0
ENSMUSG00000084833	1	many_to_many_DifferentNumber	ENSCAFG00845017261;ENSCAFG00845017276	0	NA	NA	NA	0
ENSMUSG00000085931	1	many_to_many_DifferentNumber	ENSCAFG00845017261;ENSCAFG00845017276	1	many_to_many_strict	lincSS.dw	ENSCAFG00845017261;ENSCAFG00845017276	0
ENSMUSG00000087128	1	many_to_many_DifferentNumber	ENSCAFG00845017261;ENSCAFG00845017276	1	many_to_many_strict	lincSS.dw	ENSCAFG00845017261;ENSCAFG00845017276	0
ENSMUSG00000120651	1	many_to_many_DifferentNumber	ENSCAFG00845017261;ENSCAFG00845017276	0	NA	NA	NA	0
ENSMUSG00000085749	1	many_to_many_DifferentNumber	ENSCAFG00845027308;ENSCAFG00845027333;ENSCAFG00845027348;ENSCAFG00845027362;ENSCAFG00845027380;ENSCAFG00845027392	0	NA	NA	NA	0
ENSMUSG00000086876	1	many_to_many_DifferentNumber	ENSCAFG00845027308;ENSCAFG00845027333;ENSCAFG00845027348;ENSCAFG00845027362;ENSCAFG00845027380;ENSCAFG00845027392	0	NA	NA	NA	0
ENSMUSG00000087228	1	many_to_many_DifferentNumber	ENSCAFG00845027308;ENSCAFG00845027333;ENSCAFG00845027348;ENSCAFG00845027362;ENSCAFG00845027380;ENSCAFG00845027392	0	NA	NA	NA	1
ENSMUSG00000085895	1	many_to_one	ENSCAFG00845015225	0	NA	NA	NA	0
ENSMUSG00000120599	1	many_to_one	ENSCAFG00845015225	1	one_to_one	lncgSS.up	ENSCAFG00845015225	0
ENSMUSG00000120044	1	many_to_one	ENSCAFG00845015225	0	NA	NA	NA	0
ENSMUSG00000087238	1	many_to_one	ENSCAFG00845015237	0	NA	NA	NA	0
ENSMUSG00000087464	1	many_to_one	ENSCAFG00845015237	0	NA	NA	NA	0
ENSMUSG00000066060	1	many_to_one	ENSCAFG00845015237	0	NA	NA	NA	0
ENSMUSG00000086136	1	one_to_many	ENSCAFG00845006993;ENSCAFG00845007055;ENSCAFG00845007388;ENSCAFG00845007461	0	NA	NA	NA	1
ENSMUSG00000087482	1	one_to_many	ENSCAFG00845007019;ENSCAFG00845007031;ENSCAFG00845007042;ENSCAFG00845007069;ENSCAFG00845007080;ENSCAFG00845007093;ENSCAFG00845007101;ENSCAFG00845007116;ENSCAFG00845007133;ENSCAFG00845007141;ENSCAFG00845007157;ENSCAFG00845007170;ENSCAFG00845007178;ENSCAFG00845007187;ENSCAFG00845007209;ENSCAFG00845007223;ENSCAFG00845007240;ENSCAFG00845007252;ENSCAFG00845007268;ENSCAFG00845007278;ENSCAFG00845007285;ENSCAFG00845007312;ENSCAFG00845007323;ENSCAFG00845007333;ENSCAFG00845007344;ENSCAFG00845007357;ENSCAFG00845007370;ENSCAFG00845007401;ENSCAFG00845007417;ENSCAFG00845007424;ENSCAFG00845007483;ENSCAFG00845007493;ENSCAFG00845007504;ENSCAFG00845007516;ENSCAFG00845007527;ENSCAFG00845007536;ENSCAFG00845007547;ENSCAFG00845007562;ENSCAFG00845007579;ENSCAFG00845007595;ENSCAFG00845007606;ENSCAFG00845013503;ENSCAFG00845013508;ENSCAFG00845013510;ENSCAFG00845013519;ENSCAFG00845013523;ENSCAFG00845013530;ENSCAFG00845013537;ENSCAFG00845013538;ENSCAFG00845013543	1	one_to_many	lincDivg	ENSCAFG00845007606;ENSCAFG00845013530;ENSCAFG00845013538;ENSCAFG00845013519;ENSCAFG00845013523;ENSCAFG00845013510;ENSCAFG00845013503;ENSCAFG00845013537;ENSCAFG00845007595;ENSCAFG00845013508	1
ENSMUSG00000073759	1	one_to_one	ENSCAFG00845030192	0	NA	NA	NA	1
ENSMUSG00000086087	1	many_to_many_DifferentNumber	ENSCAFG00845030198;ENSCAFG00845030208	0	NA	NA	NA	1
ENSMUSG00000086955	1	many_to_many_DifferentNumber	ENSCAFG00845030198;ENSCAFG00845030208	0	NA	NA	NA	1
ENSMUSG00000086978	1	many_to_many_DifferentNumber	ENSCAFG00845030198;ENSCAFG00845030208	0	NA	NA	NA	1
ENSMUSG00000098760	1	many_to_many_DifferentNumber	ENSCAFG00845030198;ENSCAFG00845030208	1	one_to_one	lncgDivg	ENSCAFG00845030208	1
ENSMUSG00000084757	1	many_to_many_DifferentNumber	ENSCAFG00845030198;ENSCAFG00845030208	0	NA	NA	NA	1
ENSMUSG00000087011	1	one_to_one	ENSCAFG00845030647	0	NA	NA	NA	0
ENSMUSG00000085574	1	one_to_one	ENSCAFG00845000772	0	NA	NA	NA	0
ENSMUSG00000086774	1	many_to_one	ENSCAFG00845008142	0	NA	NA	NA	0
ENSMUSG00000120487	1	many_to_one	ENSCAFG00845008142	1	one_to_one	lincDivg	ENSCAFG00845008142	0
ENSMUSG00000086066	1	one_to_one	ENSCAFG00845027503	1	one_to_one	lncgSS.up	ENSCAFG00845027503	1
ENSMUSG00000087099	1	one_to_many	ENSCAFG00845027546;ENSCAFG00845027556;ENSCAFG00845027561;ENSCAFG00845027568;ENSCAFG00845027574;ENSCAFG00845027579;ENSCAFG00845027589;ENSCAFG00845027596	1	one_to_many	lincDivg	ENSCAFG00845027574;ENSCAFG00845027556;ENSCAFG00845027596;ENSCAFG00845027568;ENSCAFG00845027579;ENSCAFG00845027589;ENSCAFG00845027561	1
ENSMUSG00000084828	1	one_to_one	ENSCAFG00845018927	1	one_to_one	lncgDivg	ENSCAFG00845018927	0
ENSMUSG00000086227	1	one_to_one	ENSCAFG00845021889	1	one_to_one	lincSS.dw	ENSCAFG00845021889	0
ENSMUSG00000084787	1	one_to_one	ENSCAFG00845008991	1	one_to_one	lincSS.up	ENSCAFG00845008991	0
ENSMUSG00000120256	1	many_to_one	ENSCAFG00845005161	1	one_to_one	lincConv	ENSCAFG00845005161	1
ENSMUSG00000085085	1	many_to_one	ENSCAFG00845005161	0	NA	NA	NA	1
ENSMUSG00000086765	1	one_to_one	ENSCAFG00845016283	0	NA	NA	NA	1
ENSMUSG00000086665	1	one_to_many	ENSCAFG00845028737;ENSCAFG00845028763	0	NA	NA	NA	0
ENSMUSG00000085213	1	one_to_one	ENSCAFG00845027586	0	NA	NA	NA	1
ENSMUSG00000086369	1	one_to_many	ENSCAFG00845005106;ENSCAFG00845005113	0	NA	NA	NA	1
ENSMUSG00000086290	1	one_to_one	ENSCAFG00845009830	1	one_to_one	lncgConv	ENSCAFG00845009830	1
ENSMUSG00000087484	1	one_to_one	ENSCAFG00845009166	0	NA	NA	NA	1
ENSMUSG00000086894	1	many_to_many_DifferentNumber	ENSCAFG00845008963;ENSCAFG00845008969;ENSCAFG00845008975	0	NA	NA	NA	1
ENSMUSG00000104600	1	many_to_many_DifferentNumber	ENSCAFG00845008963;ENSCAFG00845008969;ENSCAFG00845008975	0	NA	NA	NA	1
ENSMUSG00000104156	1	many_to_one	ENSCAFG00845023963	0	NA	NA	NA	1
ENSMUSG00000105881	1	many_to_one	ENSCAFG00845023963	1	one_to_one	lncgSS.up	ENSCAFG00845023963	1
ENSMUSG00000090086	1	one_to_one	ENSCAFG00845023946	0	NA	NA	NA	1
ENSMUSG00000090030	1	one_to_one	ENSCAFG00845015404	0	NA	NA	NA	1
ENSMUSG00000106754	1	one_to_one	ENSCAFG00845012013	0	NA	NA	NA	1
ENSMUSG00000085565	1	one_to_one	ENSCAFG00845022795	0	NA	NA	NA	1
ENSMUSG00000107164	1	one_to_one	ENSCAFG00845021554	0	NA	NA	NA	1
ENSMUSG00000107132	1	one_to_one	ENSCAFG00845021656	0	NA	NA	NA	1
ENSMUSG00000106719	1	many_to_one	ENSCAFG00845015730	0	NA	NA	NA	0
ENSMUSG00000106738	1	many_to_one	ENSCAFG00845015730	1	one_to_one	lncgConv	ENSCAFG00845015730	0
ENSMUSG00000107048	1	many_to_one	ENSCAFG00845014857	0	NA	NA	NA	1
ENSMUSG00000106692	1	many_to_one	ENSCAFG00845014857	0	NA	NA	NA	0
ENSMUSG00000107047	1	one_to_one	ENSCAFG00845014882	1	one_to_one	lincConv	ENSCAFG00845014882	0
ENSMUSG00000106794	1	many_to_many_sameNumber	ENSCAFG00845002396;ENSCAFG00845002400	0	NA	NA	NA	0
ENSMUSG00000106741	1	many_to_many_sameNumber	ENSCAFG00845002396;ENSCAFG00845002400	0	NA	NA	NA	0
ENSMUSG00000104846	1	one_to_one	ENSCAFG00845001762	0	NA	NA	NA	1
ENSMUSG00000104681	1	one_to_one	ENSCAFG00845029182	0	NA	NA	NA	0
ENSMUSG00000106269	1	many_to_many_sameNumber	ENSCAFG00845028639;ENSCAFG00845028654	0	NA	NA	NA	0
ENSMUSG00000120367	1	many_to_many_sameNumber	ENSCAFG00845028639;ENSCAFG00845028654	1	one_to_one	lncgSS.up	ENSCAFG00845028639	0
ENSMUSG00000105264	1	one_to_one	ENSCAFG00845000781	0	NA	NA	NA	1
ENSMUSG00000105503	1	many_to_one	ENSCAFG00845000739	0	NA	NA	NA	1
ENSMUSG00000104784	1	many_to_one	ENSCAFG00845000739	0	NA	NA	NA	1
ENSMUSG00000104847	1	one_to_many	ENSCAFG00845007929;ENSCAFG00845007938;ENSCAFG00845007946;ENSCAFG00845007957;ENSCAFG00845007977;ENSCAFG00845007984;ENSCAFG00845007991;ENSCAFG00845007995;ENSCAFG00845008018;ENSCAFG00845008024;ENSCAFG00845008031;ENSCAFG00845008038;ENSCAFG00845008049;ENSCAFG00845008057;ENSCAFG00845008063;ENSCAFG00845008070;ENSCAFG00845008082	0	NA	NA	NA	0
ENSMUSG00000097726	1	one_to_many	ENSCAFG00845013297;ENSCAFG00845013302	0	NA	NA	NA	1
ENSMUSG00000119967	1	one_to_many	ENSCAFG00845013258;ENSCAFG00845013272;ENSCAFG00845013315	0	NA	NA	NA	1
ENSMUSG00000097368	1	many_to_one	ENSCAFG00845024262	0	NA	NA	NA	1
ENSMUSG00000107141	1	many_to_one	ENSCAFG00845024262	0	NA	NA	NA	1
ENSMUSG00000098649	1	many_to_one	ENSCAFG00845024262	1	one_to_one	lncgDivg	ENSCAFG00845024262	1
ENSMUSG00000105006	1	many_to_one	ENSCAFG00845016244	0	NA	NA	NA	1
ENSMUSG00000105283	1	many_to_one	ENSCAFG00845016244	0	NA	NA	NA	1
ENSMUSG00000119979	1	many_to_one	ENSCAFG00845013587	0	NA	NA	NA	1
ENSMUSG00000120304	1	many_to_one	ENSCAFG00845013587	0	NA	NA	NA	1
ENSMUSG00000119945	1	many_to_one	ENSCAFG00845013587	0	NA	NA	NA	1
ENSMUSG00000120072	1	one_to_many	ENSCAFG00845014957;ENSCAFG00845015009;ENSCAFG00845015019;ENSCAFG00845015042;ENSCAFG00845015052;ENSCAFG00845015079;ENSCAFG00845015102;ENSCAFG00845015111;ENSCAFG00845015146	1	one_to_one	lincSS.up	ENSCAFG00845014957	1
ENSMUSG00000107266	1	one_to_one	ENSCAFG00845014519	0	NA	NA	NA	0
ENSMUSG00000120915	1	one_to_many	ENSCAFG00845012921;ENSCAFG00845012942	1	one_to_many	lncgDivg	ENSCAFG00845012942;ENSCAFG00845012921	1
ENSMUSG00000054945	1	one_to_many	ENSCAFG00845005652;ENSCAFG00845005677;ENSCAFG00845005681;ENSCAFG00845005685	1	one_to_one	lncgDivg	ENSCAFG00845005652	1
ENSMUSG00000121172	1	one_to_one	ENSCAFG00845011426	0	NA	NA	NA	0
ENSMUSG00000120797	1	one_to_one	ENSCAFG00845025799	1	one_to_one	lincConv	ENSCAFG00845025799	1
ENSMUSG00000106688	1	one_to_one	ENSCAFG00845012817	1	one_to_one	lincSS.up	ENSCAFG00845012817	0
ENSMUSG00000054598	1	one_to_one	ENSCAFG00845004042	0	NA	NA	NA	0
ENSMUSG00000072683	1	one_to_one	ENSCAFG00845014259	1	one_to_one	lncgConv	ENSCAFG00845014259	1
ENSMUSG00000108094	1	one_to_one	ENSCAFG00845013844	1	one_to_one	lincSS.up	ENSCAFG00845013844	1
ENSMUSG00000107999	1	one_to_many	ENSCAFG00845022376;ENSCAFG00845022394;ENSCAFG00845022401;ENSCAFG00845022412;ENSCAFG00845022425;ENSCAFG00845022433;ENSCAFG00845022446;ENSCAFG00845022456	1	one_to_one	lncgDivg	ENSCAFG00845022376	0
ENSMUSG00000087317	1	one_to_one	ENSCAFG00845026073	0	NA	NA	NA	0
ENSMUSG00000108288	1	one_to_one	ENSCAFG00845016569	0	NA	NA	NA	0
ENSMUSG00000072660	1	one_to_one	ENSCAFG00845022937	0	NA	NA	NA	1
ENSMUSG00000108025	1	many_to_one	ENSCAFG00845006233	0	NA	NA	NA	0
ENSMUSG00000107022	1	many_to_one	ENSCAFG00845006233	0	NA	NA	NA	0
ENSMUSG00000110390	1	many_to_many_sameNumber	ENSCAFG00845030349;ENSCAFG00845030360	1	one_to_many	lincSS.up	ENSCAFG00845030349;ENSCAFG00845030360	0
ENSMUSG00000120976	1	many_to_many_sameNumber	ENSCAFG00845030349;ENSCAFG00845030360	0	NA	NA	NA	0
ENSMUSG00000108175	1	many_to_one	ENSCAFG00845017601	1	many_to_one	lncgDivg	ENSCAFG00845017601	0
ENSMUSG00000108255	1	many_to_one	ENSCAFG00845017601	1	many_to_one	lncgDivg	ENSCAFG00845017601	0
ENSMUSG00000107526	1	many_to_one	ENSCAFG00845018464	0	NA	NA	NA	0
ENSMUSG00000121190	1	many_to_one	ENSCAFG00845018464	0	NA	NA	NA	0
ENSMUSG00000107614	1	many_to_one	ENSCAFG00845009523	0	NA	NA	NA	0
ENSMUSG00000107929	1	many_to_one	ENSCAFG00845009523	0	NA	NA	NA	0
ENSMUSG00000097548	1	one_to_one	ENSCAFG00845007440	0	NA	NA	NA	0
ENSMUSG00000108237	1	many_to_many_DifferentNumber	ENSCAFG00845012865;ENSCAFG00845012884;ENSCAFG00845012891;ENSCAFG00845012902;ENSCAFG00845012918;ENSCAFG00845012934;ENSCAFG00845012947;ENSCAFG00845012953	0	NA	NA	NA	0
ENSMUSG00000085067	1	many_to_many_DifferentNumber	ENSCAFG00845012865;ENSCAFG00845012884;ENSCAFG00845012891;ENSCAFG00845012902;ENSCAFG00845012918;ENSCAFG00845012934;ENSCAFG00845012947;ENSCAFG00845012953	0	NA	NA	NA	0
ENSMUSG00000108166	1	one_to_one	ENSCAFG00845024049	1	one_to_one	lncgSS.dw	ENSCAFG00845024049	0
ENSMUSG00000107496	1	one_to_many	ENSCAFG00845012291;ENSCAFG00845012300;ENSCAFG00845012319	0	NA	NA	NA	1
ENSMUSG00000084861	1	one_to_one	ENSCAFG00845019635	0	NA	NA	NA	0
ENSMUSG00000099810	1	many_to_one	ENSCAFG00845027153	0	NA	NA	NA	0
ENSMUSG00000120675	1	many_to_one	ENSCAFG00845027153	0	NA	NA	NA	0
ENSMUSG00000121125	1	one_to_one	ENSCAFG00845027146	0	NA	NA	NA	0
ENSMUSG00000029837	1	one_to_one	ENSCAFG00845007260	0	NA	NA	NA	1
ENSMUSG00000085058	1	one_to_one	ENSCAFG00845031055	1	one_to_one	lncgDivg	ENSCAFG00845031055	1
ENSMUSG00000097563	1	one_to_many	ENSCAFG00845031021;ENSCAFG00845031024	1	one_to_one	lncgSS.dw	ENSCAFG00845031024	0
ENSMUSG00000097406	1	many_to_many_sameNumber	ENSCAFG00845031023;ENSCAFG00845031026	0	NA	NA	NA	1
ENSMUSG00000097484	1	many_to_many_sameNumber	ENSCAFG00845031023;ENSCAFG00845031026	0	NA	NA	NA	0
ENSMUSG00000097831	1	one_to_one	ENSCAFG00845028963	0	NA	NA	NA	1
ENSMUSG00000087356	1	one_to_one	ENSCAFG00845014606	0	NA	NA	NA	1
ENSMUSG00000120672	1	one_to_one	ENSCAFG00845021189	1	one_to_one	lincDivg	ENSCAFG00845021189	1
ENSMUSG00000085470	1	one_to_one	ENSCAFG00845019142	0	NA	NA	NA	1
ENSMUSG00000120732	1	one_to_one	ENSCAFG00845031087	0	NA	NA	NA	0
ENSMUSG00000056771	1	one_to_one	ENSCAFG00845024324	0	NA	NA	NA	0
ENSMUSG00000097462	1	many_to_many_DifferentNumber	ENSCAFG00845012707;ENSCAFG00845012740	0	NA	NA	NA	1
ENSMUSG00000079462	1	many_to_many_DifferentNumber	ENSCAFG00845012707;ENSCAFG00845012740	0	NA	NA	NA	1
ENSMUSG00000048636	1	many_to_many_DifferentNumber	ENSCAFG00845012707;ENSCAFG00845012740	0	NA	NA	NA	1
ENSMUSG00000084950	1	one_to_one	ENSCAFG00845019682	1	one_to_one	lncgDivg	ENSCAFG00845019682	1
ENSMUSG00000107688	1	one_to_one	ENSCAFG00845025557	1	one_to_one	lncgSS.dw	ENSCAFG00845025557	0
ENSMUSG00000068180	1	one_to_many	ENSCAFG00845011421;ENSCAFG00845011425	0	NA	NA	NA	1
ENSMUSG00000108967	1	one_to_one	ENSCAFG00845005798	1	one_to_one	lincConv	ENSCAFG00845005798	0
