lncRNAid_Canis_lupus_familiaris	isTable_1_Mus_musculus	orthology_type_synteny_Mus_musculus	lncRNA_synteny_id_Mus_musculus	isTable_2_Mus_musculus	orthology_type_configuration_Mus_musculus	configuration_type_configuration_Mus_musculus	lncRNA_configuration_id_Mus_musculus	isTable_3_Mus_musculus
ENSCAFG00845013575	1	one_to_one	ENSMUSG00000087456	0	NA	NA	NA	1
ENSCAFG00845013786	1	many_to_many_sameNumber	ENSMUSG00000110749;ENSMUSG00000120815	0	NA	NA	NA	1
ENSCAFG00845013796	1	many_to_many_sameNumber	ENSMUSG00000110749;ENSMUSG00000120815	0	NA	NA	NA	1
ENSCAFG00845014353	1	one_to_many	ENSMUSG00000110823;ENSMUSG00000100836;ENSMUSG00000110988	0	NA	NA	NA	1
ENSCAFG00845014420	1	one_to_many	ENSMUSG00000111758;ENSMUSG00000111637;ENSMUSG00000111229	1	one_to_many	lincDivg	ENSMUSG00000111637;ENSMUSG00000111758	1
ENSCAFG00845016053	1	one_to_many	ENSMUSG00000085549;ENSMUSG00000087195;ENSMUSG00000087289	0	NA	NA	NA	0
ENSCAFG00845016240	1	one_to_one	ENSMUSG00000098196	1	one_to_one	lncgConv	ENSMUSG00000098196	1
ENSCAFG00845021276	1	many_to_many_DifferentNumber	ENSMUSG00000090217;ENSMUSG00000089723;ENSMUSG00000089797	0	NA	NA	NA	1
ENSCAFG00845021288	1	many_to_many_DifferentNumber	ENSMUSG00000090217;ENSMUSG00000089723;ENSMUSG00000089797	0	NA	NA	NA	1
ENSCAFG00845021302	1	many_to_many_DifferentNumber	ENSMUSG00000090217;ENSMUSG00000089723;ENSMUSG00000089797	0	NA	NA	NA	1
ENSCAFG00845021315	1	many_to_many_DifferentNumber	ENSMUSG00000090217;ENSMUSG00000089723;ENSMUSG00000089797	0	NA	NA	NA	1
ENSCAFG00845021333	1	many_to_many_DifferentNumber	ENSMUSG00000090217;ENSMUSG00000089723;ENSMUSG00000089797	0	NA	NA	NA	1
ENSCAFG00845021346	1	many_to_many_DifferentNumber	ENSMUSG00000090217;ENSMUSG00000089723;ENSMUSG00000089797	0	NA	NA	NA	1
ENSCAFG00845021376	1	many_to_many_DifferentNumber	ENSMUSG00000090217;ENSMUSG00000089723;ENSMUSG00000089797	0	NA	NA	NA	1
ENSCAFG00845021260	1	many_to_one	ENSMUSG00000110592	1	many_to_one	lincConv	ENSMUSG00000110592	1
ENSCAFG00845021337	1	many_to_one	ENSMUSG00000110592	1	many_to_one	lincConv	ENSMUSG00000110592	1
ENSCAFG00845021356	1	many_to_one	ENSMUSG00000110592	1	many_to_one	lincConv	ENSMUSG00000110592	1
ENSCAFG00845021365	1	many_to_one	ENSMUSG00000110592	1	many_to_one	lincConv	ENSMUSG00000110592	1
ENSCAFG00845021391	1	many_to_one	ENSMUSG00000110592	1	many_to_one	lincConv	ENSMUSG00000110592	1
ENSCAFG00845024179	1	many_to_one	ENSMUSG00000085260	0	NA	NA	NA	1
ENSCAFG00845024199	1	many_to_one	ENSMUSG00000085260	0	NA	NA	NA	1
ENSCAFG00845024153	1	many_to_many_sameNumber	ENSMUSG00000084766;ENSMUSG00000085551	1	many_to_one	lincSS.dw	ENSMUSG00000084766	1
ENSCAFG00845024165	1	many_to_many_sameNumber	ENSMUSG00000084766;ENSMUSG00000085551	1	many_to_one	lincSS.dw	ENSMUSG00000084766	1
ENSCAFG00845027520	1	one_to_one	ENSMUSG00000085097	1	one_to_one	lincSS.up	ENSMUSG00000085097	1
ENSCAFG00845027586	1	one_to_one	ENSMUSG00000085213	0	NA	NA	NA	1
ENSCAFG00845028737	1	many_to_one	ENSMUSG00000086665	0	NA	NA	NA	0
ENSCAFG00845028763	1	many_to_one	ENSMUSG00000086665	0	NA	NA	NA	0
ENSCAFG00845029115	1	one_to_one	ENSMUSG00000086949	1	one_to_one	lncgConv	ENSMUSG00000086949	1
ENSCAFG00845000325	1	many_to_many_DifferentNumber	ENSMUSG00000112141;ENSMUSG00000112619	0	NA	NA	NA	1
ENSCAFG00845003338	1	many_to_many_DifferentNumber	ENSMUSG00000112141;ENSMUSG00000112619	0	NA	NA	NA	1
ENSCAFG00845003344	1	many_to_many_DifferentNumber	ENSMUSG00000112141;ENSMUSG00000112619	0	NA	NA	NA	1
ENSCAFG00845003351	1	many_to_many_DifferentNumber	ENSMUSG00000112141;ENSMUSG00000112619	0	NA	NA	NA	1
ENSCAFG00845003363	1	many_to_many_DifferentNumber	ENSMUSG00000112141;ENSMUSG00000112619	0	NA	NA	NA	1
ENSCAFG00845003341	1	many_to_many_sameNumber	ENSMUSG00000112558;ENSMUSG00000116971;ENSMUSG00000112097	1	many_to_one	lincConv	ENSMUSG00000116971	1
ENSCAFG00845003356	1	many_to_many_sameNumber	ENSMUSG00000112558;ENSMUSG00000116971;ENSMUSG00000112097	1	many_to_one	lincConv	ENSMUSG00000116971	1
ENSCAFG00845003358	1	many_to_many_sameNumber	ENSMUSG00000112558;ENSMUSG00000116971;ENSMUSG00000112097	1	many_to_one	lincConv	ENSMUSG00000116971	1
ENSCAFG00845000583	1	one_to_one	ENSMUSG00000120364	0	NA	NA	NA	1
ENSCAFG00845000726	1	many_to_one	ENSMUSG00000120185	0	NA	NA	NA	0
ENSCAFG00845000738	1	many_to_one	ENSMUSG00000120185	0	NA	NA	NA	0
ENSCAFG00845001024	1	many_to_one	ENSMUSG00000084889	0	NA	NA	NA	1
ENSCAFG00845001032	1	many_to_one	ENSMUSG00000084889	0	NA	NA	NA	1
ENSCAFG00845001039	1	many_to_one	ENSMUSG00000084889	1	one_to_one	lincConv	ENSMUSG00000084889	1
ENSCAFG00845001020	1	one_to_many	ENSMUSG00000085533;ENSMUSG00000086791;ENSMUSG00000086170	0	NA	NA	NA	1
ENSCAFG00845001502	1	one_to_many	ENSMUSG00000087089;ENSMUSG00000086686	1	one_to_one	lincSS.up	ENSMUSG00000086686	0
ENSCAFG00845001652	1	many_to_many_sameNumber	ENSMUSG00000115076;ENSMUSG00000115585	0	NA	NA	NA	0
ENSCAFG00845001660	1	many_to_many_sameNumber	ENSMUSG00000115076;ENSMUSG00000115585	0	NA	NA	NA	0
ENSCAFG00845003238	1	many_to_one	ENSMUSG00000086838	0	NA	NA	NA	1
ENSCAFG00845003247	1	many_to_one	ENSMUSG00000086838	0	NA	NA	NA	1
ENSCAFG00845003316	1	many_to_many_DifferentNumber	ENSMUSG00000115729;ENSMUSG00000056089	1	one_to_many	lncgDivg	ENSMUSG00000115729;ENSMUSG00000056089	0
ENSCAFG00845003320	1	many_to_many_DifferentNumber	ENSMUSG00000115729;ENSMUSG00000056089	0	NA	NA	NA	0
ENSCAFG00845003327	1	many_to_many_DifferentNumber	ENSMUSG00000115729;ENSMUSG00000056089	0	NA	NA	NA	0
ENSCAFG00845003330	1	many_to_many_DifferentNumber	ENSMUSG00000115729;ENSMUSG00000056089	0	NA	NA	NA	0
ENSCAFG00845003313	1	many_to_many_DifferentNumber	ENSMUSG00000115850;ENSMUSG00000115204	1	one_to_one	lncgSS.up	ENSMUSG00000115850	0
ENSCAFG00845003324	1	many_to_many_DifferentNumber	ENSMUSG00000115850;ENSMUSG00000115204	0	NA	NA	NA	0
ENSCAFG00845003337	1	many_to_many_DifferentNumber	ENSMUSG00000115850;ENSMUSG00000115204	0	NA	NA	NA	0
ENSCAFG00845005001	1	one_to_one	ENSMUSG00000086028	1	one_to_one	lincSS.dw	ENSMUSG00000086028	1
ENSCAFG00845005079	1	one_to_many	ENSMUSG00000086460;ENSMUSG00000086020	0	NA	NA	NA	0
ENSCAFG00845006535	1	one_to_many	ENSMUSG00000115451;ENSMUSG00000120050;ENSMUSG00000115007	1	one_to_one	lncgDivg	ENSMUSG00000115007	1
ENSCAFG00845006525	1	one_to_many	ENSMUSG00000115509;ENSMUSG00000115575	0	NA	NA	NA	1
ENSCAFG00845009524	1	one_to_many	ENSMUSG00000097324;ENSMUSG00000120623	1	one_to_many	lincDivg	ENSMUSG00000120623;ENSMUSG00000097324	1
ENSCAFG00845014449	1	many_to_one	ENSMUSG00000114922	0	NA	NA	NA	0
ENSCAFG00845014528	1	many_to_one	ENSMUSG00000114922	0	NA	NA	NA	0
ENSCAFG00845015719	1	many_to_many_DifferentNumber	ENSMUSG00000093556;ENSMUSG00000093528;ENSMUSG00000093383;ENSMUSG00000101261	0	NA	NA	NA	1
ENSCAFG00845015727	1	many_to_many_DifferentNumber	ENSMUSG00000093556;ENSMUSG00000093528;ENSMUSG00000093383;ENSMUSG00000101261	1	one_to_many	lncgDivg	ENSMUSG00000093556;ENSMUSG00000093383;ENSMUSG00000093528	1
ENSCAFG00845000364	1	many_to_one	ENSMUSG00000113543	0	NA	NA	NA	0
ENSCAFG00845000368	1	many_to_one	ENSMUSG00000113543	1	one_to_one	lincDivg	ENSMUSG00000113543	0
ENSCAFG00845000396	1	one_to_one	ENSMUSG00000100410	0	NA	NA	NA	1
ENSCAFG00845000465	1	one_to_one	ENSMUSG00000114458	0	NA	NA	NA	0
ENSCAFG00845000772	1	one_to_one	ENSMUSG00000085574	0	NA	NA	NA	1
ENSCAFG00845000985	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	1	one_to_one	lincDivg	ENSMUSG00000099424	0
ENSCAFG00845000988	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSCAFG00845000994	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSCAFG00845001001	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSCAFG00845001005	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSCAFG00845001008	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSCAFG00845001012	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSCAFG00845001018	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSCAFG00845001022	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSCAFG00845001027	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSCAFG00845001034	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSCAFG00845001038	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSCAFG00845001043	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSCAFG00845001048	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSCAFG00845001052	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSCAFG00845001055	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSCAFG00845001061	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSCAFG00845001067	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSCAFG00845001069	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSCAFG00845001073	1	many_to_many_DifferentNumber	ENSMUSG00000087079;ENSMUSG00000099424;ENSMUSG00000085580;ENSMUSG00000079604	0	NA	NA	NA	0
ENSCAFG00845001071	1	one_to_many	ENSMUSG00000075538;ENSMUSG00000062319;ENSMUSG00000085070;ENSMUSG00000079603	0	NA	NA	NA	0
ENSCAFG00845001009	1	one_to_one	ENSMUSG00000110290	0	NA	NA	NA	1
ENSCAFG00845001011	1	one_to_many	ENSMUSG00000117840;ENSMUSG00000118080;ENSMUSG00000118347;ENSMUSG00000118122;ENSMUSG00000120345	1	one_to_one	lncgSS.up	ENSMUSG00000120345	0
ENSCAFG00845001089	1	many_to_one	ENSMUSG00000117852	0	NA	NA	NA	1
ENSCAFG00845001109	1	many_to_one	ENSMUSG00000117852	0	NA	NA	NA	1
ENSCAFG00845001123	1	many_to_one	ENSMUSG00000117852	0	NA	NA	NA	1
ENSCAFG00845001132	1	many_to_one	ENSMUSG00000117852	0	NA	NA	NA	1
ENSCAFG00845001144	1	many_to_one	ENSMUSG00000117852	0	NA	NA	NA	1
ENSCAFG00845001901	1	many_to_one	ENSMUSG00000097746	0	NA	NA	NA	0
ENSCAFG00845001916	1	many_to_one	ENSMUSG00000097746	0	NA	NA	NA	0
ENSCAFG00845001923	1	one_to_one	ENSMUSG00000102329	0	NA	NA	NA	0
ENSCAFG00845002477	1	one_to_one	ENSMUSG00000086326	0	NA	NA	NA	0
ENSCAFG00845002847	1	one_to_one	ENSMUSG00000113759	0	NA	NA	NA	1
ENSCAFG00845002850	1	one_to_one	ENSMUSG00000113259	0	NA	NA	NA	1
ENSCAFG00845002857	1	one_to_one	ENSMUSG00000121092	1	one_to_one	lncgSS.dw	ENSMUSG00000121092	1
ENSCAFG00845003113	1	one_to_one	ENSMUSG00000104225	0	NA	NA	NA	0
ENSCAFG00845003118	1	many_to_many_DifferentNumber	ENSMUSG00000113757;ENSMUSG00000113017;ENSMUSG00000113765;ENSMUSG00000101540	1	many_to_many_strict	lincSS.dw	ENSMUSG00000113757;ENSMUSG00000113017	0
ENSCAFG00845003152	1	many_to_many_DifferentNumber	ENSMUSG00000113757;ENSMUSG00000113017;ENSMUSG00000113765;ENSMUSG00000101540	1	many_to_many_strict	lincSS.dw	ENSMUSG00000113757;ENSMUSG00000113017	0
ENSCAFG00845003150	1	one_to_many	ENSMUSG00000113054;ENSMUSG00000113483;ENSMUSG00000114097	0	NA	NA	NA	0
ENSCAFG00845003402	1	one_to_one	ENSMUSG00000109727	0	NA	NA	NA	1
ENSCAFG00845003455	1	one_to_one	ENSMUSG00000110166	0	NA	NA	NA	1
ENSCAFG00845004438	1	one_to_many	ENSMUSG00000097992;ENSMUSG00000098086	1	one_to_one	lncgSS.up	ENSMUSG00000097992	1
ENSCAFG00845004956	1	one_to_one	ENSMUSG00000109731	0	NA	NA	NA	0
ENSCAFG00845005106	1	many_to_one	ENSMUSG00000086369	0	NA	NA	NA	1
ENSCAFG00845005113	1	many_to_one	ENSMUSG00000086369	0	NA	NA	NA	1
ENSCAFG00845005161	1	one_to_many	ENSMUSG00000120256;ENSMUSG00000085085	1	one_to_one	lincConv	ENSMUSG00000120256	1
ENSCAFG00845006052	1	one_to_one	ENSMUSG00000073752	0	NA	NA	NA	0
ENSCAFG00845007513	1	many_to_many_DifferentNumber	ENSMUSG00000086262;ENSMUSG00000087171;ENSMUSG00000086856	0	NA	NA	NA	0
ENSCAFG00845007539	1	many_to_many_DifferentNumber	ENSMUSG00000086262;ENSMUSG00000087171;ENSMUSG00000086856	1	one_to_many	lincSS.dw	ENSMUSG00000086856;ENSMUSG00000087171	0
ENSCAFG00845007568	1	one_to_one	ENSMUSG00000090358	0	NA	NA	NA	1
ENSCAFG00845008075	1	many_to_many_DifferentNumber	ENSMUSG00000114534;ENSMUSG00000114807	0	NA	NA	NA	1
ENSCAFG00845008100	1	many_to_many_DifferentNumber	ENSMUSG00000114534;ENSMUSG00000114807	0	NA	NA	NA	1
ENSCAFG00845008115	1	many_to_many_DifferentNumber	ENSMUSG00000114534;ENSMUSG00000114807	0	NA	NA	NA	1
ENSCAFG00845008353	1	many_to_many_sameNumber	ENSMUSG00000085667;ENSMUSG00000118394	1	one_to_one	lncgConv	ENSMUSG00000085667	1
ENSCAFG00845008362	1	many_to_many_sameNumber	ENSMUSG00000085667;ENSMUSG00000118394	0	NA	NA	NA	1
ENSCAFG00845009830	1	one_to_one	ENSMUSG00000086290	1	one_to_one	lncgConv	ENSMUSG00000086290	1
ENSCAFG00845010460	1	many_to_many_DifferentNumber	ENSMUSG00000114276;ENSMUSG00000114637	1	many_to_one	lincSS.up	ENSMUSG00000114276	1
ENSCAFG00845010467	1	many_to_many_DifferentNumber	ENSMUSG00000114276;ENSMUSG00000114637	1	many_to_one	lincSS.up	ENSMUSG00000114276	1
ENSCAFG00845010488	1	many_to_many_DifferentNumber	ENSMUSG00000114276;ENSMUSG00000114637	1	many_to_one	lincSS.up	ENSMUSG00000114276	1
ENSCAFG00845010522	1	many_to_many_DifferentNumber	ENSMUSG00000114276;ENSMUSG00000114637	1	many_to_one	lincSS.up	ENSMUSG00000114276	1
ENSCAFG00845010529	1	many_to_many_DifferentNumber	ENSMUSG00000114276;ENSMUSG00000114637	0	NA	NA	NA	1
ENSCAFG00845010655	1	one_to_one	ENSMUSG00000086997	0	NA	NA	NA	1
ENSCAFG00845011489	1	many_to_many_DifferentNumber	ENSMUSG00000117521;ENSMUSG00000117579	1	many_to_one	lincSS.up	ENSMUSG00000117521	1
ENSCAFG00845011508	1	many_to_many_DifferentNumber	ENSMUSG00000117521;ENSMUSG00000117579	1	many_to_one	lincSS.up	ENSMUSG00000117521	1
ENSCAFG00845011525	1	many_to_many_DifferentNumber	ENSMUSG00000117521;ENSMUSG00000117579	1	many_to_one	lincSS.up	ENSMUSG00000117521	1
ENSCAFG00845011673	1	one_to_one	ENSMUSG00000114846	0	NA	NA	NA	0
ENSCAFG00845014493	1	one_to_one	ENSMUSG00000086788	0	NA	NA	NA	0
ENSCAFG00845016216	1	many_to_many_DifferentNumber	ENSMUSG00000104284;ENSMUSG00000102517;ENSMUSG00000086921;ENSMUSG00000102816;ENSMUSG00000102136;ENSMUSG00000102357;ENSMUSG00000102494	1	many_to_many	lncgSS.dw	ENSMUSG00000102357;ENSMUSG00000086921;ENSMUSG00000102517;ENSMUSG00000102136;ENSMUSG00000102816;ENSMUSG00000102494;ENSMUSG00000104284	0
ENSCAFG00845016228	1	many_to_many_DifferentNumber	ENSMUSG00000104284;ENSMUSG00000102517;ENSMUSG00000086921;ENSMUSG00000102816;ENSMUSG00000102136;ENSMUSG00000102357;ENSMUSG00000102494	1	many_to_many	lncgSS.dw	ENSMUSG00000102357;ENSMUSG00000086921;ENSMUSG00000102517;ENSMUSG00000102136;ENSMUSG00000102816;ENSMUSG00000102494;ENSMUSG00000104284	0
ENSCAFG00845017821	1	one_to_many	ENSMUSG00000118257;ENSMUSG00000118193	0	NA	NA	NA	1
ENSCAFG00845019325	1	many_to_one	ENSMUSG00000117674	1	many_to_many_strict	lncgDivg	ENSMUSG00000118315;ENSMUSG00000117674	1
ENSCAFG00845019366	1	many_to_one	ENSMUSG00000117674	1	many_to_many_strict	lncgDivg	ENSMUSG00000118315;ENSMUSG00000117674	1
ENSCAFG00845028636	1	many_to_many_DifferentNumber	ENSMUSG00000085204;ENSMUSG00000086057;ENSMUSG00000086402;ENSMUSG00000086092;ENSMUSG00000120592;ENSMUSG00000086111	1	one_to_one	lincSS.up	ENSMUSG00000120592	1
ENSCAFG00845028645	1	many_to_many_DifferentNumber	ENSMUSG00000085204;ENSMUSG00000086057;ENSMUSG00000086402;ENSMUSG00000086092;ENSMUSG00000120592;ENSMUSG00000086111	0	NA	NA	NA	1
ENSCAFG00845029078	1	many_to_many_sameNumber	ENSMUSG00000114307;ENSMUSG00000114824	1	one_to_one	lincDivg	ENSMUSG00000114824	1
ENSCAFG00845029082	1	many_to_many_sameNumber	ENSMUSG00000114307;ENSMUSG00000114824	0	NA	NA	NA	1
ENSCAFG00845029084	1	many_to_many_DifferentNumber	ENSMUSG00000109853;ENSMUSG00000114775;ENSMUSG00000114472	0	NA	NA	NA	1
ENSCAFG00845029087	1	many_to_many_DifferentNumber	ENSMUSG00000109853;ENSMUSG00000114775;ENSMUSG00000114472	0	NA	NA	NA	1
ENSCAFG00845001501	1	many_to_many_DifferentNumber	ENSMUSG00000103510;ENSMUSG00000120782	0	NA	NA	NA	1
ENSCAFG00845001532	1	many_to_many_DifferentNumber	ENSMUSG00000103510;ENSMUSG00000120782	0	NA	NA	NA	1
ENSCAFG00845001535	1	many_to_many_DifferentNumber	ENSMUSG00000103510;ENSMUSG00000120782	0	NA	NA	NA	1
ENSCAFG00845001540	1	many_to_many_DifferentNumber	ENSMUSG00000103510;ENSMUSG00000120782	0	NA	NA	NA	1
ENSCAFG00845001544	1	many_to_many_DifferentNumber	ENSMUSG00000103510;ENSMUSG00000120782	0	NA	NA	NA	1
ENSCAFG00845001552	1	many_to_many_DifferentNumber	ENSMUSG00000103510;ENSMUSG00000120782	0	NA	NA	NA	1
ENSCAFG00845001556	1	many_to_many_DifferentNumber	ENSMUSG00000103510;ENSMUSG00000120782	0	NA	NA	NA	0
ENSCAFG00845001563	1	many_to_many_DifferentNumber	ENSMUSG00000103510;ENSMUSG00000120782	0	NA	NA	NA	1
ENSCAFG00845001598	1	many_to_many_DifferentNumber	ENSMUSG00000103510;ENSMUSG00000120782	0	NA	NA	NA	1
ENSCAFG00845001521	1	many_to_many_DifferentNumber	ENSMUSG00000099404;ENSMUSG00000103644;ENSMUSG00000103963;ENSMUSG00000079045;ENSMUSG00000119953	0	NA	NA	NA	1
ENSCAFG00845001573	1	many_to_many_DifferentNumber	ENSMUSG00000099404;ENSMUSG00000103644;ENSMUSG00000103963;ENSMUSG00000079045;ENSMUSG00000119953	0	NA	NA	NA	1
ENSCAFG00845001588	1	many_to_many_DifferentNumber	ENSMUSG00000099404;ENSMUSG00000103644;ENSMUSG00000103963;ENSMUSG00000079045;ENSMUSG00000119953	1	one_to_many	lncgDivg	ENSMUSG00000119953;ENSMUSG00000079045;ENSMUSG00000099404	1
ENSCAFG00845002478	1	one_to_many	ENSMUSG00000097325;ENSMUSG00000104206;ENSMUSG00000104077	1	one_to_one	lncgConv	ENSMUSG00000097325	1
ENSCAFG00845002528	1	one_to_many	ENSMUSG00000103670;ENSMUSG00000120842	1	one_to_many	lncgDivg	ENSMUSG00000120842;ENSMUSG00000103670	0
ENSCAFG00845003043	1	many_to_one	ENSMUSG00000089812	0	NA	NA	NA	1
ENSCAFG00845003055	1	many_to_one	ENSMUSG00000089812	0	NA	NA	NA	1
ENSCAFG00845003225	1	one_to_one	ENSMUSG00000097666	0	NA	NA	NA	1
ENSCAFG00845003236	1	one_to_one	ENSMUSG00000097316	0	NA	NA	NA	1
ENSCAFG00845003440	1	one_to_many	ENSMUSG00000100572;ENSMUSG00000117069	0	NA	NA	NA	1
ENSCAFG00845003567	1	one_to_one	ENSMUSG00000120395	0	NA	NA	NA	1
ENSCAFG00845003982	1	one_to_one	ENSMUSG00000099933	0	NA	NA	NA	0
ENSCAFG00845004244	1	one_to_many	ENSMUSG00000100945;ENSMUSG00000100334	0	NA	NA	NA	1
ENSCAFG00845004340	1	one_to_one	ENSMUSG00000103079	0	NA	NA	NA	1
ENSCAFG00845004593	1	one_to_many	ENSMUSG00000117335;ENSMUSG00000117250;ENSMUSG00000117229	1	one_to_one	lincConv	ENSMUSG00000117229	1
ENSCAFG00845004818	1	many_to_one	ENSMUSG00000100685	0	NA	NA	NA	1
ENSCAFG00845004823	1	many_to_one	ENSMUSG00000100685	0	NA	NA	NA	1
ENSCAFG00845004825	1	many_to_one	ENSMUSG00000100685	0	NA	NA	NA	1
ENSCAFG00845004829	1	many_to_one	ENSMUSG00000100685	0	NA	NA	NA	1
ENSCAFG00845004837	1	many_to_one	ENSMUSG00000120613	0	NA	NA	NA	1
ENSCAFG00845004839	1	many_to_one	ENSMUSG00000120613	0	NA	NA	NA	1
ENSCAFG00845005479	1	one_to_one	ENSMUSG00000120654	0	NA	NA	NA	1
ENSCAFG00845008147	1	many_to_one	ENSMUSG00000102923	0	NA	NA	NA	0
ENSCAFG00845008167	1	many_to_one	ENSMUSG00000102923	0	NA	NA	NA	0
ENSCAFG00845009079	1	many_to_many_sameNumber	ENSMUSG00000097428;ENSMUSG00000097156	0	NA	NA	NA	0
ENSCAFG00845009096	1	many_to_many_sameNumber	ENSMUSG00000097428;ENSMUSG00000097156	1	one_to_one	lincConv	ENSMUSG00000097156	0
ENSCAFG00845009073	1	one_to_many	ENSMUSG00000097280;ENSMUSG00000096935	1	one_to_one	lncgConv	ENSMUSG00000096935	0
ENSCAFG00845012308	1	many_to_many_DifferentNumber	ENSMUSG00000121026;ENSMUSG00000120933	0	NA	NA	NA	1
ENSCAFG00845012320	1	many_to_many_DifferentNumber	ENSMUSG00000121026;ENSMUSG00000120933	1	many_to_many_strict	lincSS.up	ENSMUSG00000120933;ENSMUSG00000121026	1
ENSCAFG00845012331	1	many_to_many_DifferentNumber	ENSMUSG00000121026;ENSMUSG00000120933	1	many_to_many_strict	lincSS.up	ENSMUSG00000120933;ENSMUSG00000121026	1
ENSCAFG00845012343	1	one_to_many	ENSMUSG00000054135;ENSMUSG00000120002	1	one_to_one	lincDivg	ENSMUSG00000054135	1
ENSCAFG00845012440	1	many_to_many_DifferentNumber	ENSMUSG00000117404;ENSMUSG00000117380;ENSMUSG00000119962	0	NA	NA	NA	1
ENSCAFG00845012444	1	many_to_many_DifferentNumber	ENSMUSG00000117404;ENSMUSG00000117380;ENSMUSG00000119962	0	NA	NA	NA	1
ENSCAFG00845012457	1	many_to_many_DifferentNumber	ENSMUSG00000117404;ENSMUSG00000117380;ENSMUSG00000119962	1	many_to_one	lincSS.up	ENSMUSG00000117404	1
ENSCAFG00845012467	1	many_to_many_DifferentNumber	ENSMUSG00000117404;ENSMUSG00000117380;ENSMUSG00000119962	1	many_to_one	lincSS.up	ENSMUSG00000117404	1
ENSCAFG00845012482	1	many_to_many_DifferentNumber	ENSMUSG00000117404;ENSMUSG00000117380;ENSMUSG00000119962	1	many_to_one	lincSS.up	ENSMUSG00000117404	1
ENSCAFG00845012579	1	many_to_many_DifferentNumber	ENSMUSG00000117404;ENSMUSG00000117380;ENSMUSG00000119962	1	many_to_one	lincSS.up	ENSMUSG00000117404	1
ENSCAFG00845012449	1	many_to_many_sameNumber	ENSMUSG00000117450;ENSMUSG00000117645;ENSMUSG00000117613	1	one_to_one	lincConv	ENSMUSG00000117645	1
ENSCAFG00845012476	1	many_to_many_sameNumber	ENSMUSG00000117450;ENSMUSG00000117645;ENSMUSG00000117613	1	many_to_one	lincDivg	ENSMUSG00000117613	1
ENSCAFG00845012572	1	many_to_many_sameNumber	ENSMUSG00000117450;ENSMUSG00000117645;ENSMUSG00000117613	1	many_to_one	lincDivg	ENSMUSG00000117613	1
ENSCAFG00845013127	1	many_to_many_sameNumber	ENSMUSG00000117536;ENSMUSG00000117608	0	NA	NA	NA	0
ENSCAFG00845013161	1	many_to_many_sameNumber	ENSMUSG00000117536;ENSMUSG00000117608	0	NA	NA	NA	0
