lncRNAid_Mus_musculus	isTable_1_Homo_sapiens	orthology_type_synteny_Homo_sapiens	lncRNA_synteny_id_Homo_sapiens	isTable_2_Homo_sapiens	orthology_type_configuration_Homo_sapiens	configuration_type_configuration_Homo_sapiens	lncRNA_configuration_id_Homo_sapiens	isTable_3_Homo_sapiens	isTable_1_Canis_lupus_familiaris	orthology_type_synteny_Canis_lupus_familiaris	lncRNA_synteny_id_Canis_lupus_familiaris	isTable_2_Canis_lupus_familiaris	orthology_type_configuration_Canis_lupus_familiaris	configuration_type_configuration_Canis_lupus_familiaris	lncRNA_configuration_id_Canis_lupus_familiaris	isTable_3_Canis_lupus_familiaris	sumIsTable	sumIsTable_1	sumIsTable_2	sumIsTable_3
ENSMUSG00000051986	1	one_to_many	ENSG00000234435;ENSG00000234862;ENSG00000238034	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000052125	0	NA	NA	0	NA	NA	NA	1	1	one_to_one	ENSCAFG00845027325	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000052143	1	many_to_many_DifferentNumber	ENSG00000280515;ENSG00000281264;ENSG00000259503;ENSG00000287741	1	one_to_one	lncgDivg	ENSG00000259532	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000052188	0	NA	NA	1	one_to_many	lncgDivg	ENSG00000237410;ENSG00000289058	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000052236	1	many_to_many_DifferentNumber	ENSG00000239677;ENSG00000242741;ENSG00000239454	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000052248	1	many_to_many_DifferentNumber	ENSG00000283118;ENSG00000238057;ENSG00000226674;ENSG00000286225;ENSG00000233842;ENSG00000231040;ENSG00000287847;ENSG00000232606	1	one_to_many	lncgDivg	ENSG00000232606;ENSG00000283118;ENSG00000238057	0	1	many_to_one	ENSCAFG00845006200	0	NA	NA	NA	0	3	2	1	0
ENSMUSG00000052281	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000052291	1	many_to_many_DifferentNumber	ENSG00000257241;ENSG00000257815	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000052295	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000052368	0	NA	NA	1	many_to_one	lincDivg	ENSG00000234948	1	0	NA	NA	0	NA	NA	NA	0	2	0	1	1
ENSMUSG00000052371	0	NA	NA	1	one_to_many	lncgDivg	ENSG00000272729;ENSG00000237380	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000052403	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000052479	1	one_to_many	ENSG00000261014;ENSG00000231589;ENSG00000261743;ENSG00000259846;ENSG00000261653;ENSG00000260115;ENSG00000260715	1	one_to_one	lncgDivg	ENSG00000260115	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000052563	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000052629	1	many_to_one	ENSG00000260305	1	many_to_one	lncgDivg	ENSG00000260305	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000052673	1	one_to_one	ENSG00000282885	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000052724	0	NA	NA	0	NA	NA	NA	0	1	one_to_one	ENSCAFG00845021917	1	one_to_one	lncgDivg	ENSCAFG00845021917	0	2	1	1	0
ENSMUSG00000052730	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000052767	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000052769	1	one_to_one	ENSG00000225938	1	one_to_one	lncgDivg	ENSG00000225938	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000052865	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000052951	1	one_to_one	ENSG00000224842	1	one_to_one	lncgDivg	ENSG00000224842	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000053049	1	many_to_one	ENSG00000255084	1	many_to_many	lncgDivg	ENSG00000255345;ENSG00000254885;ENSG00000254563	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000053081	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000053117	1	many_to_many_DifferentNumber	ENSG00000231104;ENSG00000177640;ENSG00000238276	1	one_to_one	lincConv	ENSG00000238276	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000053121	1	one_to_one	ENSG00000229660	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000053181	1	one_to_many	ENSG00000286834;ENSG00000230262	1	one_to_one	lncgDivg	ENSG00000230262	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000053214	1	one_to_one	ENSG00000225378	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000053263	1	one_to_one	ENSG00000228839	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000053332	1	many_to_one	ENSG00000234741	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000053353	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000053360	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000053420	0	NA	NA	0	NA	NA	NA	1	1	one_to_many	ENSCAFG00845022473;ENSCAFG00845022478;ENSCAFG00845022495;ENSCAFG00845022505	1	one_to_one	lincDivg	ENSCAFG00845022473	1	4	1	1	2
ENSMUSG00000053442	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000053499	1	many_to_many_DifferentNumber	ENSG00000230096;ENSG00000231298;ENSG00000287023;ENSG00000233117	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000053528	1	many_to_one	ENSG00000259692	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000053545	1	many_to_many_DifferentNumber	ENSG00000258197;ENSG00000233492;ENSG00000289590;ENSG00000279082	1	many_to_many_strict	lncgDivg	ENSG00000289590;ENSG00000258197	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000053588	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000053613	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000053615	1	one_to_many	ENSG00000286947;ENSG00000259705	1	one_to_many	lncgDivg	ENSG00000259705;ENSG00000286947	0	0	NA	NA	0	NA	NA	NA	1	3	1	1	1
ENSMUSG00000053640	1	many_to_many_DifferentNumber	ENSG00000230690;ENSG00000287793;ENSG00000227157;ENSG00000236109;ENSG00000228528;ENSG00000286290;ENSG00000227680;ENSG00000269707;ENSG00000235597;ENSG00000256637	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000053714	1	one_to_one	ENSG00000213904	1	one_to_one	lncgConv	ENSG00000213904	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000053749	1	one_to_one	ENSG00000245330	1	one_to_one	lncgDivg	ENSG00000245330	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000053821	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	1	one_to_one	lncgDivg	ENSCAFG00845025097	0	1	0	1	0
ENSMUSG00000053889	0	NA	NA	1	one_to_many	lncgDivg	ENSG00000255317;ENSG00000257271;ENSG00000254607;ENSG00000254960;ENSG00000218109	1	1	one_to_many	ENSCAFG00845009272;ENSCAFG00845009285	1	one_to_one	lncgDivg	ENSCAFG00845008952	1	5	1	2	2
ENSMUSG00000053925	0	NA	NA	1	one_to_one	lncgConv	ENSG00000226889	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000053957	1	many_to_one	ENSG00000236866	1	one_to_one	lncgDivg	ENSG00000236866	1	1	many_to_one	ENSCAFG00845029579	1	one_to_one	lncgDivg	ENSCAFG00845029579	1	6	2	2	2
ENSMUSG00000053979	1	many_to_many_DifferentNumber	ENSG00000253802;ENSG00000272479	1	many_to_one	lincSS.dw	ENSG00000272479	0	0	NA	NA	1	many_to_many_strict	lincSS.dw	ENSCAFG00845009050;ENSCAFG00845009060	0	3	1	2	0
ENSMUSG00000054006	1	one_to_one	ENSG00000283125	1	one_to_one	lncgDivg	ENSG00000283125	1	1	one_to_one	ENSCAFG00845002705	0	NA	NA	NA	1	5	2	1	2
ENSMUSG00000054057	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	1	one_to_one	lncgSS.dw	ENSCAFG00845008721	1	2	0	1	1
ENSMUSG00000054061	1	one_to_one	ENSG00000255382	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000054069	1	one_to_one	ENSG00000275383	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000054135	0	NA	NA	0	NA	NA	NA	1	1	many_to_one	ENSCAFG00845012343	1	one_to_one	lincDivg	ENSCAFG00845012343	1	4	1	1	2
ENSMUSG00000054181	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000054247	1	many_to_many_sameNumber	ENSG00000272267;ENSG00000253252;ENSG00000254237;ENSG00000253887;ENSG00000253735	1	one_to_one	lncgDivg	ENSG00000272267	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000054258	1	one_to_one	ENSG00000271897	1	one_to_one	lincSS.dw	ENSG00000271897	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000054391	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000054412	0	NA	NA	1	many_to_many_strict	lncgDivg	ENSG00000235121;ENSG00000236390	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000054418	1	many_to_many_sameNumber	ENSG00000285535;ENSG00000267263;ENSG00000286534;ENSG00000267665;ENSG00000267506	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000054426	1	one_to_many	ENSG00000235795;ENSG00000289355;ENSG00000233184	1	one_to_many	lncgDivg	ENSG00000233184;ENSG00000235795	1	1	one_to_one	ENSCAFG00845012082	0	NA	NA	NA	1	5	2	1	2
ENSMUSG00000054457	1	many_to_many_sameNumber	ENSG00000229042;ENSG00000227599;ENSG00000233508	1	many_to_many	lncgDivg	ENSG00000229042;ENSG00000233508;ENSG00000227599	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000054488	1	many_to_many_DifferentNumber	ENSG00000234973;ENSG00000236769;ENSG00000237590;ENSG00000229116;ENSG00000287901	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000054493	1	one_to_many	ENSG00000235531;ENSG00000254277	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000054514	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000054589	1	one_to_one	ENSG00000253297	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000054598	0	NA	NA	0	NA	NA	NA	0	1	one_to_one	ENSCAFG00845004042	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000054618	1	many_to_many_sameNumber	ENSG00000287590;ENSG00000253708;ENSG00000254109	1	one_to_one	lincConv	ENSG00000287590	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000054622	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000054779	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000273007	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000054822	1	one_to_many	ENSG00000271938;ENSG00000261449	1	one_to_one	lncgDivg	ENSG00000261449	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000054885	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000054909	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000054910	1	one_to_one	ENSG00000197595	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000054944	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000054945	1	one_to_one	ENSG00000250220	1	one_to_one	lncgDivg	ENSG00000250220	1	1	one_to_many	ENSCAFG00845005652;ENSCAFG00845005677;ENSCAFG00845005681;ENSCAFG00845005685	1	one_to_one	lncgDivg	ENSCAFG00845005652	1	6	2	2	2
ENSMUSG00000055015	1	one_to_many	ENSG00000261158;ENSG00000260378	1	one_to_many	lncgDivg	ENSG00000260378;ENSG00000261158	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000055045	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000055110	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000055125	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000055134	1	one_to_one	ENSG00000265349	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000055138	1	one_to_one	ENSG00000249710	0	NA	NA	NA	0	1	one_to_many	ENSCAFG00845024286;ENSCAFG00845024304	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000055159	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000260352	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000055188	1	one_to_one	ENSG00000204620	1	one_to_many	lncgDivg	ENSG00000228343;ENSG00000204620	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000055198	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000055323	1	one_to_one	ENSG00000250616	1	one_to_one	lncgConv	ENSG00000250616	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000055370	0	NA	NA	1	many_to_many	lncgDivg	ENSG00000242767;ENSG00000241560;ENSG00000288896;ENSG00000242880;ENSG00000242290;ENSG00000239946;ENSG00000241295	0	0	NA	NA	1	many_to_one	lncgDivg	ENSCAFG00845015227	1	3	0	2	1
ENSMUSG00000055403	0	NA	NA	1	one_to_one	lincSS.dw	ENSG00000239921	0	0	NA	NA	0	NA	NA	NA	0	1	0	1	0
ENSMUSG00000055408	1	one_to_one	ENSG00000243766	1	one_to_one	lncgDivg	ENSG00000243766	0	0	NA	NA	0	NA	NA	NA	1	3	1	1	1
ENSMUSG00000055446	1	one_to_one	ENSG00000236304	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000055833	1	one_to_one	ENSG00000227764	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000055961	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000055972	1	one_to_many	ENSG00000248476;ENSG00000273017;ENSG00000228817;ENSG00000234293	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000056023	1	many_to_many_DifferentNumber	ENSG00000251511;ENSG00000248912;ENSG00000249479;ENSG00000289320	1	one_to_one	lincDivg	ENSG00000289320	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000056031	1	one_to_one	ENSG00000286875	1	one_to_one	lncgDivg	ENSG00000286875	0	0	NA	NA	1	one_to_one	lncgDivg	ENSCAFG00845010409	0	3	1	2	0
ENSMUSG00000056061	1	one_to_many	ENSG00000229882;ENSG00000264490;ENSG00000272050;ENSG00000289634;ENSG00000174407;ENSG00000289548	1	one_to_one	lncgDivg	ENSG00000272050	0	1	one_to_many	ENSCAFG00845017267;ENSCAFG00845017277;ENSCAFG00845017322;ENSCAFG00845017394;ENSCAFG00845017436;ENSCAFG00845017477	1	one_to_one	lncgDivg	ENSCAFG00845017267	0	4	2	2	0
ENSMUSG00000056089	0	NA	NA	1	many_to_many_strict	lncgDivg	ENSG00000215196;ENSG00000271892	0	1	many_to_many_DifferentNumber	ENSCAFG00845003316;ENSCAFG00845003320;ENSCAFG00845003327;ENSCAFG00845003330	1	many_to_one	lncgDivg	ENSCAFG00845003316	0	3	1	2	0
ENSMUSG00000056128	1	one_to_one	ENSG00000224132	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000056145	0	NA	NA	0	NA	NA	NA	0	1	many_to_many_DifferentNumber	ENSCAFG00845001884;ENSCAFG00845001894;ENSCAFG00845001903	1	one_to_one	lncgSS.dw	ENSCAFG00845001884	1	3	1	1	1
ENSMUSG00000056288	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000056332	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000056411	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000228703	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000056445	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000056687	1	one_to_one	ENSG00000266598	1	one_to_one	lncgDivg	ENSG00000266598	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000056699	1	one_to_many	ENSG00000289962;ENSG00000234476	1	one_to_one	lincSS.up	ENSG00000234476	0	0	NA	NA	0	NA	NA	NA	1	3	1	1	1
ENSMUSG00000056735	1	one_to_one	ENSG00000256742	1	one_to_one	lncgDivg	ENSG00000256742	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000056738	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000056753	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000275091	0	0	NA	NA	0	NA	NA	NA	0	1	0	1	0
ENSMUSG00000056771	1	one_to_many	ENSG00000250899;ENSG00000289980	1	one_to_one	lincSS.dw	ENSG00000289980	0	1	one_to_one	ENSCAFG00845024324	0	NA	NA	NA	0	3	2	1	0
ENSMUSG00000056821	1	many_to_one	ENSG00000257193	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000057047	0	NA	NA	0	NA	NA	NA	1	1	one_to_one	ENSCAFG00845013385	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000057215	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000057359	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000057710	1	many_to_one	ENSG00000240086	1	one_to_one	lncgConv	ENSG00000240086	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000058934	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000059027	0	NA	NA	0	NA	NA	NA	1	1	one_to_many	ENSCAFG00845024372;ENSCAFG00845024410;ENSCAFG00845024435;ENSCAFG00845024448;ENSCAFG00845024460	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000059244	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000059277	1	one_to_many	ENSG00000238184;ENSG00000290098	1	one_to_many	lncgDivg	ENSG00000238184;ENSG00000290098	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000059631	1	many_to_many_DifferentNumber	ENSG00000242048;ENSG00000239911;ENSG00000290095	1	many_to_many	lncgDivg	ENSG00000290095;ENSG00000239911;ENSG00000242048	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000059659	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000059706	1	many_to_many_DifferentNumber	ENSG00000264421;ENSG00000266473;ENSG00000285877	1	one_to_many	lncgDivg	ENSG00000266473;ENSG00000264421;ENSG00000285877	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000060029	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000060143	1	many_to_many_sameNumber	ENSG00000229011;ENSG00000281721;ENSG00000229175;ENSG00000227676;ENSG00000285902	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000060375	1	many_to_many_DifferentNumber	ENSG00000287501;ENSG00000258795;ENSG00000176605;ENSG00000237342;ENSG00000258393;ENSG00000259110;ENSG00000258511;ENSG00000287991;ENSG00000229402;ENSG00000246084;ENSG00000285584	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000060411	1	many_to_one	ENSG00000286458	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000060424	1	many_to_many_DifferentNumber	ENSG00000234781;ENSG00000231626;ENSG00000228968;ENSG00000232597;ENSG00000234177;ENSG00000236141;ENSG00000288565;ENSG00000229209;ENSG00000277527;ENSG00000224095;ENSG00000225765;ENSG00000233639	1	one_to_one	lncgDivg	ENSG00000233639	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000060808	1	one_to_one	ENSG00000286799	1	one_to_one	lncgDivg	ENSG00000286799	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000061510	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000062046	1	many_to_many_DifferentNumber	ENSG00000230027;ENSG00000225605	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000062224	1	many_to_one	ENSG00000287253	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000062282	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000062319	1	many_to_many_DifferentNumber	ENSG00000226990;ENSG00000224788;ENSG00000230014;ENSG00000234752;ENSG00000226861;ENSG00000223808;ENSG00000287309;ENSG00000232638;ENSG00000289363;ENSG00000289328	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845001071	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000062391	1	many_to_many_DifferentNumber	ENSG00000266765;ENSG00000265927;ENSG00000177338;ENSG00000266357;ENSG00000285648;ENSG00000265935	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000062470	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000062496	1	many_to_one	ENSG00000287081	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000062704	1	one_to_one	ENSG00000287444	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000063018	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000063087	1	many_to_many_DifferentNumber	ENSG00000272914;ENSG00000237036	1	one_to_one	lncgDivg	ENSG00000237036	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000063109	1	one_to_one	ENSG00000283209	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000063714	0	NA	NA	1	one_to_many	lncgDivg	ENSG00000289296;ENSG00000271151	0	0	NA	NA	0	NA	NA	NA	0	1	0	1	0
ENSMUSG00000063751	1	one_to_one	ENSG00000254862	1	one_to_one	lncgDivg	ENSG00000254862	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000064032	0	NA	NA	0	NA	NA	NA	0	1	one_to_one	ENSCAFG00845011323	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000064052	1	many_to_many_DifferentNumber	ENSG00000288581;ENSG00000227659;ENSG00000234303;ENSG00000286757	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000064263	1	many_to_many_DifferentNumber	ENSG00000236651;ENSG00000232555;ENSG00000288048	0	NA	NA	NA	0	1	many_to_many_sameNumber	ENSCAFG00845028545;ENSCAFG00845028553	1	one_to_many	lincSS.up	ENSCAFG00845028545;ENSCAFG00845028553	0	3	2	1	0
ENSMUSG00000066060	0	NA	NA	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845015237	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000066170	1	many_to_one	ENSG00000287458	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845006928	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000066175	1	one_to_many	ENSG00000289754;ENSG00000275441	1	one_to_one	lncgDivg	ENSG00000275441	0	1	one_to_one	ENSCAFG00845002277	0	NA	NA	NA	0	3	2	1	0
ENSMUSG00000066176	1	many_to_one	ENSG00000289987	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000066477	1	many_to_one	ENSG00000259203	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845027976	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000066938	1	one_to_one	ENSG00000269210	1	one_to_one	lncgDivg	ENSG00000269210	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000067101	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000067103	1	many_to_many_DifferentNumber	ENSG00000269391;ENSG00000233570;ENSG00000288050;ENSG00000271964;ENSG00000272498;ENSG00000272529;ENSG00000287377	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000067285	1	many_to_many_DifferentNumber	ENSG00000249988;ENSG00000250634;ENSG00000251679;ENSG00000248425;ENSG00000287360	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000067389	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
