PCG.Canis_lupus_familiaris	lncRNA.Canis_lupus_familiaris	conf.Canis_lupus_familiaris	class.Canis_lupus_familiaris	distance.Canis_lupus_familiaris	PCG.Homo_sapiens	lncRNA.Homo_sapiens	conf.Homo_sapiens	class.Homo_sapiens	distance.Homo_sapiens
ENSCAFG00845022289	ENSCAFG00845022228	lincDivg	n.n.n	24583	ENSG00000100604	ENSG00000258499	lincDivg	1.1.1	15668
ENSCAFG00845022333	ENSCAFG00845022375	lncgDivg	1.1.1	744	ENSG00000081320	ENSG00000272211	lncgDivg	1.1.1	0
ENSCAFG00845022460	ENSCAFG00845022428	lncgDivg	1.1.1	479	ENSG00000173376	ENSG00000250344	lncgDivg	1.1.1	0
ENSCAFG00845022474	ENSCAFG00845022672	lncgDivg	1.1.1	104	ENSG00000138411	ENSG00000229056	lncgDivg	n.1.1	0
ENSCAFG00845022596	ENSCAFG00845022798	lncgDivg	1.1.1	3109	ENSG00000196562	ENSG00000255438	lncgDivg	1.1.1	0
ENSCAFG00845022666	ENSCAFG00845022560	lncgConv	n.1.1	781	ENSG00000136478	ENSG00000266402	lncgConv	n.1.1	751
ENSCAFG00845022762	ENSCAFG00845022986	lincSS.dw	1.1.1	7900	ENSG00000164654	ENSG00000272745	lincSS.dw	1.1.1	10940
ENSCAFG00845022762	ENSCAFG00845022704	lncgDivg	1.1.1	2287	ENSG00000164654	ENSG00000272894	lncgDivg	n.n.1	0
ENSCAFG00845022767	ENSCAFG00845023162	lncgDivg	1.1.1	520	ENSG00000114423	ENSG00000288848	lncgDivg	1.1.1	0
ENSCAFG00845022921	ENSCAFG00845023011	lincSS.up	1.1.1	69451	ENSG00000187821	ENSG00000248517	lincSS.up	1.1.1	13304
ENSCAFG00845023121	ENSCAFG00845023072	lincConv	1.1.1	8366	ENSG00000170852	ENSG00000272905	lincConv	1.1.1	22111
ENSCAFG00845023138	ENSCAFG00845023287	lncgSS.dw	1.1.1	952	ENSG00000145012	ENSG00000288794	lncgSS.dw	1.1.1	0
ENSCAFG00845023173	ENSCAFG00845023152	lincConv	1.1.1	22433	ENSG00000134531	ENSG00000286869	lincConv	1.1.1	18641
ENSCAFG00845023211	ENSCAFG00845022979	lincConv	1.1.1	17992	ENSG00000081237	ENSG00000229989	lincConv	n.1.1	20385
ENSCAFG00845023220	ENSCAFG00845022594	lncgConv	1.1.1	1674	ENSG00000155657	ENSG00000237298	lncgConv	n.n.1	0
ENSCAFG00845023223	ENSCAFG00845023468	lncgSS.dw	1.1.1	167	ENSG00000100644	ENSG00000288928	lncgSS.dw	1.1.1	0
ENSCAFG00845023240	ENSCAFG00845023213	lincConv	1.1.1	6169	ENSG00000110435	ENSG00000289526	lincConv	n.n.1	0
ENSCAFG00845023310	ENSCAFG00845023328	lncgSS.dw	1.1.1	55	ENSG00000254535	ENSG00000251199	lncgSS.dw	n.n.1	0
ENSCAFG00845023391	ENSCAFG00845023476	lncgDivg	n.1.1	1163	ENSG00000138650	ENSG00000250241	lncgDivg	n.1.1	147
ENSCAFG00845023430	ENSCAFG00845023322	lncgDivg	1.1.1	4209	ENSG00000163349	ENSG00000235527	lncgDivg	n.n.1	0
ENSCAFG00845023673	ENSCAFG00845024037	lincDivg	1.1.1	22978	ENSG00000142186	ENSG00000289259	lincDivg	1.1.1	52810
ENSCAFG00845023673	ENSCAFG00845024037	lincDivg	1.1.1	22978	ENSG00000142186	ENSG00000289740	lincDivg	1.1.1	17645
ENSCAFG00845023673	ENSCAFG00845024037	lincDivg	1.1.1	22978	ENSG00000142186	ENSG00000279243	lincDivg	n.1.1	36363
ENSCAFG00845023673	ENSCAFG00845024037	lincDivg	1.1.1	22978	ENSG00000142186	ENSG00000290061	lincDivg	1.1.1	32019
ENSCAFG00845023673	ENSCAFG00845024037	lincDivg	1.1.1	22978	ENSG00000142186	ENSG00000270117	lincDivg	1.1.1	26460
ENSCAFG00845023673	ENSCAFG00845024037	lincDivg	1.1.1	22978	ENSG00000142186	ENSG00000289883	lincDivg	1.1.1	47505
ENSCAFG00845023673	ENSCAFG00845024046	lincSS.up	1.1.1	23078	ENSG00000142186	ENSG00000251562	lincSS.up	n.1.1	18561
ENSCAFG00845023673	ENSCAFG00845024046	lincSS.up	1.1.1	23078	ENSG00000142186	ENSG00000286756	lincSS.up	n.1.1	36181
ENSCAFG00845023673	ENSCAFG00845024060	lincSS.up	1.1.1	26522	ENSG00000142186	ENSG00000251562	lincSS.up	n.1.1	18561
ENSCAFG00845023673	ENSCAFG00845024060	lincSS.up	1.1.1	26522	ENSG00000142186	ENSG00000286756	lincSS.up	n.1.1	36181
ENSCAFG00845023731	ENSCAFG00845023891	lincDivg	1.1.1	11632	ENSG00000074527	ENSG00000258292	lincDivg	1.1.1	11908
ENSCAFG00845023767	ENSCAFG00845023863	lncgDivg	1.1.1	127	ENSG00000034713	ENSG00000276523	lncgDivg	1.1.1	0
ENSCAFG00845023862	ENSCAFG00845023904	lncgDivg	1.1.1	549	ENSG00000165233	ENSG00000223446	lncgDivg	1.1.1	671
ENSCAFG00845023996	ENSCAFG00845023946	lncgSS.up	1.1.1	1008	ENSG00000139725	ENSG00000212694	lncgSS.up	n.n.1	0
ENSCAFG00845024031	ENSCAFG00845023998	lncgDivg	1.1.1	2652	ENSG00000142156	ENSG00000289224	lncgDivg	1.1.1	4056
ENSCAFG00845024108	ENSCAFG00845024155	lincSS.dw	1.1.1	35249	ENSG00000150907	ENSG00000215483	lincSS.dw	n.1.1	19860
ENSCAFG00845024154	ENSCAFG00845024376	lncgDivg	1.1.1	1327	ENSG00000102543	ENSG00000288743	lncgDivg	1.1.1	85
ENSCAFG00845024203	ENSCAFG00845024368	lincConv	1.1.1	16019	ENSG00000165084	ENSG00000254337	lincConv	n.1.1	29714
ENSCAFG00845024203	ENSCAFG00845024368	lincConv	1.1.1	16019	ENSG00000165084	ENSG00000253658	lincConv	n.1.1	61116
ENSCAFG00845024211	ENSCAFG00845024262	lncgDivg	1.1.1	490	ENSG00000089116	ENSG00000257935	lncgDivg	n.n.1	0
ENSCAFG00845024248	ENSCAFG00845024286	lncgDivg	1.1.1	1533	ENSG00000145358	ENSG00000249710	lncgDivg	1.1.1	0
ENSCAFG00845024249	ENSCAFG00845024153	lincSS.dw	1.1.1	29180	ENSG00000205309	ENSG00000290056	lincSS.dw	1.1.1	44153
ENSCAFG00845024249	ENSCAFG00845024165	lincSS.dw	1.1.1	10913	ENSG00000205309	ENSG00000290056	lincSS.dw	1.1.1	44153
ENSCAFG00845024257	ENSCAFG00845024063	lncgSS.dw	1.1.1	3301	ENSG00000196776	ENSG00000279277	lncgSS.dw	n.1.1	3175
ENSCAFG00845024317	ENSCAFG00845024209	lincDivg	n.1.1	21513	ENSG00000110172	ENSG00000261645	lincDivg	n.1.1	28127
ENSCAFG00845024331	ENSCAFG00845024674	lincConv	1.1.1	5231	ENSG00000072657	ENSG00000258235	lincConv	1.1.1	57165
ENSCAFG00845024391	ENSCAFG00845024324	lncgSS.dw	1.1.1	157	ENSG00000197905	ENSG00000250899	lncgSS.dw	1.1.1	761
ENSCAFG00845024422	ENSCAFG00845024312	lincSS.dw	n.1.1	19480	ENSG00000134371	ENSG00000232077	lincSS.dw	n.1.1	49930
ENSCAFG00845024620	ENSCAFG00845024548	lncgConv	1.1.1	2386	ENSG00000029153	ENSG00000245311	lncgConv	1.1.1	0
ENSCAFG00845024620	ENSCAFG00845024560	lncgSS.dw	1.1.1	664	ENSG00000029153	ENSG00000288971	lncgSS.dw	1.1.1	3530
ENSCAFG00845024655	ENSCAFG00845024835	lncgDivg	1.1.1	112	ENSG00000170549	ENSG00000259603	lncgDivg	1.1.1	0
ENSCAFG00845024735	ENSCAFG00845024765	lncgDivg	1.1.1	133	ENSG00000162009	ENSG00000261713	lncgDivg	n.n.1	0
ENSCAFG00845024882	ENSCAFG00845024858	lncgDivg	1.1.1	2713	ENSG00000166816	ENSG00000261058	lncgDivg	1.1.1	2778
ENSCAFG00845024890	ENSCAFG00845025053	lncgConv	1.1.1	1564	ENSG00000118939	ENSG00000261105	lncgConv	n.1.n	0
ENSCAFG00845024946	ENSCAFG00845025454	lincSS.up	1.1.1	18181	ENSG00000133030	ENSG00000287114	lincSS.up	1.1.1	7400
ENSCAFG00845024998	ENSCAFG00845025315	lincSS.up	1.1.1	10976	ENSG00000183023	ENSG00000287468	lincSS.up	1.1.1	9614
ENSCAFG00845024998	ENSCAFG00845025421	lincSS.up	1.1.1	75364	ENSG00000183023	ENSG00000287468	lincSS.up	1.1.1	9614
ENSCAFG00845024998	ENSCAFG00845025310	lncgSS.up	1.1.1	3143	ENSG00000183023	ENSG00000289013	lncgSS.up	1.1.1	0
ENSCAFG00845024998	ENSCAFG00845025310	lncgSS.up	1.1.1	3143	ENSG00000183023	ENSG00000288992	lncgSS.up	1.1.1	0
ENSCAFG00845024998	ENSCAFG00845025298	lncgSS.up	1.1.1	103	ENSG00000183023	ENSG00000289013	lncgSS.up	1.1.1	0
ENSCAFG00845024998	ENSCAFG00845025298	lncgSS.up	1.1.1	103	ENSG00000183023	ENSG00000288992	lncgSS.up	1.1.1	0
ENSCAFG00845025017	ENSCAFG00845025071	lncgDivg	1.1.1	686	ENSG00000162882	ENSG00000288886	lncgDivg	n.n.1	0
ENSCAFG00845025017	ENSCAFG00845025071	lncgDivg	1.1.1	686	ENSG00000162882	ENSG00000289082	lncgDivg	1.1.1	2733
ENSCAFG00845025032	ENSCAFG00845025005	lncgConv	1.1.1	734	ENSG00000005108	ENSG00000230333	lncgConv	n.n.n	0
ENSCAFG00845025133	ENSCAFG00845025110	lncgConv	1.1.1	179	ENSG00000152518	ENSG00000287387	lncgConv	1.1.1	0
ENSCAFG00845025159	ENSCAFG00845025685	lncgSS.up	1.1.1	44	ENSG00000180881	ENSG00000273987	lncgSS.up	1.1.1	0
ENSCAFG00845025222	ENSCAFG00845025092	lncgDivg	1.1.1	259	ENSG00000198836	ENSG00000224855	lncgDivg	n.1.1	0
ENSCAFG00845025227	ENSCAFG00845025083	lncgSS.up	1.1.1	911	ENSG00000136153	ENSG00000261553	lncgSS.up	n.1.1	0
ENSCAFG00845025229	ENSCAFG00845025179	lncgDivg	1.1.1	201	ENSG00000072609	ENSG00000236617	lncgDivg	1.1.1	0
ENSCAFG00845025229	ENSCAFG00845025179	lncgDivg	1.1.1	201	ENSG00000072609	ENSG00000250790	lncgDivg	1.1.1	0
ENSCAFG00845025300	ENSCAFG00845025271	lincSS.up	1.1.1	8203	ENSG00000127955	ENSG00000287488	lincSS.up	1.1.1	93013
ENSCAFG00845025354	ENSCAFG00845026192	lncgDivg	1.1.1	472	ENSG00000065413	ENSG00000231621	lncgDivg	n.1.1	0
ENSCAFG00845025354	ENSCAFG00845026192	lncgDivg	1.1.1	472	ENSG00000065413	ENSG00000225979	lncgDivg	1.1.1	220
ENSCAFG00845025360	ENSCAFG00845025573	lincDivg	1.1.1	40408	ENSG00000134138	ENSG00000274444	lincDivg	1.1.1	8288
ENSCAFG00845025360	ENSCAFG00845025299	lncgSS.dw	1.1.1	3782	ENSG00000134138	ENSG00000259280	lncgSS.dw	n.1.1	2152
ENSCAFG00845025407	ENSCAFG00845025537	lncgConv	1.1.1	437	ENSG00000131061	ENSG00000230753	lncgConv	n.1.1	0
ENSCAFG00845025631	ENSCAFG00845025422	lncgDivg	1.1.1	139	ENSG00000013573	ENSG00000245614	lncgDivg	n.1.1	13
ENSCAFG00845025650	ENSCAFG00845025720	lincSS.dw	1.1.1	15352	ENSG00000243927	ENSG00000227456	lincSS.dw	n.1.1	14690
ENSCAFG00845025650	ENSCAFG00845025710	lncgSS.dw	1.1.1	560	ENSG00000243927	ENSG00000272657	lncgSS.dw	1.1.1	0
ENSCAFG00845025778	ENSCAFG00845025769	lincSS.up	1.1.1	7050	ENSG00000159197	ENSG00000214955	lincSS.up	1.1.1	38972
ENSCAFG00845025778	ENSCAFG00845025747	lincSS.up	1.1.1	12248	ENSG00000159197	ENSG00000214955	lincSS.up	1.1.1	38972
ENSCAFG00845025995	ENSCAFG00845025933	lncgDivg	1.1.1	832	ENSG00000048405	ENSG00000224138	lncgDivg	1.1.1	0
ENSCAFG00845026049	ENSCAFG00845026033	lincSS.dw	1.1.1	17745	ENSG00000178695	ENSG00000285572	lincSS.dw	n.1.1	33651
ENSCAFG00845026309	ENSCAFG00845026338	lincSS.up	1.1.1	10107	ENSG00000205929	ENSG00000232360	lincSS.up	1.1.1	30624
ENSCAFG00845026311	ENSCAFG00845026274	lncgSS.dw	1.1.1	4312	ENSG00000115170	ENSG00000234584	lncgSS.dw	1.1.1	246
ENSCAFG00845026357	ENSCAFG00845027402	lncgSS.dw	1.1.1	2000	ENSG00000157985	ENSG00000235529	lncgSS.dw	n.1.1	0
ENSCAFG00845026362	ENSCAFG00845026434	lincDivg	1.1.1	42450	ENSG00000123094	ENSG00000256256	lincDivg	1.1.1	72377
ENSCAFG00845026362	ENSCAFG00845026445	lincDivg	1.1.1	47191	ENSG00000123094	ENSG00000256256	lincDivg	1.1.1	72377
ENSCAFG00845026362	ENSCAFG00845026409	lincDivg	1.1.1	10773	ENSG00000123094	ENSG00000256256	lincDivg	1.1.1	72377
ENSCAFG00845026392	ENSCAFG00845019009	lncgDivg	1.1.1	46	ENSG00000175161	ENSG00000241648	lncgDivg	1.1.1	0
ENSCAFG00845026392	ENSCAFG00845019009	lncgDivg	1.1.1	46	ENSG00000175161	ENSG00000239519	lncgDivg	1.1.1	0
ENSCAFG00845026412	ENSCAFG00845026388	lincSS.up	1.1.1	5070	ENSG00000184221	ENSG00000232539	lincSS.up	1.1.1	5158
ENSCAFG00845026437	ENSCAFG00845027832	lincSS.up	1.1.1	11138	ENSG00000153707	ENSG00000232035	lincSS.up	1.1.1	18748
ENSCAFG00845026437	ENSCAFG00845027861	lincSS.up	1.1.1	33583	ENSG00000153707	ENSG00000232035	lincSS.up	1.1.1	18748
ENSCAFG00845026437	ENSCAFG00845027934	lincSS.up	1.1.1	94694	ENSG00000153707	ENSG00000232035	lincSS.up	1.1.1	18748
ENSCAFG00845026437	ENSCAFG00845027894	lincSS.up	1.1.1	64054	ENSG00000153707	ENSG00000232035	lincSS.up	1.1.1	18748
ENSCAFG00845026437	ENSCAFG00845027876	lincSS.up	1.1.1	46853	ENSG00000153707	ENSG00000232035	lincSS.up	1.1.1	18748
ENSCAFG00845026437	ENSCAFG00845027918	lincSS.up	1.1.1	71319	ENSG00000153707	ENSG00000232035	lincSS.up	1.1.1	18748
ENSCAFG00845026437	ENSCAFG00845027822	lncgDivg	1.1.1	179	ENSG00000153707	ENSG00000234021	lncgDivg	1.1.1	0
ENSCAFG00845026437	ENSCAFG00845027822	lncgDivg	1.1.1	179	ENSG00000153707	ENSG00000225706	lncgDivg	n.1.1	0
ENSCAFG00845026437	ENSCAFG00845027822	lncgDivg	1.1.1	179	ENSG00000153707	ENSG00000230920	lncgDivg	1.1.1	0
ENSCAFG00845026437	ENSCAFG00845027822	lncgDivg	1.1.1	179	ENSG00000153707	ENSG00000226717	lncgDivg	1.1.1	200
ENSCAFG00845026437	ENSCAFG00845027815	lncgSS.up	1.1.1	179	ENSG00000153707	ENSG00000235389	lncgSS.up	1.1.1	0
ENSCAFG00845026524	ENSCAFG00845026647	lncgSS.dw	1.1.1	716	ENSG00000163466	ENSG00000261338	lncgSS.dw	1.1.1	963
ENSCAFG00845026635	ENSCAFG00845027164	lincSS.up	1.1.1	25687	ENSG00000157445	ENSG00000288029	lincSS.up	1.1.1	63683
ENSCAFG00845026778	ENSCAFG00845026695	lncgDivg	1.1.1	172	ENSG00000142166	ENSG00000289238	lncgDivg	1.1.1	0
ENSCAFG00845026814	ENSCAFG00845026835	lncgSS.dw	1.1.1	462	ENSG00000253276	ENSG00000243797	lncgSS.dw	n.n.1	0
ENSCAFG00845026988	ENSCAFG00845027092	lincSS.dw	n.1.1	98363	ENSG00000170035	ENSG00000234663	lincSS.dw	n.n.n	25347
ENSCAFG00845026988	ENSCAFG00845027032	lncgConv	1.1.1	1119	ENSG00000170035	ENSG00000238171	lncgConv	1.1.1	0
ENSCAFG00845027015	ENSCAFG00845026970	lncgSS.up	1.1.1	841	ENSG00000269113	ENSG00000223814	lncgSS.up	1.1.1	0
ENSCAFG00845027134	ENSCAFG00845027086	lincSS.up	1.1.1	76035	ENSG00000125810	ENSG00000233746	lincSS.up	n.1.1	38744
ENSCAFG00845027134	ENSCAFG00845027111	lincSS.up	1.1.1	44661	ENSG00000125810	ENSG00000233746	lincSS.up	n.1.1	38744
ENSCAFG00845027134	ENSCAFG00845027099	lincSS.up	1.1.1	60401	ENSG00000125810	ENSG00000233746	lincSS.up	n.1.1	38744
ENSCAFG00845027205	ENSCAFG00845027146	lincDivg	1.1.1	26259	ENSG00000169813	ENSG00000230555	lincDivg	1.1.1	11552
ENSCAFG00845027248	ENSCAFG00845027133	lincSS.dw	1.1.1	28850	ENSG00000068784	ENSG00000205054	lincSS.dw	n.1.1	65283
ENSCAFG00845027248	ENSCAFG00845027119	lincSS.dw	1.1.1	96169	ENSG00000068784	ENSG00000205054	lincSS.dw	n.1.1	65283
ENSCAFG00845027249	ENSCAFG00845027211	lincSS.dw	n.1.1	14290	ENSG00000115998	ENSG00000231327	lincSS.dw	n.1.1	16962
ENSCAFG00845027311	ENSCAFG00845027288	lncgConv	1.1.1	1542	ENSG00000169836	ENSG00000251577	lncgConv	n.1.1	0
ENSCAFG00845027343	ENSCAFG00845027256	lncgSS.dw	1.1.1	437	ENSG00000073614	ENSG00000261799	lncgSS.dw	1.1.1	2934
ENSCAFG00845027359	ENSCAFG00845027246	lncgDivg	n.n.n	117	ENSG00000184937	ENSG00000183242	lncgDivg	n.n.1	0
ENSCAFG00845027360	ENSCAFG00845027339	lncgConv	1.1.1	1481	ENSG00000121068	ENSG00000267280	lncgConv	n.n.n	0
ENSCAFG00845027398	ENSCAFG00845027295	lncgDivg	n.1.1	246	ENSG00000100288	ENSG00000272940	lncgDivg	1.1.1	0
ENSCAFG00845027398	ENSCAFG00845027295	lncgDivg	n.1.1	246	ENSG00000100288	ENSG00000205559	lncgDivg	n.1.1	0
ENSCAFG00845027435	ENSCAFG00845027666	lncgSS.dw	1.1.1	4900	ENSG00000160305	ENSG00000223692	lncgSS.dw	1.1.1	0
ENSCAFG00845027461	ENSCAFG00845028003	lincDivg	n.n.n	37588	ENSG00000134318	ENSG00000224177	lincDivg	n.n.n	24282
ENSCAFG00845027483	ENSCAFG00845027463	lncgDivg	1.1.1	656	ENSG00000125816	ENSG00000225280	lncgDivg	n.1.1	1367
ENSCAFG00845027518	ENSCAFG00845028180	lncgDivg	1.1.1	301	ENSG00000093167	ENSG00000290046	lncgDivg	1.1.1	0
ENSCAFG00845027518	ENSCAFG00845028180	lncgDivg	1.1.1	301	ENSG00000093167	ENSG00000271993	lncgDivg	1.1.1	0
ENSCAFG00845027576	ENSCAFG00845027521	lincDivg	1.1.1	89114	ENSG00000168769	ENSG00000251259	lincDivg	1.1.1	5256
ENSCAFG00845027576	ENSCAFG00845027534	lincDivg	1.1.1	68903	ENSG00000168769	ENSG00000251259	lincDivg	1.1.1	5256
ENSCAFG00845027576	ENSCAFG00845027542	lincDivg	1.1.1	10840	ENSG00000168769	ENSG00000251259	lincDivg	1.1.1	5256
ENSCAFG00845027576	ENSCAFG00845027473	lincSS.up	n.1.1	40326	ENSG00000168769	ENSG00000248373	lincSS.up	n.1.1	25875
ENSCAFG00845027603	ENSCAFG00845027574	lincDivg	1.1.1	49740	ENSG00000169122	ENSG00000253376	lincDivg	n.1.1	60194
ENSCAFG00845027603	ENSCAFG00845027556	lincDivg	1.1.1	98802	ENSG00000169122	ENSG00000253376	lincDivg	n.1.1	60194
ENSCAFG00845027603	ENSCAFG00845027596	lincDivg	1.1.1	10662	ENSG00000169122	ENSG00000253376	lincDivg	n.1.1	60194
ENSCAFG00845027603	ENSCAFG00845027568	lincDivg	1.1.1	55651	ENSG00000169122	ENSG00000253376	lincDivg	n.1.1	60194
ENSCAFG00845027603	ENSCAFG00845027579	lincDivg	1.1.1	28858	ENSG00000169122	ENSG00000253376	lincDivg	n.1.1	60194
ENSCAFG00845027603	ENSCAFG00845027589	lincDivg	1.1.1	22677	ENSG00000169122	ENSG00000253376	lincDivg	n.1.1	60194
ENSCAFG00845027603	ENSCAFG00845027561	lincDivg	1.1.1	72597	ENSG00000169122	ENSG00000253376	lincDivg	n.1.1	60194
ENSCAFG00845027623	ENSCAFG00845027630	lincSS.up	1.1.1	22368	ENSG00000159261	ENSG00000231324	lincSS.up	1.1.1	56112
ENSCAFG00845027626	ENSCAFG00845027509	lincDivg	1.1.1	6495	ENSG00000152601	ENSG00000289315	lincDivg	n.1.1	38367
ENSCAFG00845027626	ENSCAFG00845027509	lincDivg	1.1.1	6495	ENSG00000152601	ENSG00000239941	lincDivg	1.1.1	92104
ENSCAFG00845027659	ENSCAFG00845027718	lincConv	1.1.1	17460	ENSG00000182870	ENSG00000256312	lincConv	1.1.1	5375
ENSCAFG00845027733	ENSCAFG00845027757	lncgDivg	1.1.1	2232	ENSG00000130487	ENSG00000289947	lncgDivg	1.1.1	4052
ENSCAFG00845027733	ENSCAFG00845027757	lncgDivg	1.1.1	2232	ENSG00000130487	ENSG00000272666	lncgDivg	1.1.1	2993
ENSCAFG00845027733	ENSCAFG00845027746	lncgSS.up	1.1.1	2232	ENSG00000130487	ENSG00000273272	lncgSS.up	1.1.1	2888
ENSCAFG00845027738	ENSCAFG00845027807	lncgSS.up	1.1.1	1531	ENSG00000159267	ENSG00000237646	lncgSS.up	1.1.1	0
ENSCAFG00845027818	ENSCAFG00845027920	lncgDivg	1.1.1	2207	ENSG00000047346	ENSG00000287500	lncgDivg	1.1.1	0
ENSCAFG00845027843	ENSCAFG00845027810	lncgDivg	1.1.1	524	ENSG00000107954	ENSG00000235470	lncgDivg	n.n.1	0
ENSCAFG00845027843	ENSCAFG00845027810	lncgDivg	1.1.1	524	ENSG00000107954	ENSG00000287419	lncgDivg	1.1.1	0
ENSCAFG00845027919	ENSCAFG00845028096	lincSS.dw	1.1.1	9668	ENSG00000162814	ENSG00000231814	lincSS.dw	n.1.1	21204
ENSCAFG00845027927	ENSCAFG00845028099	lincConv	1.1.1	42257	ENSG00000125772	ENSG00000235820	lincConv	1.1.1	8550
ENSCAFG00845027927	ENSCAFG00845028099	lincConv	1.1.1	42257	ENSG00000125772	ENSG00000230563	lincConv	n.1.1	68956
ENSCAFG00845027963	ENSCAFG00845028006	lincConv	1.1.1	9463	ENSG00000244752	ENSG00000233577	lincConv	n.1.1	47659
ENSCAFG00845027963	ENSCAFG00845028006	lincConv	1.1.1	9463	ENSG00000244752	ENSG00000279298	lincConv	1.1.1	19653
ENSCAFG00845027975	ENSCAFG00845028011	lncgConv	1.1.1	4454	ENSG00000182463	ENSG00000259723	lncgConv	1.1.1	0
ENSCAFG00845028052	ENSCAFG00845028123	lncgDivg	n.1.1	106	ENSG00000134884	ENSG00000272274	lncgDivg	n.1.1	121
ENSCAFG00845028092	ENSCAFG00845028042	lincConv	1.1.1	19427	ENSG00000169016	ENSG00000285569	lincConv	n.1.1	17189
ENSCAFG00845028092	ENSCAFG00845028027	lincConv	1.1.1	26040	ENSG00000169016	ENSG00000285569	lincConv	n.1.1	17189
ENSCAFG00845028095	ENSCAFG00845028153	lincSS.dw	1.1.1	30688	ENSG00000171150	ENSG00000239332	lincSS.dw	n.n.n	36452
ENSCAFG00845028176	ENSCAFG00845028269	lincSS.dw	n.1.1	50291	ENSG00000092969	ENSG00000228208	lincSS.dw	n.1.1	14646
ENSCAFG00845028176	ENSCAFG00845028245	lincSS.dw	n.1.1	20053	ENSG00000092969	ENSG00000228208	lincSS.dw	n.1.1	14646
ENSCAFG00845028176	ENSCAFG00845028234	lncgSS.dw	1.1.1	2290	ENSG00000092969	ENSG00000281453	lncgSS.dw	1.1.1	0
ENSCAFG00845028198	ENSCAFG00845028158	lincSS.up	1.1.1	41910	ENSG00000163393	ENSG00000228127	lincSS.up	n.1.1	44897
ENSCAFG00845028265	ENSCAFG00845028306	lincSS.dw	1.1.1	20274	ENSG00000173212	ENSG00000235933	lincSS.dw	1.1.1	26060
ENSCAFG00845028347	ENSCAFG00845028380	lincSS.dw	1.1.1	47581	ENSG00000143353	ENSG00000287676	lincSS.dw	1.1.1	82117
ENSCAFG00845028347	ENSCAFG00845028380	lincSS.dw	1.1.1	47581	ENSG00000143353	ENSG00000277007	lincSS.dw	1.1.1	57909
ENSCAFG00845028347	ENSCAFG00845028299	lncgDivg	n.1.1	216	ENSG00000143353	ENSG00000228063	lncgDivg	n.n.1	0
ENSCAFG00845028385	ENSCAFG00845028348	lincSS.dw	1.1.1	11550	ENSG00000198948	ENSG00000248319	lincSS.dw	n.1.1	10644
ENSCAFG00845028570	ENSCAFG00845028556	lncgDivg	1.1.1	21	ENSG00000069943	ENSG00000277548	lncgDivg	1.1.1	0
ENSCAFG00845028570	ENSCAFG00845028556	lncgDivg	1.1.1	21	ENSG00000069943	ENSG00000274765	lncgDivg	1.1.1	0
ENSCAFG00845028583	ENSCAFG00845028522	lncgConv	1.1.1	366	ENSG00000157538	ENSG00000242553	lncgConv	1.1.1	0
ENSCAFG00845028583	ENSCAFG00845028522	lncgConv	1.1.1	366	ENSG00000157538	ENSG00000230366	lncgConv	n.1.1	1684
ENSCAFG00845028586	ENSCAFG00845028568	lncgSS.up	n.1.1	3162	ENSG00000168333	ENSG00000286701	lncgSS.up	1.1.1	0
ENSCAFG00845028591	ENSCAFG00845028471	lncgConv	1.1.1	1475	ENSG00000185532	ENSG00000236671	lncgConv	n.n.n	0
ENSCAFG00845028591	ENSCAFG00845028481	lncgSS.dw	1.1.1	1482	ENSG00000185532	ENSG00000289270	lncgSS.dw	1.1.1	0
ENSCAFG00845028591	ENSCAFG00845028481	lncgSS.dw	1.1.1	1482	ENSG00000185532	ENSG00000235279	lncgSS.dw	1.1.1	0
ENSCAFG00845028592	ENSCAFG00845028636	lincSS.up	1.1.1	39745	ENSG00000164512	ENSG00000249697	lincSS.up	1.1.1	80575
ENSCAFG00845028609	ENSCAFG00845028651	lncgDivg	n.1.1	10285	ENSG00000164532	ENSG00000289335	lncgDivg	1.1.1	611
ENSCAFG00845028771	ENSCAFG00845028686	lincSS.up	n.1.1	23094	ENSG00000171316	ENSG00000255289	lincSS.up	1.1.1	14210
ENSCAFG00845028796	ENSCAFG00845028763	lincDivg	n.1.1	27072	ENSG00000049239	ENSG00000228526	lincDivg	n.n.n	35868
ENSCAFG00845028808	ENSCAFG00845028849	lncgDivg	1.1.1	93	ENSG00000124839	ENSG00000234949	lncgDivg	n.n.1	0
ENSCAFG00845028843	ENSCAFG00845028827	lncgDivg	1.1.1	2628	ENSG00000188931	ENSG00000288670	lncgDivg	1.1.1	146
ENSCAFG00845028910	ENSCAFG00845028927	lncgDivg	1.1.1	336	ENSG00000171016	ENSG00000285805	lncgDivg	1.1.1	0
ENSCAFG00845028913	ENSCAFG00845028878	lncgDivg	1.1.1	893	ENSG00000196704	ENSG00000265100	lncgDivg	1.1.1	0
ENSCAFG00845028932	ENSCAFG00845028893	lncgSS.dw	n.1.1	2370	ENSG00000114686	ENSG00000261167	lncgSS.dw	1.1.1	3614
ENSCAFG00845028965	ENSCAFG00845028799	lincDivg	1.1.1	44665	ENSG00000147481	ENSG00000253484	lincDivg	1.1.1	88845
ENSCAFG00845028965	ENSCAFG00845028818	lincDivg	1.1.1	32693	ENSG00000147481	ENSG00000253484	lincDivg	1.1.1	88845
ENSCAFG00845028965	ENSCAFG00845028782	lincDivg	1.1.1	90181	ENSG00000147481	ENSG00000253484	lincDivg	1.1.1	88845
