PCG.Mus_musculus	lncRNA.Mus_musculus	conf.Mus_musculus	class.Mus_musculus	distance.Mus_musculus	PCG.Homo_sapiens	lncRNA.Homo_sapiens	conf.Homo_sapiens	class.Homo_sapiens	distance.Homo_sapiens
ENSMUSG00000005763	ENSMUSG00000102154	lncgDivg	1.1.1	0	ENSG00000198821	ENSG00000287218	lncgDivg	1.1.1	0
ENSMUSG00000005763	ENSMUSG00000089829	lncgSS.up	n.n.n	0	ENSG00000198821	ENSG00000273160	lncgSS.up	1.1.1	0
ENSMUSG00000005763	ENSMUSG00000089829	lncgSS.up	n.n.n	0	ENSG00000198821	ENSG00000233411	lncgSS.up	1.1.1	0
ENSMUSG00000005804	ENSMUSG00000085633	lncgDivg	n.1.1	141	ENSG00000104164	ENSG00000275709	lncgDivg	1.1.1	910
ENSMUSG00000005836	ENSMUSG00000097222	lncgDivg	n.n.1	0	ENSG00000141448	ENSG00000264012	lncgDivg	1.1.1	0
ENSMUSG00000005836	ENSMUSG00000097222	lncgDivg	n.n.1	0	ENSG00000141448	ENSG00000266010	lncgDivg	n.n.1	0
ENSMUSG00000005886	ENSMUSG00000101476	lncgDivg	1.1.1	1987	ENSG00000140396	ENSG00000288966	lncgDivg	1.1.1	1630
ENSMUSG00000005980	ENSMUSG00000084790	lncgDivg	n.1.1	0	ENSG00000213918	ENSG00000263235	lncgDivg	1.1.1	0
ENSMUSG00000006007	ENSMUSG00000099447	lncgConv	1.1.1	0	ENSG00000116703	ENSG00000229739	lncgConv	n.n.1	0
ENSMUSG00000006262	ENSMUSG00000121172	lncgDivg	1.1.1	39	ENSG00000173542	ENSG00000289019	lncgDivg	1.1.1	74
ENSMUSG00000006362	ENSMUSG00000090174	lncgDivg	1.1.1	0	ENSG00000129993	ENSG00000259881	lncgDivg	n.n.1	0
ENSMUSG00000006362	ENSMUSG00000090174	lncgDivg	1.1.1	0	ENSG00000129993	ENSG00000205018	lncgDivg	1.1.1	0
ENSMUSG00000006435	ENSMUSG00000118127	lncgDivg	1.1.1	0	ENSG00000107954	ENSG00000235470	lncgDivg	n.n.1	0
ENSMUSG00000006435	ENSMUSG00000118127	lncgDivg	1.1.1	0	ENSG00000107954	ENSG00000287419	lncgDivg	1.1.1	0
ENSMUSG00000006435	ENSMUSG00000117659	lncgDivg	1.1.1	0	ENSG00000107954	ENSG00000235470	lncgDivg	n.n.1	0
ENSMUSG00000006435	ENSMUSG00000117659	lncgDivg	1.1.1	0	ENSG00000107954	ENSG00000287419	lncgDivg	1.1.1	0
ENSMUSG00000006574	ENSMUSG00000087330	lincSS.up	1.1.1	9346	ENSG00000004939	ENSG00000285486	lincSS.up	1.1.1	8227
ENSMUSG00000006705	ENSMUSG00000117818	lincDivg	1.1.1	12477	ENSG00000160199	ENSG00000224100	lincDivg	1.1.1	9147
ENSMUSG00000006906	ENSMUSG00000108660	lncgDivg	1.1.1	0	ENSG00000124356	ENSG00000286244	lncgDivg	1.1.1	0
ENSMUSG00000006906	ENSMUSG00000108660	lncgDivg	1.1.1	0	ENSG00000124356	ENSG00000287250	lncgDivg	1.1.1	4323
ENSMUSG00000006932	ENSMUSG00000100146	lincDivg	1.1.1	13964	ENSG00000168036	ENSG00000233919	lincDivg	1.1.1	26194
ENSMUSG00000006932	ENSMUSG00000111528	lincDivg	1.1.1	47244	ENSG00000168036	ENSG00000233919	lincDivg	1.1.1	26194
ENSMUSG00000006932	ENSMUSG00000110730	lincDivg	1.1.1	62460	ENSG00000168036	ENSG00000233919	lincDivg	1.1.1	26194
ENSMUSG00000006932	ENSMUSG00000110911	lincDivg	1.1.1	83035	ENSG00000168036	ENSG00000233919	lincDivg	1.1.1	26194
ENSMUSG00000006932	ENSMUSG00000111445	lincDivg	1.1.1	58186	ENSG00000168036	ENSG00000233919	lincDivg	1.1.1	26194
ENSMUSG00000007655	ENSMUSG00000085264	lncgConv	1.1.1	0	ENSG00000105974	ENSG00000231210	lncgConv	n.1.1	12306
ENSMUSG00000007682	ENSMUSG00000097157	lncgDivg	n.n.1	0	ENSG00000211448	ENSG00000258766	lncgDivg	1.1.1	0
ENSMUSG00000007817	ENSMUSG00000097601	lincDivg	n.1.1	79576	ENSG00000108175	ENSG00000229569	lincDivg	1.1.1	65163
ENSMUSG00000007817	ENSMUSG00000087535	lncgDivg	n.n.1	0	ENSG00000108175	ENSG00000224596	lncgDivg	n.1.1	1071
ENSMUSG00000007880	ENSMUSG00000120544	lncgSS.up	1.1.1	23	ENSG00000117713	ENSG00000290006	lncgSS.up	1.1.1	190
ENSMUSG00000008035	ENSMUSG00000085587	lncgDivg	1.1.1	0	ENSG00000165175	ENSG00000238123	lncgDivg	1.1.1	0
ENSMUSG00000008035	ENSMUSG00000085587	lncgDivg	1.1.1	0	ENSG00000165175	ENSG00000287729	lncgDivg	1.1.1	762
ENSMUSG00000008136	ENSMUSG00000120601	lncgDivg	n.n.1	0	ENSG00000115641	ENSG00000238273	lncgDivg	n.n.1	0
ENSMUSG00000008305	ENSMUSG00000084910	lncgDivg	n.1.1	325	ENSG00000196781	ENSG00000233926	lncgDivg	n.1.1	166
ENSMUSG00000008305	ENSMUSG00000086027	lncgDivg	1.1.1	0	ENSG00000196781	ENSG00000233926	lncgDivg	n.1.1	166
ENSMUSG00000008398	ENSMUSG00000110647	lincDivg	n.1.1	24258	ENSG00000111145	ENSG00000283422	lincDivg	1.1.1	22249
ENSMUSG00000008398	ENSMUSG00000111531	lincDivg	1.1.1	6268	ENSG00000111145	ENSG00000283422	lincDivg	1.1.1	22249
ENSMUSG00000008429	ENSMUSG00000100002	lncgDivg	n.1.1	196	ENSG00000122557	ENSG00000271122	lncgDivg	1.1.1	0
ENSMUSG00000008496	ENSMUSG00000074274	lncgDivg	n.1.1	0	ENSG00000028277	ENSG00000259436	lncgDivg	1.1.1	0
ENSMUSG00000008496	ENSMUSG00000074274	lncgDivg	n.1.1	0	ENSG00000028277	ENSG00000254887	lncgDivg	n.1.1	0
ENSMUSG00000008575	ENSMUSG00000086293	lncgDivg	1.1.1	0	ENSG00000147862	ENSG00000287708	lncgDivg	1.1.1	0
ENSMUSG00000008575	ENSMUSG00000086293	lncgDivg	1.1.1	0	ENSG00000147862	ENSG00000225472	lncgDivg	n.n.1	0
ENSMUSG00000008575	ENSMUSG00000086293	lncgDivg	1.1.1	0	ENSG00000147862	ENSG00000289969	lncgDivg	1.1.1	0
ENSMUSG00000008575	ENSMUSG00000087413	lncgDivg	1.1.1	0	ENSG00000147862	ENSG00000287708	lncgDivg	1.1.1	0
ENSMUSG00000008575	ENSMUSG00000087413	lncgDivg	1.1.1	0	ENSG00000147862	ENSG00000225472	lncgDivg	n.n.1	0
ENSMUSG00000008575	ENSMUSG00000087413	lncgDivg	1.1.1	0	ENSG00000147862	ENSG00000289969	lncgDivg	1.1.1	0
ENSMUSG00000008575	ENSMUSG00000120940	lncgSS.up	1.1.1	0	ENSG00000147862	ENSG00000288876	lncgSS.up	1.1.1	0
ENSMUSG00000008575	ENSMUSG00000084851	lncgSS.up	1.1.1	0	ENSG00000147862	ENSG00000288876	lncgSS.up	1.1.1	0
ENSMUSG00000008658	ENSMUSG00000101481	lncgSS.dw	1.1.1	0	ENSG00000078328	ENSG00000257180	lncgSS.dw	1.1.1	0
ENSMUSG00000008658	ENSMUSG00000101481	lncgSS.dw	1.1.1	0	ENSG00000078328	ENSG00000260835	lncgSS.dw	1.1.1	0
ENSMUSG00000008658	ENSMUSG00000101481	lncgSS.dw	1.1.1	0	ENSG00000078328	ENSG00000289107	lncgSS.dw	1.1.1	0
ENSMUSG00000008658	ENSMUSG00000101481	lncgSS.dw	1.1.1	0	ENSG00000078328	ENSG00000286635	lncgSS.dw	1.1.1	0
ENSMUSG00000008730	ENSMUSG00000085754	lncgDivg	n.n.1	0	ENSG00000163349	ENSG00000235527	lncgDivg	n.n.1	0
ENSMUSG00000008845	ENSMUSG00000121011	lncgDivg	1.1.1	0	ENSG00000177575	ENSG00000290059	lncgDivg	1.1.1	0
ENSMUSG00000008859	ENSMUSG00000113100	lncgDivg	1.1.1	0	ENSG00000006451	ENSG00000287584	lncgDivg	1.1.1	364
ENSMUSG00000008859	ENSMUSG00000113100	lncgDivg	1.1.1	0	ENSG00000006451	ENSG00000228554	lncgDivg	1.1.1	0
ENSMUSG00000009216	ENSMUSG00000085008	lncgSS.up	1.1.1	2407	ENSG00000196990	ENSG00000261018	lncgSS.up	1.1.1	2409
ENSMUSG00000009394	ENSMUSG00000120571	lincConv	1.1.1	34713	ENSG00000157152	ENSG00000288952	lincConv	n.n.1	0
ENSMUSG00000009418	ENSMUSG00000054412	lncgDivg	1.1.1	0	ENSG00000134369	ENSG00000235121	lncgDivg	1.1.1	0
ENSMUSG00000009418	ENSMUSG00000054412	lncgDivg	1.1.1	0	ENSG00000134369	ENSG00000236390	lncgDivg	1.1.1	0
ENSMUSG00000009418	ENSMUSG00000120094	lncgDivg	n.1.1	0	ENSG00000134369	ENSG00000235121	lncgDivg	1.1.1	0
ENSMUSG00000009418	ENSMUSG00000120094	lncgDivg	n.1.1	0	ENSG00000134369	ENSG00000236390	lncgDivg	1.1.1	0
ENSMUSG00000009471	ENSMUSG00000109962	lincDivg	n.1.1	27101	ENSG00000129152	ENSG00000255335	lincDivg	n.1.1	22577
ENSMUSG00000009545	ENSMUSG00000101062	lncgDivg	1.1.1	0	ENSG00000053918	ENSG00000269821	lncgDivg	1.1.1	0
ENSMUSG00000009545	ENSMUSG00000101360	lncgDivg	n.1.1	0	ENSG00000053918	ENSG00000269821	lncgDivg	1.1.1	0
ENSMUSG00000009545	ENSMUSG00000101609	lncgDivg	1.1.1	0	ENSG00000053918	ENSG00000269821	lncgDivg	1.1.1	0
ENSMUSG00000009569	ENSMUSG00000109857	lincSS.dw	n.1.1	30374	ENSG00000186260	ENSG00000262454	lincSS.dw	n.1.1	34616
ENSMUSG00000010066	ENSMUSG00000091816	lncgDivg	1.1.1	0	ENSG00000007402	ENSG00000271858	lncgDivg	n.1.1	0
ENSMUSG00000010066	ENSMUSG00000091425	lncgDivg	1.1.1	0	ENSG00000007402	ENSG00000271858	lncgDivg	n.1.1	0
ENSMUSG00000010095	ENSMUSG00000108414	lncgDivg	n.1.1	101	ENSG00000168003	ENSG00000255717	lncgDivg	n.1.1	106
ENSMUSG00000010175	ENSMUSG00000119953	lncgDivg	n.n.1	0	ENSG00000117707	ENSG00000272167	lncgDivg	1.1.1	0
ENSMUSG00000010175	ENSMUSG00000119953	lncgDivg	n.n.1	0	ENSG00000117707	ENSG00000274895	lncgDivg	1.1.1	0
ENSMUSG00000010175	ENSMUSG00000119953	lncgDivg	n.n.1	0	ENSG00000117707	ENSG00000230461	lncgDivg	n.n.1	0
ENSMUSG00000010175	ENSMUSG00000079045	lncgDivg	n.1.1	0	ENSG00000117707	ENSG00000272167	lncgDivg	1.1.1	0
ENSMUSG00000010175	ENSMUSG00000079045	lncgDivg	n.1.1	0	ENSG00000117707	ENSG00000274895	lncgDivg	1.1.1	0
ENSMUSG00000010175	ENSMUSG00000079045	lncgDivg	n.1.1	0	ENSG00000117707	ENSG00000230461	lncgDivg	n.n.1	0
ENSMUSG00000010175	ENSMUSG00000099404	lncgDivg	1.1.1	0	ENSG00000117707	ENSG00000272167	lncgDivg	1.1.1	0
ENSMUSG00000010175	ENSMUSG00000099404	lncgDivg	1.1.1	0	ENSG00000117707	ENSG00000274895	lncgDivg	1.1.1	0
ENSMUSG00000010175	ENSMUSG00000099404	lncgDivg	1.1.1	0	ENSG00000117707	ENSG00000230461	lncgDivg	n.n.1	0
ENSMUSG00000010277	ENSMUSG00000086586	lncgDivg	1.1.1	0	ENSG00000007202	ENSG00000264044	lncgDivg	n.1.1	0
ENSMUSG00000010435	ENSMUSG00000109582	lincSS.up	1.1.1	67688	ENSG00000153498	ENSG00000260343	lincSS.up	1.1.1	54597
ENSMUSG00000010476	ENSMUSG00000109722	lncgDivg	n.1.1	0	ENSG00000108001	ENSG00000287997	lncgDivg	1.1.1	0
ENSMUSG00000010476	ENSMUSG00000109722	lncgDivg	n.1.1	0	ENSG00000108001	ENSG00000275005	lncgDivg	1.1.1	0
ENSMUSG00000010476	ENSMUSG00000109722	lncgDivg	n.1.1	0	ENSG00000108001	ENSG00000275327	lncgDivg	1.1.1	0
ENSMUSG00000010476	ENSMUSG00000109847	lncgDivg	1.1.1	0	ENSG00000108001	ENSG00000287997	lncgDivg	1.1.1	0
ENSMUSG00000010476	ENSMUSG00000109847	lncgDivg	1.1.1	0	ENSG00000108001	ENSG00000275005	lncgDivg	1.1.1	0
ENSMUSG00000010476	ENSMUSG00000109847	lncgDivg	1.1.1	0	ENSG00000108001	ENSG00000275327	lncgDivg	1.1.1	0
ENSMUSG00000010608	ENSMUSG00000099708	lncgDivg	1.1.1	0	ENSG00000119707	ENSG00000258813	lncgDivg	1.1.1	0
ENSMUSG00000010755	ENSMUSG00000086828	lncgDivg	1.1.1	44	ENSG00000110619	ENSG00000247473	lncgDivg	n.1.1	0
ENSMUSG00000010755	ENSMUSG00000086828	lncgDivg	1.1.1	44	ENSG00000110619	ENSG00000285644	lncgDivg	1.1.1	0
ENSMUSG00000011171	ENSMUSG00000093765	lncgDivg	n.1.1	0	ENSG00000106018	ENSG00000287184	lncgDivg	1.1.1	0
ENSMUSG00000011257	ENSMUSG00000120655	lncgDivg	1.1.1	0	ENSG00000090621	ENSG00000228060	lncgDivg	n.1.1	0
ENSMUSG00000011958	ENSMUSG00000101555	lncgDivg	1.1.1	0	ENSG00000140299	ENSG00000259238	lncgDivg	1.1.1	0
ENSMUSG00000012819	ENSMUSG00000120804	lncgDivg	1.1.1	0	ENSG00000107736	ENSG00000223817	lncgDivg	1.1.1	0
ENSMUSG00000012819	ENSMUSG00000120804	lncgDivg	1.1.1	0	ENSG00000107736	ENSG00000289362	lncgDivg	1.1.1	0
ENSMUSG00000013033	ENSMUSG00000074219	lncgConv	n.n.1	0	ENSG00000072071	ENSG00000267169	lncgConv	n.1.1	0
ENSMUSG00000013415	ENSMUSG00000099928	lncgDivg	1.1.1	0	ENSG00000159217	ENSG00000251461	lncgDivg	1.1.1	0
ENSMUSG00000013415	ENSMUSG00000099928	lncgDivg	1.1.1	0	ENSG00000159217	ENSG00000250838	lncgDivg	1.1.1	0
ENSMUSG00000013523	ENSMUSG00000086970	lncgDivg	1.1.1	0	ENSG00000064787	ENSG00000236352	lncgDivg	1.1.1	0
ENSMUSG00000013523	ENSMUSG00000086999	lncgDivg	1.1.1	0	ENSG00000064787	ENSG00000236352	lncgDivg	1.1.1	0
ENSMUSG00000013662	ENSMUSG00000120470	lncgDivg	1.1.1	0	ENSG00000138138	ENSG00000290782	lncgDivg	n.n.1	0
ENSMUSG00000013846	ENSMUSG00000120535	lncgDivg	1.1.1	157	ENSG00000008513	ENSG00000261220	lncgDivg	1.1.1	218
ENSMUSG00000013936	ENSMUSG00000120313	lincSS.up	1.1.1	6584	ENSG00000111245	ENSG00000258240	lincSS.up	n.1.1	30240
ENSMUSG00000014030	ENSMUSG00000086211	lncgDivg	1.1.1	0	ENSG00000196092	ENSG00000258885	lncgDivg	1.1.1	0
ENSMUSG00000014030	ENSMUSG00000086211	lncgDivg	1.1.1	0	ENSG00000196092	ENSG00000250850	lncgDivg	1.1.1	0
ENSMUSG00000014355	ENSMUSG00000109931	lncgSS.dw	1.1.1	474	ENSG00000153107	ENSG00000285016	lncgSS.dw	n.1.1	0
ENSMUSG00000014426	ENSMUSG00000097350	lncgDivg	n.1.1	120	ENSG00000085511	ENSG00000272841	lncgDivg	1.1.1	0
ENSMUSG00000014470	ENSMUSG00000121195	lncgDivg	1.1.1	0	ENSG00000158717	ENSG00000259813	lncgDivg	1.1.1	0
ENSMUSG00000014592	ENSMUSG00000085593	lncgDivg	1.1.1	0	ENSG00000171735	ENSG00000270035	lncgDivg	1.1.1	0
ENSMUSG00000014592	ENSMUSG00000085593	lncgDivg	1.1.1	0	ENSG00000171735	ENSG00000270171	lncgDivg	1.1.1	0
ENSMUSG00000014592	ENSMUSG00000085593	lncgDivg	1.1.1	0	ENSG00000171735	ENSG00000269978	lncgDivg	1.1.1	0
ENSMUSG00000014592	ENSMUSG00000085593	lncgDivg	1.1.1	0	ENSG00000171735	ENSG00000225126	lncgDivg	1.1.1	0
ENSMUSG00000014592	ENSMUSG00000085593	lncgDivg	1.1.1	0	ENSG00000171735	ENSG00000237436	lncgDivg	1.1.1	611
ENSMUSG00000014592	ENSMUSG00000085593	lncgDivg	1.1.1	0	ENSG00000171735	ENSG00000237728	lncgDivg	n.1.1	0
ENSMUSG00000014592	ENSMUSG00000085593	lncgDivg	1.1.1	0	ENSG00000171735	ENSG00000237365	lncgDivg	1.1.1	0
ENSMUSG00000014592	ENSMUSG00000078491	lncgDivg	1.1.1	0	ENSG00000171735	ENSG00000270035	lncgDivg	1.1.1	0
ENSMUSG00000014592	ENSMUSG00000078491	lncgDivg	1.1.1	0	ENSG00000171735	ENSG00000270171	lncgDivg	1.1.1	0
ENSMUSG00000014592	ENSMUSG00000078491	lncgDivg	1.1.1	0	ENSG00000171735	ENSG00000269978	lncgDivg	1.1.1	0
ENSMUSG00000014592	ENSMUSG00000078491	lncgDivg	1.1.1	0	ENSG00000171735	ENSG00000225126	lncgDivg	1.1.1	0
ENSMUSG00000014592	ENSMUSG00000078491	lncgDivg	1.1.1	0	ENSG00000171735	ENSG00000237436	lncgDivg	1.1.1	611
ENSMUSG00000014592	ENSMUSG00000078491	lncgDivg	1.1.1	0	ENSG00000171735	ENSG00000237728	lncgDivg	n.1.1	0
ENSMUSG00000014592	ENSMUSG00000078491	lncgDivg	1.1.1	0	ENSG00000171735	ENSG00000237365	lncgDivg	1.1.1	0
ENSMUSG00000014592	ENSMUSG00000120016	lncgDivg	1.1.1	340	ENSG00000171735	ENSG00000270035	lncgDivg	1.1.1	0
ENSMUSG00000014592	ENSMUSG00000120016	lncgDivg	1.1.1	340	ENSG00000171735	ENSG00000270171	lncgDivg	1.1.1	0
ENSMUSG00000014592	ENSMUSG00000120016	lncgDivg	1.1.1	340	ENSG00000171735	ENSG00000269978	lncgDivg	1.1.1	0
ENSMUSG00000014592	ENSMUSG00000120016	lncgDivg	1.1.1	340	ENSG00000171735	ENSG00000225126	lncgDivg	1.1.1	0
ENSMUSG00000014592	ENSMUSG00000120016	lncgDivg	1.1.1	340	ENSG00000171735	ENSG00000237436	lncgDivg	1.1.1	611
ENSMUSG00000014592	ENSMUSG00000120016	lncgDivg	1.1.1	340	ENSG00000171735	ENSG00000237728	lncgDivg	n.1.1	0
ENSMUSG00000014592	ENSMUSG00000120016	lncgDivg	1.1.1	340	ENSG00000171735	ENSG00000237365	lncgDivg	1.1.1	0
ENSMUSG00000014668	ENSMUSG00000105541	lncgDivg	1.1.1	0	ENSG00000072609	ENSG00000236617	lncgDivg	1.1.1	0
ENSMUSG00000014668	ENSMUSG00000105541	lncgDivg	1.1.1	0	ENSG00000072609	ENSG00000250790	lncgDivg	1.1.1	0
ENSMUSG00000014773	ENSMUSG00000116851	lincSS.dw	1.1.1	81996	ENSG00000198719	ENSG00000271820	lincSS.dw	1.1.1	5444
ENSMUSG00000014773	ENSMUSG00000116851	lincSS.dw	1.1.1	81996	ENSG00000198719	ENSG00000230960	lincSS.dw	n.1.1	19473
ENSMUSG00000014932	ENSMUSG00000085234	lncgDivg	1.1.1	0	ENSG00000176105	ENSG00000266171	lncgDivg	1.1.1	0
ENSMUSG00000014932	ENSMUSG00000085234	lncgDivg	1.1.1	0	ENSG00000176105	ENSG00000264339	lncgDivg	1.1.1	0
ENSMUSG00000014932	ENSMUSG00000085234	lncgDivg	1.1.1	0	ENSG00000176105	ENSG00000273355	lncgDivg	1.1.1	0
ENSMUSG00000015016	ENSMUSG00000110682	lincDivg	n.1.1	12465	ENSG00000176715	ENSG00000256982	lincDivg	n.1.1	35400
ENSMUSG00000015016	ENSMUSG00000110523	lincDivg	n.n.n	23094	ENSG00000176715	ENSG00000256982	lincDivg	n.1.1	35400
ENSMUSG00000015016	ENSMUSG00000110716	lncgDivg	1.1.1	63	ENSG00000176715	ENSG00000261546	lncgDivg	1.1.1	0
ENSMUSG00000015053	ENSMUSG00000108010	lncgDivg	1.1.1	3210	ENSG00000179348	ENSG00000244300	lncgDivg	n.n.1	0
ENSMUSG00000015133	ENSMUSG00000109119	lncgDivg	1.1.1	0	ENSG00000154237	ENSG00000287892	lncgDivg	1.1.1	0
ENSMUSG00000015133	ENSMUSG00000109119	lncgDivg	1.1.1	0	ENSG00000154237	ENSG00000259376	lncgDivg	1.1.1	0
ENSMUSG00000015143	ENSMUSG00000112852	lncgDivg	1.1.1	0	ENSG00000072110	ENSG00000259062	lncgDivg	n.1.1	242
ENSMUSG00000015143	ENSMUSG00000112336	lncgDivg	1.1.1	0	ENSG00000072110	ENSG00000259062	lncgDivg	n.1.1	242
ENSMUSG00000015202	ENSMUSG00000119990	lncgDivg	n.1.1	124	ENSG00000153721	ENSG00000286553	lncgDivg	1.1.1	0
ENSMUSG00000015202	ENSMUSG00000119990	lncgDivg	n.1.1	124	ENSG00000153721	ENSG00000287260	lncgDivg	1.1.1	85
ENSMUSG00000015243	ENSMUSG00000087192	lincSS.up	n.1.1	45171	ENSG00000165029	ENSG00000230013	lincSS.up	n.1.1	42438
ENSMUSG00000015305	ENSMUSG00000097597	lncgDivg	1.1.1	0	ENSG00000111961	ENSG00000224658	lncgDivg	1.1.1	0
ENSMUSG00000015363	ENSMUSG00000087331	lncgDivg	n.n.n	0	ENSG00000170638	ENSG00000273188	lncgDivg	1.1.1	0
ENSMUSG00000015377	ENSMUSG00000121082	lncgDivg	1.1.1	0	ENSG00000205593	ENSG00000227484	lncgDivg	1.1.1	0
ENSMUSG00000015377	ENSMUSG00000121082	lncgDivg	1.1.1	0	ENSG00000205593	ENSG00000279182	lncgDivg	1.1.1	0
ENSMUSG00000015396	ENSMUSG00000114192	lincSS.dw	n.1.1	39306	ENSG00000112149	ENSG00000286281	lincSS.dw	1.1.1	73375
ENSMUSG00000015396	ENSMUSG00000113780	lincSS.dw	1.1.1	61537	ENSG00000112149	ENSG00000286281	lincSS.dw	1.1.1	73375
ENSMUSG00000015501	ENSMUSG00000112238	lincConv	1.1.1	75293	ENSG00000010818	ENSG00000287084	lincConv	n.1.1	70202
ENSMUSG00000015501	ENSMUSG00000101014	lncgConv	1.1.1	0	ENSG00000010818	ENSG00000233138	lncgConv	1.1.1	0
ENSMUSG00000015501	ENSMUSG00000120437	lncgDivg	1.1.1	406	ENSG00000010818	ENSG00000232618	lncgDivg	n.n.1	0
ENSMUSG00000015501	ENSMUSG00000120437	lncgDivg	1.1.1	406	ENSG00000010818	ENSG00000237851	lncgDivg	1.1.1	0
ENSMUSG00000015619	ENSMUSG00000086618	lncgDivg	1.1.1	0	ENSG00000107485	ENSG00000197308	lncgDivg	n.1.1	0
ENSMUSG00000015619	ENSMUSG00000025783	lncgDivg	n.1.1	0	ENSG00000107485	ENSG00000197308	lncgDivg	n.1.1	0
ENSMUSG00000015627	ENSMUSG00000084843	lincSS.up	1.1.1	35792	ENSG00000130700	ENSG00000260542	lincSS.up	1.1.1	37914
ENSMUSG00000015627	ENSMUSG00000084843	lincSS.up	1.1.1	35792	ENSG00000130700	ENSG00000174403	lincSS.up	n.1.1	68170
ENSMUSG00000015627	ENSMUSG00000056061	lncgDivg	1.1.1	0	ENSG00000130700	ENSG00000272050	lncgDivg	1.1.1	1875
ENSMUSG00000015709	ENSMUSG00000109341	lncgDivg	1.1.1	0	ENSG00000172379	ENSG00000287813	lncgDivg	1.1.1	0
ENSMUSG00000015709	ENSMUSG00000109341	lncgDivg	1.1.1	0	ENSG00000172379	ENSG00000259175	lncgDivg	1.1.1	0
ENSMUSG00000015709	ENSMUSG00000109341	lncgDivg	1.1.1	0	ENSG00000172379	ENSG00000258010	lncgDivg	n.n.1	0
ENSMUSG00000015709	ENSMUSG00000109341	lncgDivg	1.1.1	0	ENSG00000172379	ENSG00000270919	lncgDivg	1.1.1	0
ENSMUSG00000015709	ENSMUSG00000109341	lncgDivg	1.1.1	0	ENSG00000172379	ENSG00000259495	lncgDivg	n.1.1	136
ENSMUSG00000015714	ENSMUSG00000093424	lncgDivg	n.1.1	0	ENSG00000143418	ENSG00000231073	lncgDivg	1.1.1	0
ENSMUSG00000015714	ENSMUSG00000093424	lncgDivg	n.1.1	0	ENSG00000143418	ENSG00000259357	lncgDivg	n.1.1	0
ENSMUSG00000015755	ENSMUSG00000112360	lincSS.up	1.1.1	45713	ENSG00000055208	ENSG00000289359	lincSS.up	1.1.1	56710
ENSMUSG00000015839	ENSMUSG00000087222	lncgDivg	n.1.1	129	ENSG00000116044	ENSG00000271825	lncgDivg	1.1.1	0
ENSMUSG00000015839	ENSMUSG00000087222	lncgDivg	n.1.1	129	ENSG00000116044	ENSG00000271996	lncgDivg	1.1.1	0
ENSMUSG00000015839	ENSMUSG00000087222	lncgDivg	n.1.1	129	ENSG00000116044	ENSG00000222043	lncgDivg	1.1.1	0
ENSMUSG00000015937	ENSMUSG00000114493	lncgConv	n.n.1	0	ENSG00000113648	ENSG00000224186	lncgConv	n.n.n	0
ENSMUSG00000015947	ENSMUSG00000097851	lincDivg	n.1.1	51318	ENSG00000150337	ENSG00000290790	lincDivg	n.1.1	34853
ENSMUSG00000015962	ENSMUSG00000101746	lincDivg	n.1.1	86871	ENSG00000173728	ENSG00000289439	lincDivg	n.1.1	27456
ENSMUSG00000015968	ENSMUSG00000118437	lncgDivg	1.1.1	0	ENSG00000157388	ENSG00000271916	lncgDivg	1.1.1	0
ENSMUSG00000016087	ENSMUSG00000098645	lncgDivg	1.1.1	0	ENSG00000151702	ENSG00000254703	lncgDivg	n.n.1	0
ENSMUSG00000016087	ENSMUSG00000098645	lncgDivg	1.1.1	0	ENSG00000151702	ENSG00000245008	lncgDivg	n.n.n	0
ENSMUSG00000016262	ENSMUSG00000089812	lncgDivg	1.1.1	0	ENSG00000082497	ENSG00000203706	lncgDivg	n.n.1	0
ENSMUSG00000016477	ENSMUSG00000085188	lincDivg	1.1.1	72614	ENSG00000112242	ENSG00000287483	lincDivg	n.1.1	67468
ENSMUSG00000016477	ENSMUSG00000086893	lncgDivg	1.1.1	0	ENSG00000112242	ENSG00000289981	lncgDivg	1.1.1	376
ENSMUSG00000016487	ENSMUSG00000107969	lncgDivg	1.1.1	0	ENSG00000110841	ENSG00000248100	lncgDivg	1.1.1	0
ENSMUSG00000016493	ENSMUSG00000104077	lincSS.dw	n.1.1	18541	ENSG00000117335	ENSG00000289071	lincSS.dw	1.1.1	27390
ENSMUSG00000016637	ENSMUSG00000116697	lncgDivg	1.1.1	354	ENSG00000100360	ENSG00000286485	lncgDivg	1.1.1	0
ENSMUSG00000016918	ENSMUSG00000101314	lincDivg	1.1.1	21101	ENSG00000137573	ENSG00000253479	lincDivg	n.1.1	18342
ENSMUSG00000016984	ENSMUSG00000086468	lncgDivg	n.1.1	80	ENSG00000143971	ENSG00000236780	lncgDivg	n.1.1	0
ENSMUSG00000017144	ENSMUSG00000100496	lincDivg	1.1.1	70271	ENSG00000115963	ENSG00000237220	lincDivg	1.1.1	27123
ENSMUSG00000017144	ENSMUSG00000100496	lincDivg	1.1.1	70271	ENSG00000115963	ENSG00000224048	lincDivg	n.1.1	73370
ENSMUSG00000017144	ENSMUSG00000086349	lincDivg	1.1.1	92720	ENSG00000115963	ENSG00000237220	lincDivg	1.1.1	27123
ENSMUSG00000017144	ENSMUSG00000086349	lincDivg	1.1.1	92720	ENSG00000115963	ENSG00000224048	lincDivg	n.1.1	73370
